orig,kr
策謀の術中、ターン終了時に攻撃性能UP(累積)/奥義発動時にフェアトリックレイドが発動,"책략의 술 중, 턴 종료 시 공격 성능 UP(누적)/오의 발동 시 페어 트릭 레이드가 발동"
煙濤の閃き,연도의 번뜩임
煙濤の術中、ターン終了時に防御性能UP(累積)/敵が特殊技を使用時にフェアトリックレイドが発動,"연도의 술 중, 턴 종료 시 방어 성능 UP(누적)/적이 특수 기술을 사용했을 때 페어 트릭 레이드가 발동"


"!디안사(SSR,수영복)"
[海に咲く五花],[바다에 핀 다섯 꽃송이]
ディアンサ,디안사

ミディアムアイドル・オンザビーチ,미디엄 아이돌・온 더 비치
"<span class=""prt-text-small"">味方全体のHP回復/水属性追撃効果/特殊強化(攻撃UP/連続攻撃確率UP)</span>","<span class=""prt-text-small"">아군 전체의 HP 회복/수속성 추격 효과/특수 강화(공격UP/연속 공격 확률 UP)</span>"
サマー・アンコール＋,서머・앵콜＋
味方全体のトリプルアタック確率UP,아군 전체의 트리플 어택 확률 UP
オンステージ＋,온 스테이지＋
自分以外の味方全体の奥義性能UP(*回)/奥義ゲージUP(**%),자신 이외의 아군 전체의 오의 성능 UP(*회)/오의 게이지 UP (**%)
オベーション,오베이션
味方全体にテンション効果,아군 전체에 텐션 효과
海辺のリバイバル,해변의 리바이벌
テンション時確率で敵の全ての攻撃を回避,텐션 시 확률로 적의 모든 공격을 회피
舞い歌う夏の巫女,춤추고 노래하는 여름의 무녀
水属性キャラの連続攻撃確率UP,수속성 캐릭터의 연속 공격 확률 UP


"!란슬롯(SSR,수속통상)"
[俊英の双剣士],[준영의 쌍검사]
ランスロット,란슬롯

ヴァイス・フリューゲル＋＋,바이스 플뤼겔＋＋
水属性ダメージ(特大)/次のブレードインパルスが*回発動,수속성 데미지 (특대) / 다음 블레이드 임펄스가 *회 발동
ブレードインパルス＋＋,블레이드 임펄스＋＋
敵に*～*倍水属性ダメージ/攻防DOWN(累積)/自分の攻撃UP(累積),적에게 *～*배의 수속성 데미지 / 공방 DOWN(누적) / 자신의 공격 UP(누적)
ヴォーゲンシュトローム＋＋,보겐 슈트롬＋＋
"<div class=""prt-text-small"">敵全体に*回水属性ダメージ/自分の回避率UP/敵対心大幅UP/連続攻撃確率UP/水属性追撃効果</div>","<div class=""prt-text-small"">적 전체에 *회 수속성 데미지 / 자신의 회피율 UP / 적대심 대폭 UP / 연속공격 확률 UP / 수속성 추격 효과</div>"
サザンクロス,서던크로스
敵に*回水属性ダメージ/敵の全ての攻撃を回避(*回),적에게 *회 수속성 데미지 / 적의 모든 공격을 회피(*회)
一騎当千,일기당천
自分の回避率UP/回避時にブレードインパルスを発動,자신의 회피율 UP / 회피시 블레이드 임펄스 발동
双剣乱舞,쌍검난무
味方全体のダブルアタック確率UP,아군 전체의 더블어택 확률 UP


!로미오(SSR)
[想国の神王],[상국의 신왕]
ロミオ,로미오

ラルバ・ディ・ヴェローナ＋,랄바・디・베로나＋
"水属性ダメージ(特大)<br><span class=""text-blue"">◆英霊を*消費して追加ダメージ</span>","수속성 데미지 (특대)<br><span class=""text-blue"">◆영령을 * 소비해서 추가 데미지</span>"
ラーマ・アクゥータ＋,라마・아퀴타＋
"<div class=""prt-text-small"">敵に*～*倍水属性ダメージ<span class=""text-blue"">◆英霊を*消費して敵の水属性防御DOWN効果追加</span></div>","<div class=""prt-text-small"">적에게 *～*배의 수속성 데미지<span class=""text-blue"">◆영령을 * 소비해서 적에게 수속성 방어 DOWN 효과 추가</span></div>"
クレデンツァ＋,크레덴처＋
"<div class=""prt-text-small"">自分にかばう効果　<span class=""text-blue"">◆英霊を*消費して火属性ダメージ軽減</span></div>","<div class=""prt-text-small"">자신에게 감싸기 효과　<span class=""text-blue"">◆영령을 * 소비해서 화속성 데미지 경감</span></div>"
フィアンマ・ブルー,피안마・블루ー
増幅状態に移行/即座にアビリティ再使用可能,증폭 상태로 전환/즉시 어빌리티 사용 가능
ヴェローナの守護精霊,베로나의 수호 정령
"<div class=""prt-text-small"">*ターン毎に英霊効果付与/ただし英霊効果がないとき攻撃力大幅DOWN　<span class=""text-blue"">◆英霊は通常攻撃で*消費</span></div>","<div class=""prt-text-small"">*턴마다 영령 효과 부여/그러나 영령 효과가 없을 때 공격력 대폭 DOWN　<span class=""text-blue"">◆영령은 일반공격에 * 소비</span></div>"
英霊の加護,영령의 가호
英霊効果時攻防UP,영령 효과 시 공방 UP


!리루루(SSR)
[夢見る音符],[꿈꾸는 음표]
リルル,리루루

キラメキ・ライヴ＋,키라메키・라이브＋
水属性ダメージ(特大)/魅了効果,수속성 데미지 (특대)/매료 효과
君に逢いたくて……＋,너를 만나고 싶어서……＋
味方全体の攻撃UP/防御UP,아군 전체의 공격 UP/방어 UP
翼があれば、きっと届くよ。＋,"날개가 있으면, 반드시 닿을거야.＋"
味方全体の奥義ゲージUP/奥義ゲージ上昇量UP,아군 전체의 오의 게이지 UP/오의 게이지 상승률 UP
やがて季節は廻り。,이윽고 계절은 돌고.
味方全体のHP回復/バリア効果,아군 전체의 HP 회복/배리어 효과
胸が張り裂けそう,가슴이 터질것만 같아
男性に対してアビリティ効果大幅UP,남성에 대해 어빌리티 효과 대폭 UP


!리리(SSR)
[氷国の希望],[얼음왕국의 희망]
リリィ,리리
春をさがす少女,봄을 찾는 소녀
氷結少女の苦悩,빙결소녀의 고뇌
氷晶宮でおもてなしを,빙정궁에서 극진한 대접을
春の在り処,봄이 있는곳

フローズンヴィジョン,프로즌 비전
水属性ダメージ(特大)/味方全体の水属性攻撃UP,수속성 데미지 (특대)/아군 전체의 수속성공격UP
フローズン・ブルーム,프로즌・블룸
"<span class=""prt-text-small"">水属性ダメージ(特大)/味方全体の水属性攻撃UP　<span class=""text-blue"">◆氷結状態の敵に対して奥義性能UP</span></span>","<span class=""prt-text-small"">수속성 데미지(특대)/아군 전체의 수속성공격UP　<span class=""text-blue"">◆빙결상태의 적에게 오의성능UP</span></span>"
氷晶結界,빙정결계
氷晶結界＋,빙정결계＋
氷晶結界＋＋,빙정결계＋＋
味方全体の火属性ダメージカット(**%),아군 전체의 화속성 데미지 컷(**%)
味方全体に火属性ダメージカット(**%)/玉水の刻印を付与/自分に春風効果,아군 전체의 화속성 데미지 컷(**%)/옥수의 각인을 부여/자신에게 춘풍효과
フローズンゲイル,프로즌 게일
フローズンゲイル＋,프로즌 게일＋
フローズンゲイル＋＋,프로즌 게일＋＋
敵全体に水属性ダメージ/氷結効果,적 전체에 수속성 데미지/빙결효과
"<div class=""prt-text-small"">敵全体に水属性ダメージ/氷結効果/攻防DOWN(累積)<br><span class=""text-blue"">◆バトルメンバーの種族数に応じて性能UP</span></div>","<div class=""prt-text-small"">적 전체에 수속성데미지/빙결효과/공방DOWN(누적)<br><span class=""text-blue"">◆배틀멤버의 종족수에 따라 성능UP</span></div>"
ホワイトヒール,화이트 힐
味方全体のHPを回復/弱体効果を*つ回復,아군 전체의 HP를 회복/약체효과를 *개 회복
シャインクリスタル,샤인 크리스탈
シャインクリスタル＋,샤인 크리스탈＋
防御UP,방어 UP
"<div class=""prt-text-small"">味方全体の防御UP/水属性キャラがそれぞれの玉水の刻印の数に応じて火属性ダメージ軽減<br><span class=""text-blue"">◆火属性ダメージ軽減効果は自分がサブメンバーにいる場合でも発動</span></div>","<div class=""prt-text-small"">아군 전체의 방어UP/수속성 캐릭터가 각각 옥수의각인 수에 따라 화속성데미지 경감<br><span class=""text-blue"">◆화속성데미지 경감효과는 자신이 서브멤버로 있을때도 발동</span></div>"
氷晶宮の特使,빙정궁의 특사
バトルメンバーの種族数に応じて自分の攻撃力UP,배틀 멤버의 종족 수에 따라서 자신의 공격력UP


!마큐라(SSR)
[玉塵の裁姫],[옥진의 재희]
マキュラ・マリウス,마큐라・마리우스

ヨトゥン・ヘイム＋,요툰・헤임＋
水属性ダメージ(特大)/銀華効果/味方全体のHP回復,수속성 데미지 (특대)/은화 효과/아군 전체의 HP회복
氷煌の一振＋,빙황의 일진＋
"<div class=""prt-text-small"">敵全体に水属性ダメージ/自分に玉水の刻印を付与/奥義ゲージUP(**％)　<span class=""text-blue"">◆玉水の刻印の数に応じてダメージ性能UP</span></div>","<div class=""prt-text-small"">적 전체에 수속성 데미지/자신에게 옥수의 각인 부여/오의 게이지 UP (**％)　<span class=""text-blue"">◆옥수의 각인의 수에 따라 데미지 성능 UP</span></div>"
ヘイルストーム＋,헤일스톰＋
"<div class=""prt-text-small"">敵に水属性ダメージ/スロウ効果　<span class=""text-blue"">◆玉水の刻印が*の時*回発動</span></div>","<div class=""prt-text-small"">적에게 수속성 데미지/슬로우 효과　<span class=""text-blue"">◆옥수의 각인이 *일 때 *회 발동</span></div>"
凍てつく大地,얼어붙은 대지
敵全体の攻撃力DOWN/最大CT増加/氷結効果,적 전체의 공격력 DOWN/최대 CT 증가/빙결 효과
白銀の氷華,백은의 빙화
銀華状態の敵がいる場合ターン終了時に氷煌の一振が発動,은화 상태의 적이 있을 경우 턴 종료 시 빙황의 일진이 발동
麗しの冷姫,아름다움의 냉희
"<div class=""prt-text-small"">水属性キャラがそれぞれの玉水の刻印の数に応じてアビリティ性能UP　<span class=""text-blue"">◆アビリティ性能UPは自分がサブメンバーにいる場合でも発動</span></div>","<div class=""prt-text-small"">수속성 캐릭터가 각각의 옥수의 각인의 수에 따라 어빌리티 성능 UP　<span class=""text-blue"">◆어빌리티 성능 UP은 자신이 서브 멤버에 있어도 발동</span></div>"


!바지라(SSR)
[西北西の守護神],[서북서의 수호신]
ヴァジラ,바지라

金牙神然＋,금아신연＋
水属性ダメージ(特大)/味方全体に強化効果　★累積で効果UP,수속성 데미지 (특대)/아군 전체에 강화 효과　★누적으로 효과 UP
大口真神＋,대구진신＋
敵全体に水属性ダメージ/弱体耐性DOWN(累積),적 전체에 수속성 데미지/약체 내성 DOWN (누적)
犬牙相制＋,견아상제＋
敵に恐怖効果,적에게 공포 효과
飛鷹走狗,비응주구
"<div class=""prt-text-small"">ターン進行時に攻撃行動を*回行う/ガルジャナと一緒に戦う　<span class=""text-blue"">◆奥義ゲージを**％消費</span></div>","<div class=""prt-text-small"">턴 진행 시 공격 행동을 *회 진행/가루쟈나와 함께 싸운다　<span class=""text-blue"">◆오의 게이지를 **％ 소비</span></div>"
犬神宮の主,견신궁의 주인
奥義ゲージ最大値***,오의 게이지 최대치 ***
仁義八行,인의팔행
チェインバースト発生時、チェイン数に応じて自分の奥義ゲージUP,체인 버스트 발동 시、체인 수에 따라 자신의 오의 게이지 UP


!베인(SSR)
[不撓不屈の騎士],[불요불굴의 기사]
ヴェイン,베인

レーヴェバイン・ヤクト＋＋,레베바인・야크트＋＋
水属性ダメージ(特大)/攻撃DOWN(累積)/火属性攻撃DOWN/次のヒロイックビートが*回発動,수속성 데미지 (특대)/공격 DOWN(누적)/화속성 공격 DOWN/다음 히로익 비트가 *회 발동
ヒロイックビート＋＋,히로익 비트＋＋
敵に水属性ダメージ/自分のHPと弱体効果を回復,적에게 수속성 데미지/자신의 HP와 약체 효과 회복
ワン・フォー・オール,원・포・올
"<div class=""prt-text-small"">自分に逆境効果/防御UP/かばう効果(全体)/ガッツ効果　<span class=""text-blue"">◆自分のHPを最大値の**%消費</span></div>","<div class=""prt-text-small"">자신에게 역경 효과/방어 UP/감싸기 효과 (전체)/근성 효과　<span class=""text-blue"">◆자신의 HP를 최대치의 **% 소비</span></div>"
ソウルイラプション,소울 이럽션
"<div class=""prt-text-small"">自分のHPと弱体効果を全回復/ステータス大幅UP　<span class=""text-blue"">◆瀕死の場合のみ使用可/奥義ゲージを全て消費</span></div>","<div class=""prt-text-small"">자신의 HP와 약체 효과를 모두 회복/스테이터스 대복 UP　<span class=""text-blue"">◆빈사일 경우에만 사용 가능/오의 게이지를 모두 소비</span></div>"
膝はつかねぇ！,무릎 꿇지 않아!
逆境効果が付与されている時連続攻撃確率UP,역경 효과가 부여되어 있을 때 연속 공격 확률 UP
臥竜鳳雛,와룡봉추
"敵が特殊技を使用時にヒロイックビートが発動/自分の強化効果を*ターン延長　<span class=""text-blue"">◆効果時間*ターンの強化効果は除く</span>","적이 특수 기술을 사용했을 때 히로익 비트가 발동/자신의 강화 효과를 *턴 연장　<span class=""text-blue"">◆효과시간 *턴의 강화효과 제외</span>"


"!산달폰(SSR,수영복)"
[砂浜の天司長],[모래사장의 천사장]
サンダルフォン,산달폰

アイン・ソフ・オウル＋,아인・소프・오르＋
"<span class=""prt-text-small"">水属性ダメージ(特大)/審判の鐘効果　<span class=""text-blue"">◆コーヒーブレイク消費：味方全体に水属性追撃効果</span></span>","<span class=""prt-text-small"">수속성 데미지 (특대)/심판의 종 효과　<span class=""text-blue"">◆커피 브레이크 소비：아군 전체에게 수속성 추격 효과</span></span>"
ランド・オヴ・ザ・フリー＋,랜드・오브・더・프리＋
"<div class=""prt-text-small"">ターゲットに関わらず*回単体ダメージ/自分にコーヒーブレイクを*付与(最大*)</div>","<div class=""prt-text-small"">타겟에 관계없이 *회 단체 데미지/자신에게 커피 브레이크를 * 부여 (최대 *)</div>"
ワン・トゥー・フリーフォール＋,원・투・프리폴＋
"<div class=""prt-text-small"">敵全体に水属性ダメージ/攻防DOWN(累積)<br><span class=""text-blue"">◆コーヒーブレイク消費：*回発動</span></div>","<div class=""prt-text-small"">적 전체에게 수속성 데미지/공방 DOWN (누적)<br><span class=""text-blue"">◆커피 브레이크：*회 발동</span></div>"
ランニングライツ,러닝 라이츠
"<div class=""prt-text-small"">自分の連続攻撃確率UP/通常攻撃の与ダメージUP/水属性攻撃UP<br><span class=""text-blue"">◆コーヒーブレイク消費：効果を全体化</span></div>","<div class=""prt-text-small"">자신의 연속 공격 확률 UP/일반공격 데미지 UP/수속성 공격 UP<br><span class=""text-blue"">◆커피 브레이크 소비：효과의 전체화</span></div>"
想い出の味わい,추억의 맛
"<div class=""prt-text-small"">弱体効果「睡眠」無効/*ターン毎に自分のHP回復/コーヒーブレイクを*付与</div>","<div class=""prt-text-small"">약체 효과 「수면」 무효/*턴 마다 자신의 HP 회복/커피 브레이크를 * 부여</div>"
天司長のバカンス,천사장의 바캉스
通常攻撃時にコーヒーブレイクを消費して水属性追撃効果,일반공격 시 커피 브레이크를 소비해 수속성 추격 효과


!샤노와르(SSR)
[世紀の大怪盗],[세기의 대괴도]
シャノワール,샤노와르

ファントムシーフ＋,팬텀 시프＋
"水属性ダメージ(特大)　<span class=""text-blue"">◆予告効果時、リドル効果時に変幻自在の妙技を披露</span>","수속성 데미지 (특대)　<span class=""text-blue"">◆예고 효과 시、리들 효과 시, 변환자재의 묘기 공표</span>"
大胆なる予告＋,대담한 예고＋
自分に予告効果,자신에게 예고 효과
パズルトゥユー＋,퍼즐 투 유＋
"<div class=""prt-text-small"">敵のCTを盗む　<span class=""text-blue"">◆予告状を送った時：盗んだCTを味方全体に還元/自分にリドル効果</span></div>","<div class=""prt-text-small"">적의 CT를 훔침　<span class=""text-blue"">◆예고장을 보냈을 때：훔친 CT를 아군 전체에게 환원/자신에게 리들 효과</span></div>"
スプレンディドセフト,스플렌디드 세프트
敵の現HPに応じた無属性ダメージ/強化効果を*つ無効化,적의 현재 HP에 따른 무속성 데미지 / 강화 효과를 *개 무효화
怪盗の流儀,괴도의 방식
予告効果時攻防UP/奥義発動時に敵全体に水属性ダメージ,예고 효과 시 공방 UP/오의 발동 시 적 전체에 수속성 데미지
プロデュースイリュージョン,프로듀스 일루전
リドル効果時連続攻撃確率UP/奥義発動時に敵にランダムな弱体効果,리들 효과 시 연속 공격 확률 UP/오의 발동 시 적에게 무작위 약체 효과


"!샤를로테(SSR,수속통상)"
[小さな聖騎士],[작은 성기사]
シャルロッテ,샤를로테

ノーブル・エクスキューション,노블 익스큐션
ノーブル・エクスキューション＋,노블 익스큐션＋
ノーブル・エクスキューション＋＋,노블 익스큐션＋＋
水属性ダメージ(特大)/追加ダメージ,수속성 데미지(특대) / 추가 데미지

ブルームーン＋＋,블루 문＋＋
敵に水属性ダメージ/防御DOWN,적에게 수속성 데미지 / 방어 DOWN
ケーニヒシルト＋,케니히실트＋
味方全体の全属性ダメージカット(**%)/防御UP,아군 전체에 모든 속성 데미지 컷 (**%) / 방어 UP

ソード・オブ・リュミエール＋,소드・오브・뤼미에르＋
"<div class=""prt-text-small"">*.*倍水属性ダメージ/モードゲージ減少/自分の被ダメージ無効(*ターン)</div>","<div class=""prt-text-small"">*.*배 수속성 데미지/모드 게이지 감소/자신에게 받는 데미지 무효 (*턴)</div>"
リュミエール聖騎士団団長,뤼미에르 성기사단 단장
"オーバードライブ時の敵からの被ダメージ減少/毎ターンステータスUP <span class=""text-blue"">◆被ダメージで解除</span>","오버드라이브 시 적에게 받는 데미지 감소/매 턴 스테이터스 UP <span class=""text-blue"">◆데미지를 받을 때 해제</span>"
正義の使徒,정의의 사도
バトル開始時にパーティの奥義ゲージUP,배틀 개시 시 파티의 오의 게이지 UP


"!소시에(SSR,수속통상)"
[千年を継ぎし者],[천년을 잇는 자]
ソシエ,소시에

白之舞・天華＋,백색의 춤・천화＋
水属性ダメージ(特大)/次に発動する壱之舞・神楽の効果が全体化,수속성 데미지 (특대)/다음에 발동하는 이치노마이・카구라의 효과가 전체화
壱之舞・神楽＋,첫번째 춤・신락＋
味方単体のHPを回復/活性効果/水属性追撃効果,아군 단체의 HP 회복/활성 효과/수속성 추격 효과
陸之舞・美髯＋,여섯번째 춤・미염＋
敵全体の攻撃DOWN/防御DOWN,적 전체의 공격 DOWN/방어 DOWN
終之舞・時詠,마무리 춤・시영
敵に水属性ダメージ/スロウ効果,적에게 수속성 데미지/슬로우 효과
失われた王家の末裔,잃어버린 왕가의 후예
ダブルアタック確率UP,더블 어택 확률 UP


!슈라(SSR)
[希求の軍師],[희구의 군사]
シュラ,슈라

蒼華嵐刃＋,창화람인＋
"水属性ダメージ(極大)/自分に蒼華効果　<span class=""text-blue"">◆奥義ゲージの代わりに武成を消費して発動</span>","수속성 데미지 (극대)/자신에게 창화 효과　<span class=""text-blue"">◆오의 게이지 대신 무성을 소비하여 발동</span>"
戦術策：典宝＋,전술책：전보＋
戦術策：舜典＋,전술책：순전＋
"<div class=""prt-text-small"">味方全体の攻撃UP/水属性攻撃力UP<br><span class=""text-blue"">◆奥義ゲージが***％以上の時、このアビリティが「戦術策：舜典」に変化</span></div>","<div class=""prt-text-small"">아군 전체의 공격 UP/수속성 공격력 UP<br><span class=""text-blue"">◆오의 게이지가 ***％ 이상일 때、이 어빌리티가 「전술책：순전」으로 변화</span></div>"
"味方全体の攻撃大幅UP(*回)/水属性攻撃力UP<br><span class=""text-blue"">◆奥義ゲージを全て消費</span>","아군 전체의 공격 대폭UP(*회)/수속성 공격력UP<br><span class=""text-blue"">◆오의 게이지를 모두 소비</span>"
蒼麗の構え＋,창려의 자세
自分に武成を付与,자신에게 무성 부여
零舞槍,령무창
"<div class=""prt-text-small"">現在の奥義ゲージの半分を消費して、敵全体に水属性ダメージ/攻防DOWN(累積)<br><span class=""text-blue"">◆消費した奥義ゲージに応じて発動回数UP</span></div>","<div class=""prt-text-small"">현재 오의 게이지 절반을 사용하여 적 전체에 수속성 데미지/공방DOWN(누적)<br><span class=""text-blue"">◆사용한 오의 게이지에 따라 사용 횟수UP</span></div>"
征道の書,정도의 서
奥義ゲージ最大値***/奥義ゲージが溜まりにくいが火属性の敵に対して与ダメージUP,오의 게이지 최대치***/오의 게이지가 쌓이기 힘들지만 화속성 적에게 입히는 데미지UP
戦志の書,전지의 서
"蒼華効果中、必ずトリプルアタック/水属性追撃効果　<span class=""text-blue"">◆毎ターン奥義ゲージを**％消費して蒼華効果を維持</span>","창화 효과중 반드시 트리플 어택/수속성 추격 효과　<span class=""text-blue"">◆매 턴 오의 게이지를**％소비하여 창화 효과를 유지</span>"


"!슈트름(SSR,수속통상)"
[朴訥なる傭兵],[목눌한 용병]
スツルム,슈트름

ザ・ウォーカー,더・워커
ザ・ウォーカー＋,더・워커＋
水属性ダメージ(特大)/灼熱効果/攻防DOWN(累積),수속성 데미지 (특대)/작열효과/공방 DOWN(누적)
デュアル・スウォード,듀얼・소드
デュアル・スウォード＋,듀얼・소드＋
敵に水属性ダメージ/灼熱状態の敵に追加ダメージ,적에게 수속성 데미지/작열 상태의 적에게 추가 데미지
シルヴァー・タング,실버・텅
シルヴァー・タング＋,실버・텅＋
"<div class=""prt-text-small"">敵の連続攻撃確率UP/自分に水属性追撃効果/クリティカル確率UP/会心効果</div>","<div class=""prt-text-small"">적의 연속 공격 확률 UP/자신에게 수속성 추격 효과/크리티컬 확률 UP/회심 효과</div>"
ナッシング・モア,낫띵・모어
敵のCTを*つ増加させて次の自分の奥義が*回発動,적의 CT를 *개 증가시키고 다음 자신의 오의가 *회 발동
三振りの刃,세자루의 검
敵に強化効果が付与されている時、自分が必ずトリプルアタック,"적에게 강화 효과가 부여되어 있을 때, 자신이 반드시 트리플 어택"
疾風の傭兵,질풍의 용병
敵が特殊技を使用時にデュアル・スウォードが発動,적이 특수 기술을 발동할 때 듀얼・소드가 발동


"!실바(SSR,수속통상)"
[奮励の儁秀],[노력하는 수재]
シルヴァ,실바
凛乎なる狙撃手,늠연한 저격수
その鐘の音は高らかに,그 종소리는 드높게
悔恨を超えていく為に,후회를 넘어서기위해
君の隣に,너의 곁에

ヒューネラルブリット,퓨너럴 불릿
水属性ダメージ(特大),수속성 데미지(특대)
バリー・ブリット,발리 불릿
水属性ダメージ(特大)/自分の回避率UP/アビリティ再使用間隔を*ターン短縮,수속성 데미지(특대)/자신의 회피율UP/어빌리티 사용간격을 *턴 단축
イーグルアイ,이글아이
イーグルアイ＋,이글아이+
"<div class=""prt-text-small"">自分の奥義ダメージUP/奥義ダメージ上限UP/チェインバーストダメージUP/防御DOWN</div>","<div class=""prt-text-small"">자신의 오의데미지UP/오의데미지상한UP/체인 버스트데미지UP/방어DOWN</div>"
タクティシャン,택티션
タクティシャン＋,택티션+
自分のクリティカル確率UP,자신의 크리티컬 확률 UP
デッドスペシメン,데드 스페시멘
デッドスペシメン＋,데드 스페시멘+
自分が即座に奥義発動可能,자신이 즉시 오의발동가능
自分が即座に奥義発動可能/奥義に水属性追加ダメージ効果付与,자신이 즉시 오의발동가능/오의에 수속성 추가데미지 효과부여
ホープスナイプ,홉 스나이프
"<div class=""prt-text-small"">自分とサブメンバーの一人を*ターンの間入れ替える<br><span class=""text-blue"">◆入れ替わったあと援護射撃を行う</span></div>","<div class=""prt-text-small"">자신과 서브멤버 한명을 *턴동안 교체한다<br><span class=""text-blue"">◆교체후에 지원사격을 행함</span></div>"
静かな威圧,고요한 위압
奥義ゲージ上昇量UP,오의 게이지 상승량UP
正射必中,정사필중
敵の幻影・回避に関わらず奥義が命中する/水属性キャラがクリティカル発動時にダメージ上限UP,적의 환영・회피에 관계없이 오의가 명중함/수속성 캐릭터의 크리티컬 발동시에 데미지상한UP


!아그로발(SSR)
[氷皇],[빙제]
アグロヴァル,아그로발

ジルベーネ・ヴェルト＋,지루베네・벨트＋
"<span class=""prt-text-small"">水属性ダメージ(特大)/自分のHP回復　<span class=""text-blue"">◆水属性攻撃UP効果が付与されている時、奥義性能UP</span></span>","<span class=""prt-text-small"">수속성 데미지 (특대)/자신의 HP 회복　<span class=""text-blue"">◆수속성 공격 UP 부여되어 있다면、오의 성능 UP</span></span>"
ツェアライセン＋,체어라이센＋
