orig,kr
"<div class=""prt-text-small"">奥義ゲージ最大値***<br><span class=""text-blue"">◆サーヴァント・オウスと奥義ゲージ***%消費で連携奥義発動</span></div>","<div class=""prt-text-small"">오의 게이지 최대치 ***<br><span class=""text-blue"">◆서번트・오스 와 오의 게이지 ***% 소모로 연속 오의 발동</span></div>"


!레비온 3자매(SSR)
[心頼の三姉妹],[마음으로 의지하는 세 자매]
レヴィオン姉妹 マイム＆ミイム＆メイム,레비온 자매 마임 & 미임 & 메임

三矢降雷,삼시강뢰
三矢降雷＋,삼시강뢰+
光属性ダメージ(特大)/効果時間中必ずトリプルアタック,광속성 데미지(특대) / 효과시간 중심 트리플 어택
アクアブレード,아쿠아 블레이드
アクアブレード＋,아쿠아 블레이드+
敵全体に光属性ダメージ/防御DOWN(累積)/自分の光属性攻撃UP,적 전체에 광속성 데미지 / 방어 DOWN(누적) / 자신의 광속성 공격 UP
ブレイブコンバット,브레이브 컴뱃
ブレイブコンバット＋,브레이브 컴뱃+
敵に*回光属性ダメージ/気絶効果,적에게 *회의 광속성 데미지 / 기절효과
ヒールエボリューション,힐 에볼루션
味方全体のHPを回復/弱体効果を*つ回復,아군 전체의 HP를 회복 / 약체효과를 *개 회복
トライフォース,트라이 포스
自分が必ずトリプルアタック/味方全体に光属性追撃効果,자신은 반드시 트리플 어택 / 아군 전체에 광속성 추격효과
騎士の防陣,기사의 방진
味方全体の闇属性ダメージを軽減,아군 전체의 암속성 데미지를 경감
レヴィオン騎士三姉妹,레비온 기사 세 자매
必ず連続攻撃/トリプルアタック時に光属性追撃効果,반드시 연속공격 / 트리플 어택 시 광속성 추격효과


!레피에(SSR)
[七宝石の姫],[일곱 보석의 공주]
レ・フィーエ,레・피에

セブンス・ペイン,세븐스・페인
セブンス・ペイン＋,세븐스・페인＋
光属性ダメージ(特大)/味方全体に幻影効果(*回),광속성 데미지(특대) / 아군 전체에 환영 효과(*회)
ジュエルミラー,쥬얼 미러
ジュエルミラー＋,쥬얼 미러＋
"<div class=""prt-text-small"">カウンター効果(回避/*回)/光属性追撃効果<br><span class=""text-blue"">◆追撃は被ダメージするまで継続</span></div>","<div class=""prt-text-small"">카운터 효과(회피/*회)/광속성 추격효과<br><span class=""text-blue"">◆추격은 데미지를 입을때까지 지속</span></div>"
グロリアスフレイム,글로리어스 플레임
グロリアスフレイム＋,글로리어스 플레임＋
敵全体に光属性ダメージ/光属性防御DOWN,적 전체에 광속성 데미지/광속성 방어 DOWN
リジェネレーション,리제네레이션
味方全体に活性効果,아군 전체에 활성 효과
煌めきの結界,반짝임의 결계
防御UP,방어UP


"!레피에(SSR,수영복)"
[七宝石の夏姫],[일곱 보석의 여름 공주]
レ・フィーエ,레・피에

セブンス・ペイン,세븐스・페인
セブンス・ペイン＋,세븐스・페인＋
光属性ダメージ(特大)/味方全体にブロック効果,광속성 데미지(특대)/아군 전체에 블록 효과
プリズムピラー,프리즘 필러
プリズムピラー＋,프리즘 필러＋
敵全体に光属性ダメージ/暗闇効果,적 전체에 광속성 데미지/암흑 효과
キュアライト,큐어 라이트
キュアライト＋,큐어 라이트＋
味方単体のHPを回復/特殊強化(連続攻撃確率UP/攻防UP),아군 한명의 HP를 회복/특수강화(연속공격확률UP/공방UP)
グリッターミラー,글리터 미러
味方全体の被ダメージの一部を反射(*回),아군 전체의 받는 데미지 일부를 반사(*回)
ゴージャスにキメますわよ,고-져스하게 끝내주겠사와요
暗闇状態の敵からの攻撃に対して回避率UP,어둠 상태인 적으로부터의 공격에 대한 회피율 UP


!로보미(SSR)
[愛宿せし鋼の戦士],[사랑을 품은 강철의 전사]
ロボミ,로보미

ハイパー・ソニック・スマッシャー,하이퍼・소닉・스매셔
ハイパー・ソニック・スマッシャー＋,하이퍼・소닉・스매셔＋
"<span class=""prt-text-small"">光属性ダメージ(極大)/エネルギーを*消費<br><span class=""text-blue"">◆エネルギー*以上の時のみ発動承認</span></span>","<span class=""prt-text-small"">광속성 데미지(특대)/에너지를 *소비<br><span class=""text-blue"">◆에너지 *이상일때만 발동승인</span></span>"
超斥力ストーム,초 척력 스톰
超斥力ストーム＋,초 척력 스톰＋
"<div class=""prt-text-small"">敵に光属性ダメージ/防御DOWN(累積)/自分のトリプルアタック確率UP(*回)/光属性追撃効果(*回) <span class=""text-blue"">◆残弾を*消費/残弾がなくなると使用不可</span></div>","<div class=""prt-text-small"">적에게 광속성 데미지/방어 DOWN(누적)/자신의 트리플어택 확률UP(*회)/광속성 추격효과(*회) <span class=""text-blue"">◆잔탄을 *소비/잔탄이 없어지면 사용불가</span></div>"
アイリス・アーク,아이리스・아크
アイリス・アーク＋,아이리스・아크＋
"<div class=""prt-text-small"">敵全体に**倍光属性ダメージ<br><span class=""text-blue"">◆エネルギーを*消費/バトル開始*ターン後から使用可能</span></div>","<div class=""prt-text-small"">적전체에 **배 광속성 데미지<br><span class=""text-blue"">◆에너지를 *소비/배틀개시 *턴 후부터 사용가능</span></div>"
ブラスタークロス,블래스터 크로스
"自分の攻撃UP(特大)/ガード効果<br><span class=""text-blue"">◆エネルギーを*消費</span>","자신의 공격UP(특대)/가드 효과<br><span class=""text-blue"">◆에너지를 *소비</span>"
リレーション・コンバーター,릴레이션・컨버터
"<div class=""prt-text-small"">味方から回復や強化アビリティを受けるとエネルギーが*回復<br><span class=""text-blue"">◆エネルギーはバトル開始時*の状態(最大*)/残弾はバトル開始時*の状態(回復不可)</span></div>","<div class=""prt-text-small"">아군으로부터 회복이나 강화 어빌리티를 받으면 에너지를 *회복<br><span class=""text-blue"">◆에너지는 배틀개시 시 *의 상태(최대*)/잔탄은 배틀개시 시 *의 상태(회복불가)</span></div>"
高機動型ボディ,고 기동형 보디
*ターンで同じダメージアビリティを連続*回まで使用可能,*턴에 동일 데미지 어빌리티를 연속 *회까지 사용가능


!로자미아(SSR)
[仮面に囚われし復讐者],[가면에 사로잡힌 복수자]
ロザミア,로자미아

操符術・虚冥穿,조부술・허명천
操符術・虚冥穿＋,조부술・허명천＋
光属性ダメージ(特大)/仮面の呪い効果時追加ダメージ/自分に仮面の呪い効果,광속성 데미지(특대)/가면의 저주 효과일 때 추가 데미지/자신에게 가면의 저주 효과
活冑符・改弐,활주부・개이
活冑符・改弐＋,활주부・개이＋
"<div class=""prt-text-small"">自分の被ダメージ無効/*ターンの間仮面の呪いを受ける<span class=""text-blue"">◆自分のHPを最大値の**%消費</span></div>","<div class=""prt-text-small"">자신의 피데미지 무효/*턴간 가면의 저주를 받는다<span class=""text-blue"">◆자신의 HP를 최대치의 **% 소비</span></div>"
砕鎧符・肆重,쇄개부・사중
砕鎧符・肆重＋,쇄개부・사중＋
敵に光属性ダメージ/防御DOWN(累積),적에게 광속성 데미지/방어 DOWN(누적)
陸踏符,육답부
自分の連続攻撃確率UP/敵対心大幅UP,자신의 연속공격확률UP/적대심 대폭UP
喪失する自我,상실하는 자아
最大HPが**%減少/仮面の呪い状態の時にバトル中*回だけ戦闘不能にならずにHP*で耐える,최대HP가 **% 감소/가면의 저주 상태일 때 배틀중 *회만 전투 불능이 되지 않고 HP*로 버틴다
仮面の浸透,가면의 침투
仮面の呪い状態の時光属性追撃効果,가면의 저주 상태일 때 광속성 추격효과


"!루시오(SSR,리미티드)"
[暁の裁定者],[새벽의 중재자]
ルシオ,루시오

パラダイス・ロスト,파라다이스・로스트
パラダイス・ロスト＋,파라다이스・로스트＋
"<span class=""prt-text-small"">光属性ダメージ(特大)/自分の光属性攻撃UP/次のアウト・オブ・ジ・アッシズが*回発動</span>","<span class=""prt-text-small"">광속성 데미지(특대)/자신의 광속성 공격UP/다음 아웃・오브・더・액시즈가*회 발동</span>"
イヴ・オブ・シダクション,이브・오브・시덕션
イヴ・オブ・シダクション＋,이브・오브・시덕션＋
味方全体にバリア効果/活性効果/ストレングス効果,아군 전체에 배리어 효과/활성 효과/스트랭스 효과
アウト・オブ・ジ・アッシズ,아웃・오브・더・액시즈
アウト・オブ・ジ・アッシズ＋,아웃・오브・더・액시즈＋
敵に*倍光属性ダメージ/自分の聖義の翼Lvが*上昇,적에게*배 광속성 데미지/자신의 성의의 날개Lv이 *상승
アウェイクニングス,어웨이크닝
"<div class=""prt-text-small"">自分に光属性追撃効果/必ずトリプルアタック/闇属性ダメージカット(***%)/弱体耐性UP</div>","<div class=""prt-text-small"">자신에게 광속성추격 효과/반드시 트리플어택/암속성 데미지컷(***%)/약체내성UP</div>"
明けの明星,새벽의 밝은 별
経過ターンに応じて自分の光属性追撃効果UP/闇属性防御DOWN,경과 턴에 따라 자신의 광속성 추격 효과UP/암속성 방어DOWN
聖義の翼,성의의 날개
"<div class=""prt-text-small"">トリプルアタック発動時に聖義の翼Lvが*上昇(最大*)　<span class=""text-blue"">◆聖義の翼Lvに応じて連続攻撃確率UP/Lv*の時ステータス大幅UP</span></div>","<div class=""prt-text-small"">트리플 어택 발생시에 성의의 날개Lv이 *상승(최대*)　<span class=""text-blue"">◆성의의 날개Lv에 따라 연속공격확률UP/Lv*일 때 스테이터스 대폭UP</span></div>"


"!마리(SSR,크리스마스)"
[プレゼントエクスプローラー],[프레젠트 엑스플로라]
マリー,마리

ホーリースター,홀리 스타
ホーリースター＋,홀리 스타+
光属性ダメージ(特大)/スロウ効果,광속성 데미지(특대) / 슬로우 효과
スノードロップ,스노우 드롭
スノードロップ＋,스노우 드롭+
敵全体に光属性ダメージ/アイテムドロップ率UP(*回),적 전체에 광속성 데미지/아이템 드랍율 UP(*회)
ピース・オブ・ケイク,피스・오브・케이크
ピース・オブ・ケイク＋,피스・오브・케이크+
"<div class=""prt-text-small"">味方単体の奥義ゲージUP(**%)/クリティカル確率UP/特殊強化(攻防UP)</div>","<div class=""prt-text-small"">아군 단일의 오의 게이지 UP(**%)/크리티컬 확률 UP/특수강화(공방 UP)</div>"
メリー・スパークル,메리・스파클
味方全体のトリプルアタック確率UP,아군 전체의 트리플 어택 확률 UP
とっことん楽しも～！,마지막까지 즐겁게~!
トレハンLvが高いほど攻撃UP,트헌 Lv이 높을수록 공격 UP
ラフメイカー,러프메이커
バトル終了時にトレジャーを入手することがある,전투 종료시 트레져를 입수할 때가 있다


"!메릿사벨(SSR,발렌타인)"
[甘味玉黍姫],[달콤한 구슬 옥수수공주]
メリッサベル,메릿사벨

五月乱髪,오월난발
五月乱髪＋,오월난발+
光属性ダメージ(特大)/ヘビィキュウティクルが発動,광속성 데미지(특대)/헤비 큐티클이 발동
アムールセイヴィアー,아무르세이비어
アムールセイヴィアー＋,아무르세이비어+
"<div class=""prt-text-small"">ターゲットに関わらず*回光属性ダメージ/敵全体の防御DOWN(累積)/光属性防御DOWN(累積)</div>","<div class=""prt-text-small"">타겟에 관계없이 *번 광속성 데미지/적 전체의 방어 DOWN(누적)/광속성 방어 DOWN(누적)</div>"
ヘビィキュウティクル,헤비 큐티클
ヘビィキュウティクル＋,헤비 큐티클+
敵に光属性ダメージ/強化効果を*つ無効化/自分にチヨコレイトを*つ付与,적에게 광속성 데미지/강화효과를 *개 무효화/자신에게 초콜릿을 *개 부여
デコレィト,데코레이트
自分にかばう効果(全体)/被ダメージを**%軽減/アビリティダメージUP,자신에게 감싸기 효과(전체)/피데미지를 **% 경감/어빌리티 데미지 UP
スウィートブロンド,스위트 블론드
"<div class=""prt-text-small"">大ダメージを受けた時チヨコレイトを*つ付与(最大*)　<span class=""text-blue"">◆ターン終了時にチヨコレイトが*つの時、全て消費してターゲットに関わらず**回光属性ダメージ/自分のHPを回復</span></div>","<div class=""prt-text-small"">큰 데미지를 받을 때 초콜릿을 *개 부여(최대*)　<span class=""text-blue"">◆턴 종료 시 초콜릿이 *개일 때、전부 소비하여 타겟에 관계없이**회 광속성 데미지/자신의 HP를 회복</span></div>"
自動迎撃毛刃II,자동요격머리칼II
"<div class=""prt-text-small"">敵からの被ダメージの回数に応じて、ターン終了時にターゲットに関わらず光属性ダメージ(最大**回)</div>","<div class=""prt-text-small"">적에게 받은 데미지 횟수에 대응하여、턴 종료시 타겟에 관계없이 광속성 데미지(최대**회)</div>"


"!메테라(SSR,크리스마스)"
[聖夜の射手],[성야의 사수]
メーテラ,메테라
天才肌の怠け者は、親友のドレスデザイナーのためにファッションモデルを引き受ける。聖夜に煌めく絢爛豪華なドレスは、天賦の才を持つ彼女にしか着こなせない。,"나태한 천재는, 절친인 드레스 디자이너를 위해 패션모델을 맡는다. 성야에 반짝이는 휘황찬란한 드레스는, 천부적인 재능을 지닌 그녀만이 소화해낼 수 있었다"
出会いを求めて,만남을 원해
目指せモデルデビュー,노려라 모델 데뷔
新たなフェイトエピソード<br>「出会いを求めて」<br>が解放されました！,새로운 페이트 에피소드<br>「만남을 원해」<br>가 해방되었습니다！
「出会いを求めて」クリア																											<br>						メーテラが Lv ** に到達,「만남을 원해」클리어                                                                                                                                                                                                                        <br>                                                메테라가 Lv ** 에 도달

デンス・キャレス,덴스・케레스
デンス・キャレス＋,덴스・케레스+
"光属性ダメージ(特大)<br><span class=""text-blue"">◆エーテリアルシール消費：追加ダメージ</span>","광속성 데미지(특대)<br><span class=""text-blue"">◆에테리얼 씰 소비：추가 데미지</span>"

綺羅星,기라성
綺羅星＋,기라성+
"<div class=""prt-text-small"">ターゲットに関わらず*回単体ダメージ/自分にエーテリアルシール(*枚)</div>","<div class=""prt-text-small"">타겟에 관계없이 *회 단일 데미지 / 자신에게 에테리얼 씰(*개)</div>"

飾り穿ち星天落とし,허식을 뚫는 별하늘 떨구기
飾り穿ち星天落とし＋,허식을 뚫는 별하늘 떨구기+
"<div class=""prt-text-small"">敵全体に光属性ダメージ/攻防DOWN(累積)<span class=""text-blue"">◆エーテリアルシール消費：*回発動</span></div>","<div class=""prt-text-small"">적 전체에 광속성 데미지 / 공방 DOWN(누적)　<span class=""text-blue"">◆에테리얼 씰 소비：*회 발동</span></div>"

ハートシーカー,하트 시커
"<div class=""prt-text-small"">自分の連続攻撃確率UP/回避率UP/回避時に奥義ゲージUP(**%)<span class=""text-blue"">◆エーテリアルシール消費：効果を全体化</span></div>","<div class=""prt-text-small"">자신의 연속공격 확률 UP / 회피율 UP / 회피시 오의 게이지 UP(**%)　<span class=""text-blue"">◆에테리얼 씰 소비：효과를 전체화</span></div>"

トゥインクリング・クリスマス,트윙클링 크리스마스
敵のターゲットにされやすいが回避率UP/回避時に敵に光属性ダメージ/自分にエーテリアルシール(*枚),적에게 타겟이 되기 쉽지만 회피율 UP / 회피시 적에게 광속성 데미지 / 자신에게 에테리얼 씰(*개)

完全たる魔導弓,완전한 마도궁
エーテリアルシールを消費して光属性追撃効果,에테리얼 씰을 소비하여 광속성 추격 효과


"!뮤즈2학년(SSR,럽라콜라보)"
[μ's],[μ's]
園田海未＆高坂穂乃果＆南ことり,소노다 우미 & 코우사카 호노카 & 미나미 코토리

僕らは今のなかで,우리들은 지금 안에서
僕らは今のなかで＋,우리들은 지금 안에서+
光属性ダメージ(特大)/味方全体の光属性攻撃UP/HP回復,광속성 데미지(특대)/아군 전체의 광속성 공격UP/HP회복
ラブアローシュート！,러브 애로우 슛!
ラブアローシュート！＋,러브 애로우 슛!+
敵に魅了効果/攻防DOWN,적에게 매료효과/공방DOWN
ファイトだよっ！,파이팅이야!
ファイトだよっ！＋,파이팅이야!+
味方全体にストレングス効果,아군 전체 스트렝스 효과
笑顔を忘れちゃダメ,미소를 잃으면 안돼
味方全体に弱体効果無効(*回),아군 전체의 약화 효과 무효(*회)
START:DASH!!,START:DASH!!
自分が即座に奥義発動可能,즉시 자신의 오의 발동 가능
音ノ木坂学院2年生,오노토키자카 학원 2학년
味方全体の奥義ダメージUP,아군 전체의 오의데미지UP


"!미카즈키(SSR,도검콜라보)"
[典雅なる三日月],[우아한 초승달]
三日月宗近,미카즈키 무네치카

奥義・三日月宗近,오의・미카즈키 무네치카
奥義・三日月宗近＋,오의・미카즈키 무네치카+
光属性ダメージ(特大)/自分のダブルアタック確率UP,광속성 데미지(특대)/자신의 더블어택 확률UP
五阿弥の閃,오아미의 섬
五阿弥の閃＋,오아미의 섬+
"<div class=""prt-text-small"">敵全体に光属性ダメージ　<span class=""text-blue"">◆敵の数が少ないほどダメージUP</span></div>","<div class=""prt-text-small"">적 전체에 광속성 데미지　<span class=""text-blue"">◆적의 수가 적을수록 데미지UP</span></div>"
刃文の煌めき,칼날 무늬의 반짝임
刃文の煌めき＋,칼날 무늬의 반짝임+
味方全体のHPを回復/弱体効果を*つ回復,아군 전체의 HP를 회복/약체효과를 *개 회복
刀刃結界,칼날결계
味方全体の全属性ダメージカット(**%),아군 전체에게 모든 속성 데미지 가드(**%)
散華の境地,산화의 경지
自分のHPが少ないほど奥義ダメージが大きくUP,자신의 HP가 적을수록 오의 데미지가 크게 UP


!바우타오다(SSR)
[正義の聖騎士],[정의의 성기사]
バウタオーダ,바우타오다

ヘブンズ・リトリビューション,헤븐즈・리트리뷰션
ヘブンズ・リトリビューション＋,헤븐즈・리트리뷰션+
光属性ダメージ(特大)/追加ダメージ,광속성 데미지(특대) / 추가 데미지
ヴァリアントシールド,발리안트 실드
ヴァリアントシールド＋,발리안트 실드+
"<div class=""prt-text-small"">自分に聖盾効果　<span class=""text-blue"">◆再使用で解除/効果中は与ダメージが減少し連続攻撃も行わない</span></div>","<div class=""prt-text-small"">자신에게 성스러운 방패 효과　<span class=""text-blue"">◆재사용으로 해제 / 효과 중 가하는 데미지가 감소하고 연속공격도 발생하지 않는다</span></div>"
セイクリッドサージ,세이크리드 서지
セイクリッドサージ＋,세이크리드 서지+
敵全体に*～*倍光属性ダメージ/自分の被ダメージ無効(*回),적 전체에게 *～*배 광속성 데미지 / 자신이 받는 데미지 무효(*회)
ノーブルサクリファイス,노블 새크리파이스
味方全体の全属性ダメージカット(**%),아군 전체에게 모든 속성 데미지 컷(**%)
聖盾,성스러운 방패
"<div class=""prt-text-small"">自分の防御性能UP/敵対心UP/被ダメージ時に奥義ダメージUP/奥義ダメージ上限UP(最大Lv*)</div>","<div class=""prt-text-small"">자신의 방어성능 UP / 적대심 UP / 데미지를 받을 때 오의 데미지 UP / 오의 데미지 상한 UP(최대Lv*)</div>"
ジャンダルム,장다름
確率で被ダメージ軽減,확률로 받는 데미지 경감


"!비라(SSR,리미티드)"
[荘厳の双刃],[장엄한 쌍칼]
ヴィーラ,비라

イーリアス・ヴィジョン,이리아스・비젼
イーリアス・ヴィジョン＋,이리아스・비젼+
光属性ダメージ(特大)/ビットを全回復,광속성 데미지(특대) / 비트를 전부 회복
モード：イージスマージ,모드：이지스 머지
モード：イージスマージ＋,모드：이지스 머지+
"<div class=""prt-text-small"">自分の弱体効果を全て回復/イージスマージを発動　<span class=""text-blue"">◆毎ターンビットを消費/ビット数*で解除(最大*ターン)</span></div>","<div class=""prt-text-small"">자신의 약체효과를 전부 회복 / 이지스 머지를 발동　<span class=""text-blue"">◆매 턴 비트를 소비 / 비트 수 *로 해제(최대 *턴)</span></div>"
光の剣,빛의 검
光の剣＋,빛의 검+
敵全体に光属性ダメージ/強化効果を*つ無効化,적 전체에게 광속성 데미지 / 강화효과를 *개 무효화
ディヴァイン・ウェポン,디바인・웨폰
"<div class=""prt-text-small"">効果中必ずトリプルアタック/奥義ゲージ上昇量UP/特殊強化(光属性攻撃UP)　<span class=""text-blue"">◆イージスマージ発動中使用すると対象が全体化</span></div>","<div class=""prt-text-small"">효과 중심의 트리플 어택 / 오의 게이지 상승량 UP / 특수강화(광속성 공격 UP)　<span class=""text-blue"">◆이지스 머지 효과중 사용하면 대상을 전제화</span></div>"
プライマルビット,프라이멀 비트
"<div class=""prt-text-small"">ビットを消費してクリティカル確率UP/闇属性の敵に対して与ダメージUP　<span class=""text-blue"">◆ビットは開始時*の状態(最大*)</span></div>","<div class=""prt-text-small"">비트를 소비하여 크리티컬 확률 UP / 암속성 적에게 가하는 데미지 UP　<span class=""text-blue"">◆비트는 시작 시 *개인 상태(최대*)</span></div>"
絶対守護障壁,절대수호장벽
"<div class=""prt-text-small"">イージスマージ発動中防御**倍UP/弱体耐性UP/かばう効果(全体攻撃含む)/毎ターンHP回復</div>","<div class=""prt-text-small"">이지스 머지 발동중 방어 **배 UP / 약체내성 UP / 감싸기 효과(전체공격 포함) / 매 턴 HP 회복</div>"


"!사라(SSR,광속통상)"
[黎明の巫女],[여명의 무녀]
サラ,사라

コル・イーオン,콜・이온
コル・イーオン＋,콜・이온+
"光属性ダメージ(特大)/自分の弱体効果を全回復　<span class=""text-blue"">◆自分に弱体効果がかかっていない時、トニトルアが発動</span>","광속성 데미지(특대) / 자신의 약체효과를 전부 회복　<span class=""text-blue"">◆자신에게 약체효과가 걸려 있지 않을 때, 트니트루아가 발동</span>"
アフェクティオ,아페크티오
アフェクティオ＋,아페크티오+
味方全体に闇属性ダメージカット(**%),아군 전체에게 암속성 데미지 컷(**%)
トニトルア,트니트루아
トニトルア＋,트니트루아+
