orig,kr
世界で一番カワイイ黄金像,세계에서 제일 귀여운 황금상
ゴールドディスク,골드 디스크
トレジャー(貢献度報酬未獲得分),트레저 (공헌도 보상 미획득분)
ダマスカス骸晶(報酬未獲得分),다마스쿠스 해정 (보상 미획득분)
残り ***個,나머지 ***개
ボックスをリセットすると中身が変化します。<br>,박스를 리셋 하면 내용이 변화합니다.< br >
"・**/** **:**以降に確認した未確認バトルからは「識者の秘薬」「戦貨」を入手できなくなります。,",・*/** **:** 이후에 확인한 미확인 배틀에서는 '식자의 비약' '전화'를 입수할 수 없게 됩니다.
アルケミスト・デザイア,알케미스트 디자이어
造られしモノたち,만들어진 자들
ししょー目指して練習中！,스승을 목표로 연습중！
第*話 リゼットとミレイユ,제*화 리제트와 밀레이유
第*話 気づいた想い,제*화  깨달은 마음
第*話 造られたいのちに必要なもの,제*화 만들어진 생명에게 필요한 것
第*話 ホムンクルス,제*화 호문쿨루스
第*話 求めるもの,제*화 원하는 것
第*話 人造のいのち,제*화 인공생명
毎日の積み重ねは<br>とても大切なことよ。<br>一緒に頑張りましょう。,재료를 모으는건<br>무척 중요한 일이야.<br>함께 힘내자.



!은혼 콜라보
銀魂 少年ならジャンプの裏表紙まで...,은혼 소년이라면 점프의 뒤표지까지...
「銀魂 少年ならジャンプの裏表紙までちゃんと楽しめ」へ,「은혼 소년이라면 점프의 뒤표지까지 즐겨라」로

大人だってたまにははしゃぎたい,어른도 가끔은 신나게 놀고 싶다
名前は最後までちゃんと読め,이름은 끝까지 잘 읽어야 한다

"イベント限定エクストラクエストで手に入ります<br><br><ul class=""yellow-list"" style=""margin-left:*px;""><li>・大人だってたまにははしゃぎたい</li><li>・名前は最後までちゃんと読め</li><li>・言葉でダメなら拳で語れ</li><li>・名前は最後までちゃんと読め（マルチバトル）</li></ul>","이벤트 한정 엑스트라 퀘스트에서 획득할 수 있습니다<br><br><ul class=""yellow-list"" style=""margin-left:*px;""><li>・어른이라도 가끔은 신나게 놀고 싶다</li><li>・이름은 끝까지 잘 읽어야 한다</li><li>・말로 안되면 주먹으로 말해라</li><li>・이름은 끝까지 잘 읽어야 한다（멀티배틀）</li></ul>"
"イベント限定エクストラクエストで手に入ります<br><br><ul class=""yellow-list"" style=""margin-left:*px;""><li>・言葉でダメなら拳で語れ</li><li>・名前は最後までちゃんと読め（マルチバトル）</li></ul>","이벤트 한정 엑스트라 퀘스트에서 획득할 수 있습니다<br><br><ul class=""yellow-list"" style=""margin-left:*px;""><li>・말로 안되면 주먹으로 말해라</li><li>・이름은 끝까지 잘 읽어야 한다（멀티배틀）</li></ul>"

!은혼 콜라보 칭호

万事屋銀ちゃんとは俺達の事だ！,해결사 긴짱은 우리들이다！
獲得条件：万事屋のメダリオンを累計で***個入手,획득조건：해결사의 메달리온을 누계 ***개 획득
獲得条件<br>万事屋のメダリオンを累計で***個入手,획득조건<br>해결사의 메달리온을 누계 ***개 획득

マヨネーズが足りないんだけどォォ！,마요네즈가 부족하잖냐！
獲得条件：土方スペシャルを累計で***個入手,획득조건：히지카타 스페셜을 누계 ***개 획득
獲得条件<br>土方スペシャルを累計で***個入手,획득조건<br>히지카타 스페셜을 누계 ***개 획득

完成度高っけーなオイ,완성도 높은데 어이
獲得条件：「銀魂 少年ならジャンプの裏表紙までちゃんと楽しめ」ストーリー「別れは突然やってくる」までクリア,획득조건：「은혼 소년이라면 점프의 뒤표지까지 즐겨라」스토리 「이별은 갑작스레 찾아온다」를 클리어
獲得条件<br>「銀魂 少年ならジャンプの裏表紙までちゃんと楽しめ」ストーリー「別れは突然やってくる」までクリア,획득조건<br>「은혼 소년이라면 점프의 뒤표지까지 즐겨라」스토리<br>「이별은 갑작스레 찾아온다」를 클리어

コラボ第２弾、待ってるぜ！,"콜라보 제２탄, 기다렸다고！"
獲得条件：「銀魂 少年ならジャンプの裏表紙までちゃんと楽しめ」ストーリー後編のエンディングまでクリア,획득조건：「은혼 소년이라면 점프의 뒤표지까지 즐겨라」스토리 후편의 엔딩을 클리어
獲得条件<br>「銀魂 少年ならジャンプの裏表紙までちゃんと楽しめ」ストーリー後編のエンディングまでクリア,획득조건<br>「은혼 소년이라면 점프의 뒤표지까지 즐겨라」스토리<br>후편의 엔딩을 클리어

マダオ,완폐아
獲得条件：「銀魂 少年ならジャンプの裏表紙までちゃんと楽しめ」の難易度VERY HARD以上のエクストラクエストを合計*回クリア,획득조건：「은혼 소년이라면 점프의 뒤표지까지 즐겨라」의 난이도 VERY HARD 이상의 엑스트라 퀘스트를 합계 *회 클리어
獲得条件<br>「銀魂 少年ならジャンプの裏表紙までちゃんと楽しめ」の難易度VERY HARD以上のエクストラクエストを合計*回クリア,획득조건<br>「은혼 소년이라면 점프의 뒤표지까지 즐겨라」의 난이도 VERY HARD 이상의 엑스트라 퀘스트를 합계 *회 클리어

寺門通親衛隊,테라카도 츠우 친위대
獲得条件：「銀魂 少年ならジャンプの裏表紙までちゃんと楽しめ」の難易度VERY HARD以上のエクストラクエストを合計**回クリア,획득조건：「은혼 소년이라면 점프의 뒤표지까지 즐겨라」의 난이도 VERY HARD 이상의 엑스트라 퀘스트를 합계 **회 클리어
獲得条件<br>「銀魂 少年ならジャンプの裏表紙までちゃんと楽しめ」の難易度VERY HARD以上のエクストラクエストを合計**回クリア,획득조건<br>「은혼 소년이라면 점프의 뒤표지까지 즐겨라」의 난이도 VERY HARD 이상의 엑스트라 퀘스트를 합계 **회 클리어

攘夷四天王,양이사천왕
獲得条件：「銀魂 少年ならジャンプの裏表紙までちゃんと楽しめ」の難易度VERY HARD以上のエクストラクエストを合計***回クリア,획득조건：「은혼 소년이라면 점프의 뒤표지까지 즐겨라」의 난이도 VERY HARD 이상의 엑스트라 퀘스트를 합계 ***회 클리어
獲得条件<br>「銀魂 少年ならジャンプの裏表紙までちゃんと楽しめ」の難易度VERY HARD以上のエクストラクエストを合計***回クリア,획득조건<br>「은혼 소년이라면 점프의 뒤표지까지 즐겨라」의 난이도 VERY HARD 이상의 엑스트라 퀘스트를 합계 ***회 클리어

発情期ですかコノヤロー,발정기냐 요녀석들아
獲得条件：「銀魂 少年ならジャンプの裏表紙までちゃんと楽しめ」のエクストラクエストでネオアーム（ry(HELL)を討伐,획득조건：「은혼 소년이라면 점프의 뒤표지까지 즐겨라」의 엑스트라 퀘스트에서 네오 암（ry(HELL)을 토벌
獲得条件<br>「銀魂 少年ならジャンプの裏表紙までちゃんと楽しめ」のエクストラクエストでネオアーム（ry(HELL)を討伐,획득조건<br>「은혼 소년이라면 점프의 뒤표지까지 즐겨라」의<br>엑스트라 퀘스트에서 네오 암（ry(HELL)을 토벌

モブ顔のオッさん,단역 얼굴 아저씨
獲得条件：「銀魂 少年ならジャンプの裏表紙までちゃんと楽しめ」のエクストラクエストでネオアーム（ry(MANIAC)を討伐,획득조건：「은혼 소년이라면 점프의 뒤표지까지 즐겨라」의 엑스트라 퀘스트에서 네오 암（ry(MANIAC)을 토벌
獲得条件<br>「銀魂 少年ならジャンプの裏表紙までちゃんと楽しめ」のエクストラクエストでネオアーム（ry(MANIAC)を討伐,획득조건<br>「은혼 소년이라면 점프의 뒤표지까지 즐겨라」의<br>엑스트라 퀘스트에서 네오 암（ry(MANIAC)을 토벌









!별의 짐승의 레저넌스
星の獣のレゾナンス,별의 짐승의 레저넌스
「星の獣のレゾナンス」へ,「별의 짐승의 레저넌스」로

このイベントは、過去に開催した同名イベントの<br>復刻版です。全てのイベントストーリーは<br>ルリアノートからも読むことができます。,이 이벤트는 과거에 개최한 동명 이벤트의<br>복각판입니다. 모든 이벤트 스토리는<br>루리아 노트에서도 볼 수 있습니다
ストーリーを全てクリアすると<br>確認できるようになります。<br>,스토리를 모두 클리어하면<br>확인할 수 있습니다


ジオの力が弱まっている……！,지오의 힘이 약해지고 있다……！


名イベント開催時に<br>イベントTOPで表示されていたキャラクター、<br>台詞、音声を確認することができます。</div>

"イベントTOPにて、<br>「台詞集」が解放されました。                <div class=""txt-orange txt-caution"">台詞集では、過去の同名イベント開催時に<br>イベントTOPで表示されていたキャラクター、<br>台詞、音声を確認することができます。</div>","이벤트 TOP에서, <br>「대사집」이 해방되었습니다<div class=""txt-orange txt-caution"">대사집에서는 캐릭터, 대사, 음성을 확인할 수 있습니다</div>"

星土の結晶の採掘に挑戦,성토의 결정 채굴에 도전하자
属性岩から星土の結晶を削り出せ！,속성암에서 성토의 결정을 채굴하자！
「星土の結晶」採集,「성토의 결정」채집
古戦場跡の荒野 <span>*-*</span>,옛 고전장의 황야 <span>*-*</span>
一度クリアしたステージはスキップが可能となります。,한 번 클리어한 스테이지는 스킵 가능합니다
古戦場跡の荒野,옛 고전장의 황야
古戦場跡の荒野 *-*,옛 고전장의 황야 *-*
"<div class=""txt-stage-message"">低く、重い地鳴りのような<br>音が地面を伝わり聴こえる</div>","<div class=""txt-stage-message"">낮고、무거운 땅울림 같은<br>소리가 지면을 통해 전해진다</div>"
"<div class=""prt-frame-head""></div>	<div class=""prt-frame-main"">		<div class=""prt-division-list"">			この場所に移動します<br>							TP *** → <span class=""txt-attention"">**</span><br>				<div class=""btn-move-division"">移動する</div>					</div>	</div>	<div class=""prt-frame-foot""></div>","<div class=""prt-frame-head""></div>        <div class=""prt-frame-main"">                <div class=""prt-division-list"">                        이 장소로 이동한다<br>                                                        TP *** → <span class=""txt-attention"">**</span><br>                                <div class=""btn-move-division"">이동한다</div>                                        </div>        </div>        <div class=""prt-frame-foot""></div>"
"<div class=""prt-frame-head""></div>	<div class=""prt-frame-main"">		<div class=""prt-division-list"">			この場所に移動します<br>							TP ** → <span class=""txt-attention"">**</span><br>				<div class=""btn-move-division"">移動する</div>					</div>	</div>	<div class=""prt-frame-foot""></div>","<div class=""prt-frame-head""></div>        <div class=""prt-frame-main"">                <div class=""prt-division-list"">                        이 장소로 이동한다<br>                                                        TP ** → <span class=""txt-attention"">**</span><br>                                <div class=""btn-move-division"">이동한다</div>                                        </div>        </div>        <div class=""prt-frame-foot""></div>"
"<div class=""txt-stage-message"">視線を感じる……</div>","<div class=""txt-stage-message"">시선이 느껴진다……</div>"












Lv** バルバルを討伐,Lv** 바르바르를 토벌

決まったぜー！<br>一撃だ！,해냈다！<br>한방에 끝냈어！

星土の結晶獲得,성토의 결정 획득
"合計<span class=""txt-score-color"">**</span>個採掘しました！","합계<span class=""txt-score-color"">**</span>개 채굴했습니다！"
"合計<span class=""txt-score-color"">***</span>個採掘しました！","합계<span class=""txt-score-color"">***</span>개 채굴했습니다！"

進行状況を登録し、探索を完了しました。,"진행상황을 등록하고, 탐색을 완료했습니다"
採掘した星土の結晶,채굴한 성토의 결정
エクストラクエストをクリアし挑戦回数を増やすことで、今回の続きから探索を開始できます。,"엑스트라 퀘스트를 클리어해 도전 횟수를 늘리면, 이어서 탐색할 수 있습니다"

エクストラクエストを*回クリアすると<br>探索クエスト「古戦場跡の荒野」の<br>挑戦可能回数が*回増加します。,엑스트라 퀘스트를 *회 클리어하면<br>탐색 퀘스트「옛 고전장의 황야」의<br>도전 가능 횟수가 *회 증가합니다
エクストラクエストをクリアして<br>探索クエストに挑戦しよう！,엑스트라 퀘스트를 클리어하고<br>탐색 퀘스트에 도전하자！
"探索クエストの挑戦可能回数が増え<br><span class=""txt-num"">*</span>回になりました。","탐색 퀘스트 도전 가능 횟수가<br><span class=""txt-num"">*</span>회 증가되었습니다"
探索情報,탐색정보
古戦場跡の荒野を探索し、<br>星土の結晶を集めて報酬と交換しよう！,옛 고전장의 황야를 탐험하고<br>성토의 결정을 모아 보상과 교환하자！
