orig,kr
"<span class=""text-small"">土属性キャラの攻撃力上昇(中)/クリティカル確率上昇(中)</span>","<span class=""text-small"">토속성 캐릭터의 공격력 상승(중) / 크리티컬 확률 상승(중)</span>"

大地の羅刹,대지의 나찰
大地の克己,대지의 극기
大地の治癒,대지의 치유
大地の無双,대지의 무쌍
大地の渾身,대지의 혼신
大地の二手,대지의 이수
大地の必殺,대지의 필살
大地の庇護,대지의 비호

創樹方陣・守護,창수방진・수호
土属性ダメージ(大)/防御UP,토속성 데미지(대) / 방어 UP
竜巻の攻刃,용권의 공인
竜巻の守護,용권의 수호
竜巻の技巧,용권의 기교
風属性キャラのクリティカル確率上昇(中),풍속성 캐릭터의 크리티컬 확률 상승(중)
竜巻の二手,용권의 이수
竜巻の見切,용권의 간파
竜巻の治癒,용권의 치유
竜巻の楚歌,용권의 초가
竜巻の刹那,용권의 찰나
竜巻の克己,용권의 극기
竜巻の羅刹,용권의 나찰
風属性キャラの攻撃力上昇(中)/ダブルアタック確率-**%,풍속성 캐릭터의 공격력 상승(중) / 더블어택 확률 -**%




雷電の攻刃,뇌전의 공인
雷電の守護,뇌전의 수호
雷電の技巧,뇌전의 기교
雷電の二手,뇌전의 이수
雷電の見切,뇌전의 간파
光属性キャラ属性キャラが稀に回避カウンター(ダメージ中),광속성 캐릭터가 드물게 회피하고 카운터(데미지 중)

雷電の治癒,뇌전의 치유
雷電の背水,뇌전의 배수
雷電の刹那,뇌전의 찰나
光属性キャラの攻撃力上昇(中)/クリティカル確率上昇(中),광속성 캐릭터의 공격력 상승(중) / 크리티컬 확률 상승(중)

雷電の羅刹,뇌전의 나찰

雷電の克己,뇌전의 극기
光属性キャラのダブルアタック確率上昇(中)/クリティカル確率上昇(中),광속성 캐릭터의 더블어택 확률 상승(중) / 크리티컬 확률 상승(중)

雷電の無双,뇌전의 무쌍
雷電の進境,뇌전의 진경

憎悪の攻刃,증오의 공인
闇属性キャラの攻撃力上昇(中),암속성 캐릭터의 공격력 상승(중)

憎悪の守護,증오의 수호

憎悪の技巧,증오의 기교
闇属性キャラのクリティカル確率上昇(中),암속성 캐릭터의 크리티컬 확률 상승(중)

憎悪の二手,증오의 이수
憎悪の見切,증오의 간파
憎悪の背水,증오의 배수
憎悪の治癒,증오의 치유
憎悪の刹那,증오의 찰나
憎悪の羅刹,증오의 나찰
憎悪の克己,증오의 극기
憎悪の神威,증오의 신위
憎悪の堅守,증오의 견수
憎悪の渾身,증오의 혼신
憎悪の秘奥,증오의 비오
憎悪の恩寵,증오의 은총
憎悪の三手,증오의 삼수














水の攻刃,물의 공인
水の守護,물의 수호
水の二手,물의 이수
水の三手,물의 삼수
水の神威,물의 신위
水の背水,물의 배수
土の攻刃,땅의 공인
土の守護,땅의 수호
土の二手,땅의 이수
土の神威,땅의 신위
土の背水,땅의 배수
土の秘奥,땅의 비오
土の乱舞,땅의 난무
土の刃界,땅의 인계
土の渾身,땅의 혼신
土の堅守,땅의 견수
風の攻刃,바람의 공인
風の守護,바람의 수호
風の治癒,바람의 치유
風の技巧,바람의 기교
風属性キャラのクリティカル確率上昇(小),풍속석 캐릭터의 크리티컬 확률 상승(소)
風の見切,바람의 간파
風属性キャラが稀に回避カウンター(ダメージ小),풍속성 캐릭터가 드물게 회피 카운터(데미지 소)
風の神威,바람의 신위
風の二手,바람의 이수
風の庇護,바람의 비호
風の堅守,바람의 견수
風の秘奥,바람의 비오
風の乱舞,바람의 난무
風の克己,바람의 극기

光の攻刃,빛의 공인
光属性キャラの攻撃力上昇(小),광속성 캐릭터의 공격력 상승(소)
光の守護,빛의 수호
光の二手,빛의 이수
光の三手,빛의 삼수
光の神威,빛의 신위
光の背水,빛의 배수
光の秘奥,빛의 비오
光の庇護,빛의 비호
光の恩寵,빛의 은총
光の技巧,빛의 기교
双子天司の導きII,쌍둥이 천사의 인도II
双子天司の導きIII,쌍둥이 천사의 인도III
闇の攻刃,어둠의 공인
闇の守護,어둠의 수호

闇の技巧,어둠의 기교
闇属性キャラのクリティカル確率上昇(小),암속성 캐릭터의 크리티컬 확률 상승(소)
闇の二手,어둠의 이수
闇の三手,어둠의 삼수
闇の神威,어둠의 신위
闇の背水,어둠의 배수
闇の刹那,어둠의 찰나
闇属性キャラの攻撃力上昇(小)/クリティカル確率上昇(小),암속성 캐릭터의 공격력 상승(소) / 크리티컬 확률 상승(소)
闇の克己,어둠의 극기
闇の乱舞,어둠의 난무
砕けぬ身体,부서지지 않는 몸
堕落のすゝめII,타락의 권유II
堕落のすゝめIII,타락의 권유III
絶望の胎動,절망의 태동

スキル：機炎方陣・攻刃II,스킬：기염방진・공인II



奥義：なし,오의：없음


!무기스킬 효과
火属性キャラの攻撃力上昇(大),화속성 캐릭터의 공격력 상승(대)
火属性キャラの攻撃力上昇(大),화속성 캐릭터의 공격력 상승(대)
火属性キャラの攻撃力上昇(特大),화속성 캐릭터의 공격력 상승(특대)

火属性攻撃で弱点を突いた時、クリティカル確率上昇(大),화속성 공격으로 약점을 찔렀을 경우、크리티컬 확률 상승(대)
火属性キャラのHPが少ないほど攻撃力が上昇(大),화속성 캐릭터의 HP가 적을 수록 공격력이 상승(대)
火属性キャラのHPが低いほど防御UP,화속성 캐릭터의 HP가 낮을 수록 방어력 UP
火属性キャラの攻撃力上昇(大)/火属性キャラの最大HP-**%,화속성 캐릭터의 공격력 상승(대) / 화속성 캐릭터의 최대 HP -**%
火属性キャラが稀に回避カウンター(ダメージ大)/火属性キャラのダブルアタック確率上昇（小）,화속성 캐릭터가 가끔 회피하고 카운터(데미지 대) / 화속성 캐릭터의 더블어택 확률 상승(소)
火属性キャラのダブルアタック確率上昇(大),화속성 캐릭터의 더블어택 확률 상승(대)
火属性キャラの連続攻撃確率上昇(大),화속성 캐릭터의 연속공격 확률 상승(대)

火属性キャラの攻撃力と最大HPが上昇(大),화속성 캐릭터의 공격력과 최대 HP가 상승(대)

火属性キャラの攻撃力上昇(大),화속성 캐릭터의 공격력 상승(대)
火属性キャラの最大HP上昇(中),화속성 캐릭터의 최대 HP 상승(중)
火属性キャラの最大HP上昇(大),화속성 캐릭터의 최대 HP 상승(대)

火属性キャラの奥義ダメージUP(中)/奥義ダメージ上限上昇(中),화속성 캐릭터의 오의 데미지 UP(중) / 오의 데미지 상한 상승(중)
火属性キャラが稀に回避カウンター(ダメージ大),화속성 캐릭터가 가끔 회피하고 카운터(데미지 대)

火属性キャラのHPが少ないほど攻撃力が上昇(大),화속성 캐릭터의 HP가 적을 수록 공격력이 상승(대)
火属性キャラの攻撃力上昇(中)/弱点を突いた時クリティカル確率上昇(中),화속성 캐릭터의 공격력 상승(중) / 약점을 찔렀을 때 크리티컬 확률 상승(중)
火属性キャラの攻撃力上昇(中)/ダブルアタック確率上昇(中),화속성 캐릭터의 공격력 상승(중)/  더블어택 확률 상승(중)
火属性キャラのトリプルアタック確率上昇(小),화속성 캐릭터의 트리플어택 확률 상승(소)
得意武器が「格闘」の火属性キャラの攻撃力上昇(大),특기무기가 「격투」인 화속성 캐릭터의 공격력 상승(대)
火属性キャラの攻撃力と最大HPが上昇(大),화속성 캐릭터의 공격력과 최대 HP가 상승(대)
火属性キャラの攻撃力上昇(大)/毎ターンダメージを受ける,화속성 캐릭터의 공격력 상승(대) / 매 턴 데미지를 받는다
*番目に配置された火属性キャラの攻撃力上昇(大)/毎ターンダメージを受ける,*번째에 배치된 화속성 캐릭터의 공격력 상승(대) / 매 턴 데미지를 받는다
水属性キャラの攻撃力上昇(大),수속성 캐릭터의 공격력 상승(대)
水属性キャラの攻撃力上昇(大),수속성 캐릭터의 공격력 상승(대)
水属性キャラの攻撃力上昇(特大),수속성 캐릭터의 공격력 상승(특대)
水属性キャラの最大HP上昇(大),수속성 캐릭터의 최대 HP 상승(대)
水属性キャラの最大HP上昇(大),수속성 캐릭터의 최대 HP 상승(대)
水属性キャラのダブルアタック確率上昇(大),수속성 캐릭터의 더블어택 확률 상승(대)
水属性キャラ属性キャラが稀に回避カウンター(ダメージ大),수속성 캐릭터가 가끔 회피하고 카운터(데미지 대)
水属性キャラのHPが低いほど防御UP,수속성 캐릭터의 HP가 낮을 수록 방어력 UP
水属性キャラの攻撃力上昇(大)/水属性キャラの最大HP-**%,수속성 캐릭터의 공격력 상승(대) / 수속성 캐릭터의 최대 HP -**%
水属性キャラ属性キャラが稀に回避カウンター(ダメージ大)/水属性キャラのダブルアタック確率上昇（小）,수속성 캐릭터가 가끔 회피하고 카운터(데미지 대) / 수속성 캐릭터의 더블어택 확률 상승(소)
水属性攻撃で弱点を突いた時、クリティカル確率上昇(大),수속성 공격으로 약점을 찔렀을 경우、크리티컬 확률상승(대)
水属性キャラのHPが多いほど攻撃力が上昇(大),수속성 캐릭터의 HP가 많을 수록 공격력 상승(대)
水属性キャラの攻撃力と最大HPが上昇(大),수속성 캐릭터의 공격력과 최대 HP가 상승(대)
水属性キャラの奥義ダメージUP(大),수속성 캐릭터의 오의 데미지 UP(대)
水属性キャラの攻撃力上昇(大),수속성 캐릭터의 공격력 상승(대)
水属性キャラの最大HP上昇(大),수속성 캐릭터의 최대 HP 상승(대)
水属性攻撃で弱点を突いた時、クリティカル確率上昇(大),수속성 공격으로 약점을 찔렀을 경우、크리티컬 확률 상승(대)
水属性キャラの回復上限上昇(大),수속성 캐릭터의 회복 상한 상승(대)
水属性キャラの攻撃力と最大HPが上昇(小),수속성 캐릭터의 공격력과 최대 HP가 상승(소)
水属性キャラの攻撃力と最大HPが上昇(大),수속성 캐릭터의 공격력과 최대 HP가 상승(대)
水属性キャラのダブルアタック確率上昇(中)/弱点を突いた時クリティカル確率上昇(中),수속성 캐릭터의 더블어택 확률 상승(중) / 약점을 찔렀을 때 크리티컬 확률 상승(중)
得意武器が「杖」の水属性キャラの攻撃力上昇(大),특기무기가 「지팡이」인 수속성 캐릭터의 공격력 상승(대)
水属性キャラの攻撃力上昇(中)/トリプルアタック確率上昇(小),수속성 캐릭터의 공격력 상승(중) / 트리플어택 확률 상승(소)
水属性キャラの奥義ダメージUP(中)/奥義ダメージ上限上昇(中),수속성 캐릭터의 오의 데미지 UP(중) / 오의 데미지 상한 상승(중)
水属性キャラの攻撃力上昇(中)/クリティカル確率上昇(中),수속성 캐릭터의 공격력 상승(중) / 크리티컬 확률 상승(중)
水属性キャラのHPが少ないほど攻撃力が上昇(小),수속성 캐릭터의 HP가 적을 수록 공격력이 상승(소)

*番目に配置された水属性キャラに水属性追加ダメージ付与(LV*:*%)/奥義ゲージ上昇量**%DOWN,*번째에 배치된 수속성 캐릭터의 수속성 추가 데미지 부여 / 오의 게이지 상승량 **% DOWN
水属性攻撃で弱点を突いた時、クリティカル確率上昇(小),수속성 공격으로 약점을 찔렀을 경우、크리티컬확률상승(소)
水属性キャラの回復上限上昇(小),수속성 캐릭터의 회복 상한 상승(소)
水属性キャラの奥義ダメージUP(小),수속성 캐릭터의 오의 데미지 UP(소)
水属性キャラのHPが少ないほど防御力上昇(小),수속성 캐릭터의 HP가 적을 수록 방어력 상승(소)
水属性キャラの最大HP上昇(小)/弱体耐性UP(小),수속성 캐릭터의 최대 HP 상승(소) / 약체내성 UP(소)
水属性キャラの攻撃力上昇(中)/ダブルアタック確率上昇(中),수속성 캐릭터의 공격력 상승(중) / 더블어택 확률 상승(중)
水属性キャラの攻撃力上昇(中)/クリティカル確率上昇(中),수속성 캐릭터의 공격력 상승(중) / 크리티컬 확률 상승(중)
経過ターンに応じて水属性キャラの水属性攻撃力が上昇(中),경과된 턴에 따라 수속성 캐릭터의 수속성 공격력이 상승(중)


土属性キャラの最大HP上昇(大),토속성 캐릭터의 최대 HP 상승(대)
土属性キャラの最大HP上昇(大),토속성 캐릭터의 최대 HP 상승(대)
土属性キャラの回復上限上昇(大),토속성 캐릭터의 회복 상한 상승(대)
土属性キャラのHPが少ないほど攻撃力が上昇(大),토속성 캐릭터의 HP가 적을 수록 공격력이 상승(대)
土属性キャラのHPが低いほど防御UP,토속성 캐릭터의 HP가 낮을 수록 방어력UP
土属性キャラの攻撃力上昇(大)/土属性キャラの最大HP-**%,토속성 캐릭터의 공격력 상승(대) / 토속성 캐릭터의 최대 HP -**%
土属性キャラ属性キャラが稀に回避カウンター(ダメージ大)/土属性キャラのダブルアタック確率上昇（小）,토속성 캐릭터가 가끔 회피하고 카운터(데미지대)/토속성 캐릭터의 더블어택 확률 상승(소)
土属性キャラの奥義ダメージUP(大),토속성 캐릭터의 오의 데미지 UP(대)
土属性キャラの攻撃力上昇(大)/ダブルアタック確率上昇(大),토속성 캐릭터의 공격력 상승(대) / 더블어택 확률 상승(대)
土属性キャラの攻撃力と最大HPが上昇(大),토속성 캐릭터의 공격력과 최대 HP가 상승(대)
土属性キャラの攻撃力上昇(大),토속성 캐릭터의 공격력 상승(대)
土属性キャラのHPが少ないほど攻撃力が上昇(小),토속성 캐릭터의 HP가 적을 수록 공격력이 상승(소)
土属性キャラの攻撃力がHPが少ないほど上昇(大),토속성 캐릭터의 공격력이 HP가 적을수록 상승(대)
土属性キャラの最大HP上昇(大),토속성 캐릭터의 최대 HP 상승(대)
土属性キャラの攻撃力と最大HPが上昇(小),토속성 캐릭터의 공격력과 최대 HP가 상승(소)
土属性キャラの攻撃力と最大HPが上昇(大),토속성 캐릭터의 공격력과 최대 HP가 상승(대)
土属性キャラの攻撃力上昇（中）/ダブルアタック確率DOWN,토속성 캐릭터의 공격력 상승（中）/더블어택 확률DOWN

土属性キャラのHPが多いほど攻撃力が上昇(中),토속성 캐릭터의 HP가 많을 수록 공격력 상승(중)
土属性キャラのクリティカル確率上昇(大),토속성 캐릭터의 크리티컬 확률 상승(대)
土属性キャラが稀に回避カウンター(ダメージ小)/最大HP上昇(小),토속성 캐릭터가 가끔 회피하고 카운터(데미지소) / 최대 HP 상승(소)
土属性キャラのダブルアタック確率上昇(中)/クリティカル確率上昇(中),토속성 캐릭터의 더블어택 확률 상승(중) / 크리티컬 확률 상승(중)
*番目に配置された土属性キャラの奥義ダメージUP/敵対心UP,*번째에 배치된 토속성 캐릭터의 오의 데미지 UP / 적대심 UP
風属性キャラの攻撃力上昇(大),풍속성 캐릭터의 공격력 상승(대)
風属性キャラの攻撃力上昇(大),풍속성 캐릭터의 공격력 상승(대)
風属性キャラの攻撃力上昇(特大),풍속성 캐릭터의 공격력 상승(특대)
風属性キャラの最大HP上昇(大),풍속성 캐릭터의 최대 HP 상승(대)
風属性攻撃で弱点を突いた時、クリティカル確率上昇(大),풍속성 공격으로 약점을 찔렀을 경우、크리티컬확률상승(대)
風属性キャラのHPが少ないほど攻撃力が上昇(大),풍속성 캐릭터의 HP가 적을 수록 공격력이 상승(대)
風属性キャラのHPが低いほど防御UP,풍속성 캐릭터의 HP가 낮을 수록 방어력UP

風属性キャラ属性キャラが稀に回避カウンター(ダメージ大)/風属性キャラのダブルアタック確率上昇（小）,풍속성 캐릭터가 가끔 회피하고 카운터(데미지대)/풍속성 캐릭터의 더블어택 확률 상승(소)
風属性キャラのダブルアタック確率上昇(大),풍속성 캐릭터의 더블어택 확률 상승(대)
風属性キャラの連続攻撃確率上昇(大),풍속성 캐릭터의 연속공격 확률 상승(대)
風属性キャラの攻撃力と最大HPが上昇(大),풍속성 캐릭터의 공격력과 최대HP가 상승(대)
風属性キャラのHPが多いほど攻撃力が上昇(大),풍속성 캐릭터의 HP가 많을 수록 공격력 상승(대)
風属性キャラの奥義ダメージUP(大)/奥義ダメージ上限上昇(大),풍속성 캐릭터의 오의 데미지 UP(대) / 오의 데미지 상한 상승(대)
風属性キャラの攻撃力上昇(大),풍속성 캐릭터의 공격력 상승(대)
