orig,kr
味方を強化しつつ敵の守りを削ぎ、超ヘビー級の一撃を見舞う。攻撃タイプのジョブ。,아군을 강화하고 적의 방어를 깎아내어 초헤비급 일격을 가한다. 공격 타입의 직업

フォートレス,포트리스
巨大な盾で要塞の如く守りを固め、反撃のチャンスを作る。防御タイプのジョブ。,거대한 방패로 요새와 같은 방어력으로 반격의 기회를 만든다. 방어 타입의 직업

クレリック,클레릭
癒しの力だけでなく、強力な光の攻撃呪文で戦いを援護する。回復タイプのジョブ。,치유의 힘뿐 아니라 강력한 빛의 공격 주문으로 싸움을 지원한다. 회복 타입의 직업

ソーサラー,소서러
多彩な属性攻撃を武器に、確実に敵の弱点を狙い撃つ。攻撃タイプのジョブ。,다양한 속성 공격을 사용해 확실하게 적의 약점을 노린다. 공격 타입의 직업

レイダー,레이더


アルカナソード,아르카나 소드
状況に合わせて戦術を変え、オールマイティに味方を援護する。特殊タイプのジョブ。,상황에 맞춰 전술을 바꿔 아군을 엄호한다. 특수 타입의 작업

クンフー,쿵푸
あらゆる体術をマスターし、単身、敵へと立ち向かう。攻撃タイプのジョブ。,"모든 체술을 마스터해, 단신으로 적과 맞선다. 공격 타입의 직업"

マークスマン,명사수
アウトレンジのエキスパートで、弱体した敵への追い撃ちとなる強撃を叩きこむ。バランスタイプのジョブ。,아웃레인지의 전문가로 약해진 적을 추격해 강력한 일격을 날린다. 밸런스 타입의 직업

ミンストレル,민스트럴
美しい歌声で味方を癒し、敵の戦意を奪うことで戦局を意のままに操る。特殊タイプのジョブ。,아름다운 노랫소리로 아군을 치유하고 적의 전의를 빼앗아 싸움을 생각대로 조종한다. 특수 타입의 직업

ドラグーン,드라군
一撃必殺のタイミングを窺い、奥義発動に合わせて一気に畳み掛ける。攻撃タイプのジョブ。,"일격필살의 타이밍을 노려, 오의로 단숨에 공격한다. 공격 타입의 직업"

!클래스 3
ウェポンマスター,웨폰마스터
攻め入ることに徹底して特化し、怒濤の斬撃で敵を圧倒する。攻撃タイプのジョブ。,공격하는 것에 철저히 특화된 노도의 참격으로 적을 압도한다. 공격 타입의 직업

ホーリーセイバー,홀리세이버

ビショップ,비숍

ハーミット,허밋
アビリティを駆使した戦いを極め、強力な呪文で敵を殲滅する。攻撃タイプのジョブ。,어빌리티를 구사하는 전법을 쓰며 강력한 주문으로 적을 섬멸한다. 공격 타입의 직업

ホークアイ,호크아이
刹那の間隙に好機を見出し、トリプルアタックで勝利を掴む。バランスタイプのジョブ。,찰나의 순간 호기를 잡아 트리플 어택으로 승리를 거머쥔다. 밸런스 타입의 직업

ダークフェンサー,다크펜서
勝利のために情を捨て、非道の技を変幻自在に使いこなす。特殊タイプのジョブ。,승리를 위해 정을 버리고 무자비한 기술을 자유자재로 구사한다. 특수 타입의 직업

オーガ,오거

サイドワインダー,사이드와인더

スーパースター,슈퍼스타

ヴァルキュリア,발큐리아

グラディエーター,글래디에이터


!클래스 4
ベルセルク,베르세르크
理屈を超えた戦いの本能から繰り出される猛撃は、立ちふさがる全ての敵をなぎ払う。攻撃タイプのジョブ。,이론을 초월한 싸움의 본능으로부터 뿜어져 나오는 맹격은 막아서는 모든 적을 베어넘긴다. 공격 타입의 직업
スパルタ,스파르타
卓越した身体能力を持ち、攻守一体の戦闘技術を駆使して勝利を掴む。防御タイプのジョブ。,탁월한 신체능력을 가졌으며 공방일체의 전투술을 구사하여 승리를 쟁취한다. 방어 타입의 직업
セージ,세이지

ウォーロック,워록

義賊,의적

カオスルーダー,카오스루더

レスラー,레슬러

ハウンドドッグ,하운드독

エリュシオン,엘리시온

アプサラス,아프사라스

クリュサオル,크리사오르
黄金の鎧に身を包み、二振りの剣で華麗に敵を貫く。攻撃タイプのジョブ。,황금 갑옷을 입고 두 자루의 검으로 화려하게 적을 꿰뚫는다. 공격 타입의 직업

ランバージャック,럼버잭
森と共に歩もうとする者は、そこに生きる者たちと篤い友情を築く。バランスタイプのジョブ。,숲과 함께 걸어가려는 자는 그곳에 사는 자들과 돈독한 우정을 쌓는다. 밸런스 타입의 직업

キャバルリー,캐벌리
時には勇猛に、時には冷静に、馬上の人は常に高潔たらんとその責務を果たす。防御タイプのジョブ。,"때로는 용맹하게, 때로는 냉정하게, 말을 탄 자는 항상 고결하게 그 책무를 완수한다. 방어 타입의 직업"

モンク,몽크


ロビンフッド,로빈 후드



!EX2
アルケミスト,알케미스트
忍者,닌자
侍,사무라이
剣聖,검성
ガンスリンガー,건슬링어
賢者,현자
アサシン,어새신
ドラムマスター,드럼마스터
ダンサー,댄서
メカニック,메카닉

ドクター,닥터
魔法戦士,마법전사
剣豪,검호
ザ・グローリー,더・글로리
ソルジャー,솔저
黒猫道士,흑묘도사
トーメンター,토멘터
ライジングフォース,라이징포스
マスカレード,머스커레이드
仮面の下に秘めた情熱で今宵も静謐を湛える夜へと舞い踊る。攻撃タイプのジョブ。,가면 속에 감춘 열정으로 오늘 밤에도 평온한 밤으로 흩날리듯 춤춘다. 공격 타입의 작업

レリックバスター,렐릭 버스터




!기타
ジョブ変更確認,직업변경 확인
習得 Lv*,습득 Lv*
習得 Lv**,습득 Lv**
Lvアップボーナス合計,Lv업 보너스 합계
アビリティ詳細,어빌리티 상세
全てのアビリティ,전체 어빌리티
ダメージアビリティ,데미지 어빌리티
強化アビリティ,강화 어빌리티
弱体アビリティ,약화 어빌리티
回復アビリティ,회복 어빌리티
リミットアビリティ,리미트 어빌리티
ベースアビリティ,베이스 어빌리티
習得可能ステータス一覧,습득가능 스테이터스 목록
習得Lv*,습득 Lv*
習得Lv**,습득 Lv**
マスターボーナス,마스터 보너스
Lvアップボーナス,Lv업 보너스
EXアビリティ,EX 어빌리티
設定されていません,설정되어 있지 않습니다
アビリティを選択してください,어빌리티를 선택해주세요
編成確認,편성확인
編成で武器を確認しますか？,편성에서 무기를 확인하시겠습니까？
確認する,확인한다
JPを消費してジョブを取得しますか？,JP를 소비하여 직업을 개방하시겠습니까？

このジョブの得意武器,이 직업의 특기무기
ウェポンマスター Lv**,웨폰마스터 Lv**
ミンストレル Lv**,민스트럴 Lv**
ドラグーン Lv**,드라군 Lv**
レイダー Lv**,레이더 Lv**
剣聖 Lv**,검성 Lv**

地絶のパルヴァライズ,지절의 파르바라이즈
アースデトネーション,어스데토네이션
ディアストロフィズム,디아스트로피즘

固有アビリティ,고유 어빌리티



!Lv업 & 마스터 보너스
攻撃力+*%,공격력+*%

防御力+*%,방어력+*%
防御力+**%,방어력+**%

ダブルアタック確率+*%,더블어택 확률+*%
ダブルアタック確率+**%,더블어택 확률+**%
ダブルアタック確率+**％,더블어택 확률+**％
トリプルアタック確率+*%,트리플 어택 확률+*%

トレジャーハント成功確率+*%,트레저 헌트 성공확률+*%
弱体耐性+*%,약화 내성+*%
弱体成功率+*%,약화 성공률+*%
回復力+*%,회복력+*%
アビリティダメージ+*%,어빌리티 데미지+*%
アビリティダメージ+**%,어빌리티 데미지+**%

アビリティダメージ上限+*%,어빌리티 데미지 상한+*%

オーバードライブ抑制+*%,오버드라이브 억제+*%

メイン武器が弓の時、メイン武器の攻撃力UP+*%,메인무기가 활이면 메인무기의 공격력 UP+*%
メイン武器が剣の時、メイン武器の攻撃力UP+*%,메인무기가 검이면 메인무기의 공격력 UP+*%



スキン選択,스킨선택
スキン変更,스킨 변경
スキン変更確認,스킨변경확인
現在設定しているスキンです。<br><br>変更したいスキンを選んでください。,현재 설정된 스킨입니다.<br><br>변경하고 싶은 스킨을 선택해 주세요.
各種アビリティをそれぞれ*つ(計*つ)までセットできます,각종 어빌리티를 각각 *개(총 *개)까지 세팅할 수 있습니다
マイページやバトル中に表示される、ジョブの見た目を変更できます。,마이페이지와 배틀 중에 표시되는 직업의 외형을 변경할 수 있습니다.
JOB Lv**でこのジョブのLimit Bonusが解禁され<br>能力を強化することができます。,JOB Lv**에 이 직업의 Limit Bonus가 해금되어<br>능력을 강화할 수 있습니다.
特殊なスキンを適用しているため<br>アビリティ発動時の演出を変更できます。,특수 스킨을 적용하고 있기 때문에 <br> 어빌리티 발동 시 연출을 변경할 수 있습니다.
装備する,장비한다
ボーナス確認,보너스 확인
発動中の全ボーナス合計,발동 중인 모든 보너스 합계
ジョブチェンジに戻る,직업변경으로 돌아가기
ジョブの取得,직업획득
回復力,회복력
EXアビリティ選択,EX 어빌리티 선택
EXアビリティ解除,EX 어빌리티 해제
アビリティ演出,어빌리티 연출
ダブルアタック確率,더블어택 확률
ボーパルブレード,보팔 블레이드

バウンス,바운스
チョーク,쵸크




!파이터 스킬
ファイターのアビリティ,파이터의 어빌리티
ウェポンバースト,웨폰 버스트
レイジ,레이지
参戦者の攻撃UP(小),참전자의 공격 UP(소)
アサルトステップ,어설트 스텝
ダブルアタック確率UP,더블어택 확률 UP
攻撃力+****,공격력+****
"レイジ<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","레이지<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
"攻撃力<span class=""value"">+***</span>","공격력<span class=""value"">+***</span>"
"攻撃力<span class=""value"">+*%</span>","공격력<span class=""value"">+*%</span>"


!워리어 스킬
ウォーリアのアビリティ,워리어의 어빌리티
レイジII,레이지 II
参戦者の攻撃UP(中),참전자의 공격 UP(중)
アーマーブレイク,아머 브레이크
敵に自属性ダメージ/防御DOWN,적에게 자신의 속성 데미지 / 방어 DOWN
"レイジII<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","레이지II<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
"アーマーブレイク<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","아머 브레이크<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"


!웨폰마스터 스킬
ウェポンマスターのアビリティ,웨폰마스터의 어빌리티
ウェポンバーストII,웨폰 버스트 II
自分が即座に奥義発動可能/攻撃UP,자신이 즉시 오의 발동가능 / 공격 UP
ランページ,램페이지
自分の連続攻撃確率UP,자신의 연속공격 확률 UP
レイジIII,레이지 III
参戦者の攻撃UP(大),참전자의 공격 UP(대)
ブレイブソウル,브레이브 소울
自分にストレングス効果　★最大HPに応じて性能上昇,자신에게 스트렝스 효과　★최대 HP에 따라 성능 상승
パワーレイズ,파워 레이즈
自分のクリティカル確率UP,자신의 크리티컬 확률 UP
タフネス,터프니스
最大HPUP,최대 HP UP
"ウェポンバーストII<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","웨폰 버스트 II<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
"ランページ<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","램페이지<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
"レイジIII<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","레이지 III<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"


!베르세르크 스킬
ベルセルクのアビリティ,베르세르크의 어빌리티
ウェポンバーストIII,웨폰 버스트 III
自分が即座に奥義発動可能/攻撃UP/チェインバーストダメージUP,자신이 즉시 오의 발동가능 / 공격 UP / 체인 버스트 데미지 UP
チェインバーストのダメージが上昇した状態,체인 버스트의 데미지가 상승한 상태
レイジIV,레이지 IV
"<div class=""prt-text-small"">参戦者の攻撃UP(大)/味方全体のダメージ上限UP　<span class=""text-blue"">◆奥義ゲージを**％消費</span></div>","<div class=""prt-text-small"">참전자의 공격 UP(대) / 아군 전체의 데미지 상한 UP　<span class=""text-blue"">◆오의 게이지를 **％ 소비</span></div>"
一度に与えるダメージが一定以上に達した時、さらに大きなダメージを与えられるようになった状態,"한 번에 가하는 데미지가 일정 이상에 달했을 때,<br>더 큰 데미지를 줄 수 있는 상태"
アーマーブレイクII,아머 브레이크 II
ランページII,램페이지 II
自分の連続攻撃確率UP(大)/防御DOWN,자신의 연속공격 확률 UP(대) / 방어 DOWN
ウールヴヘジン,울프헤딘
"<div class=""prt-text-small"">効果中攻防UP/必ずトリプルアタック/自属性追撃効果/弱体効果無効/アビリティ使用不可　<span class=""text-blue"">◆奥義ゲージを***%消費</span></div>","<div class=""prt-text-small"">효과중 공방 UP / 반드시 트리플 어택 / 자신의 속성 추격 효과 / 약화 효과 무효 / 어빌리티 사용불가　<span class=""text-blue"">◆오의 게이지를 ***% 소비</span></div>"
効果中攻防UP/必ずトリプルアタック/自属性追撃効果/弱体効果無効/アビリティ使用不可(消去不可),효과중 공방 UP / 반드시 트리플 어택 / 자신의 속성 추격 효과 / 약화 효과 무효 / 어빌리티 사용불가(소거불가)
闘争本能,투쟁본능
ダブルアタック確率UP/最大HPUP,더블 어택 확률 UP / 최대 HP UP
逆襲,역습
稀にカウンター効果(回避/*回),드물게 카운터 효과(회피/*회)
剣闘士の証 ×**,검투사의 증표 ×**


!나이트 스킬
ナイトのアビリティ,나이트의 어빌리티
ファランクス,팔랑크스
参戦者の全属性ダメージカット(**%),참전자의 모든 속성 데미지 컷(**%)
ドライブバースト,드라이브 버스트
オーバードライブ時の敵に*倍自属性ダメージ,오버드라이브 상태의 적에게 *배 자신의 속성 데미지
大盾,큰 방패
確率で全属性ダメージカット(**%),확률로 모든 속성 데미지 컷(**%)
防御力+**％,방어력+**％
"ファランクス<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","팔랑크스<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
"防御力<span class=""value"">+*%</span>","방어력<span class=""value"">+*%</span>"


!포트리스 스킬
フォートレスのアビリティ,포트리스의 어빌리티
ドライブバーストII,드라이브 버스트 II
センチュリオン,센츄리온
自分の被ダメージ無効(*回)/攻撃DOWN,자신이 받는 데미지 무효(*회) / 공격 DOWN
"センチュリオン<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","센츄리온<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"


!홀리세이버 스킬
ホーリーセイバーのアビリティ,홀리세이버의 어빌리티
ファランクスII,팔랑크스 II
ドライブバーストIII,드라이브 버스트 III
かばう,감싸기
自分にかばう効果,자신에게 감싸기 효과
リフレクション,리플렉션
敵からの被ダメージの一部を反射(*回),적으로부터 받는 데미지의 일부를 반사(*회)
被ダメージをカットして反射する状態,받는 데미지를 컷하고 반사하는 상태
テストゥド,데스투드
自分の防御UP(累積),자신의 방어 UP(누적)
効果時間中、防御力が上昇した状態(累積),"효과시간 중, 방어력이 상승한 상태(누적)"
イージスブーン,이지스 분
かばう使用時全属性ダメージカット(**%)/ファランクスII使用時攻撃UP,감싸기 사용시 모든 속성 데미지 컷(**%) / 팔랑크스 II 사용시 공격 UP

!스파르타 스킬
スパルタのアビリティ,스파르타의 어빌리티
ファランクスIII,팔랑크스 III
参戦者の全属性ダメージカット(**%)/弱体耐性UP,참전자의 모든 속성 데미지 컷(**%) / 약화 내성 UP
弱体耐性が上昇した状態,약화 내성이 상승한 상태
シールドワイア,실드 와이어
敵にスロウ効果/自分の攻撃UP/防御DOWN,적에게 슬로우 효과 / 자신의 공격 UP / 방어 DOWN
ガーディアン,가디언
"自分の防御UP/敵対心UP　<span class=""text-blue"">◆奥義ゲージを**％消費</span>","자신의 방어 UP / 적대심 UP　<span class=""text-blue"">◆오의 게이지를 **％ 소비</span>"
センチュリオンII,센츄리온 II
味方単体の被ダメージ無効(*回),아군 한 명이 받는 데미지 무효(*회)
かばう使用時全属性ダメージカット(**%)/ファランクスIII使用時攻撃UP,감싸기 사용시 모든 속성 데미지 컷(**%) / 팔랑크스 III 사용시 UP
窮地への抗拒,궁지에 대한 항거
確率で全属性ダメージカット(**%)/確率でターン開始時に自分の弱体効果を*つ回復,확률로 모든 속성 데미지 컷(**%) / 확률로 턴 시작시 자신의 약화 효과를 *개 회복
守護騎士の証 ×**,수호기사의 증표 ×**


!프리스트 스킬
プリースト,프리스트
プリーストのアビリティ,프리스트의 어빌리티
ヒールオール,힐 올
参戦者のHPを回復(小),참전자의 HP를 회복(소)
オーラ,오라
参戦者の防御UP(小),참전자의 방어 UP(소)
回復力+**％,회복력+**％
"オーラ<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","오라<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
慈悲,자비
回復効果UP/回復上限UP,회복 효과 UP / 회복 상한 UP
防御力が上昇した状態,방어력이 상승한 상태
"回復力<span class=""value"">+*%</span>","회복력<span class=""value"">+*%</span>"

!클레릭 스킬
クレリックのアビリティ,클레릭의 어빌리티
クリアオール,클리어 올
参戦者の弱体効果を*つ回復,참전자의 약화 효과를 *개 회복
シャイニング,샤이닝
敵全体に光属性ダメージ(中),적 전체에게 광속성 데미지(중)

!비숍 스킬
ビショップ,비숍
ヒールオールII,힐 올 II
参戦者のHPを回復(中),참전자의 HP를 회복(중)
ディスペル,디스펠
敵の強化効果を*つ無効化,적의 강화 효과를 *개 무효화
リヴァイヴ,리바이브
味方単体を復活,아군 한 명을 부활
ベール,베일
ホワイトウォール,화이트 월
救済の光,구제의 빛
リヴァイヴの回復量UP/ターン短縮/ヒールオールII使用時攻撃UP,리바이브의 회복량 UP / 턴 단축 / 힐 올 II 사용시 공격 UP


!세이지 스킬
セージ,세이지
ヒールオールIII,힐 올 III
参戦者のHPを回復(大),참전자의 HP를 회복(대)
シャイニングII,샤이닝 II
敵全体に光属性*.*～*倍ダメージ/「ホーリースパイク」付与,적 전체에게 광속성 *.*～*배 데미지 / 「홀리 스파이크」 부여
ディスペル・シージ,디스펠 시지
敵全体の強化効果を*つ無効化,적 전체의 강화 효과를 *개 무효화
キュアーフェン,큐어 펜
味方全体の弱体効果を*つ回復/バリア効果,아군 전체의 약화 효과를 *개 회복 / 배리어 효과
希望の光,희망의 빛
回復効果UP/回復上限UP/リヴァイヴの回復量UPとターン短縮/ヒールオールIII使用時攻撃UP,회복 효과 UP / 회복 상한 UP / 리바이브의 회복량 UP 및 턴 단축 / 힐 올 III 사용시 공격 UP
不屈の説法,불굴의 설법
弱体効果「アビリティ封印」無効,약화 효과 「어빌리티 봉인」 무효
聖職者の証 ×**,성직자의 증표 ×**



!위자드 스킬
ウィザードのアビリティ,위자드의 어빌리티
エーテルブラスト,에테르 블래스트
敵に*～*倍自属性ダメージ,적에게 *～*배 자신의 속성 데미지
ファイア,파이어
敵全体に火属性ダメージ(小),적 전체에게 화속성 데미지(소)
アイス,아이스
敵全体に水属性ダメージ(小),적 전체에게 수속성 데미지(소)
精霊の加護,정령의 가호
アビリティダメージUP,어빌리티 데미지 UP
アビリティダメージ+**％,어빌리티 데미지+**％
"アビリティダメージ<span class=""value"">+*%</span>","어빌리티 데미지<span class=""value"">+*%</span>"

!소서러 스킬
ソーサラーのアビリティ,소서러의 어빌리티
ブラインド,블라인드
敵に暗闇効果,적에게 암흑 효과
"ブラインド<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","블라인드<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"

!허밋 스킬
ハーミットのアビリティ,허밋의 어빌리티
エーテルブラストII,에테르 블래스트 II
敵全体に*～*倍自属性ダメージ,적 전체에게 *～*배 자신의 속성 데미지
ヴェノム,베놈
敵に自属性ダメージ/毒効果,적에게 자신의 속성 데미지 / 독 효과
フォーカス,포커스
自分のアビリティダメージUP(*回/累積)/使用ターン防御DOWN,자신의 어빌리티 데미지 UP(*회/누적) / 사용 턴 방어 DOWN
魔力の奔流,마력의 격류
フォーカスのアビリティダメージUP/ターン短縮,포커스의 어빌리티 데미지 UP / 턴 단축
毎ターンHPが減少する状態,매 턴 HP가 감소하는 상태
"ヴェノム<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","베놈<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
"フォーカス<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","포커스<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"


!워록 스킬
エーテルブラストIII,에테르 블래스트 III
チェイサー,체이서
味方全体に自属性追撃効果,아군 전체에게 자신의 속성 추격 효과
通常攻撃時に追加ダメージが発生する状態,일반공격시 추가 데미지가 발생하는 상태
エーテルフラップ,에테르 플랩
敵にエーテルフラップ効果,적에게 에테르 플랩 효과 부여
エーテルブラストで大きなダメージを受けるようになった状態(エーテルブラストを受けると効果UP),에테르 블래스트로 큰 데미지를 받게된 상태
ブラックヘイズ,블랙헤이즈
敵全体の攻撃DOWN/防御DOWN/毒効果/暗闇効果,적 전체의 공격 DOWN / 방어 DOWN / 독 효과 / 암흑 효과
レプリケーションキャスト,레플리케이션 캐스트
"<div class=""prt-text-small"">敵全体に自属性ダメージ/味方全体の奥義ゲージUP(**%)　<span class=""text-blue"">◆パーティの得意武器「杖」のキャラの数に応じて性能UP</span></div>","<div class=""prt-text-small"">적 전체에게 자신의 속성 데미지 / 아군 전체의 오의 게이지 UP(**%)　<span class=""text-blue"">◆파티의 특기무기가 「지팡이」인 캐릭터의 수에 따라 성능 UP</span></div>"
魔導の達士,마도의 달인
アビリティダメージUP/フォーカスのアビリティダメージUP/ターン短縮,어빌리티 데미지 UP / 포커스의 어빌리티 데미지 UP / 턴 단축
摂理の彼方,섭리의 너머
アビリティダメージ上限UP,어빌리티 데미지 상한 UP

魔導士の証 ×**,마도사의 증표×**


!시프 스킬
シーフのアビリティ,시프의 어빌리티
ブレイクアサシン,브레이크 어새신
自分の攻撃大幅UP(敵ブレイク時のみ/*回),자신의 공격 대폭 UP(적이 브레이크 상태일 때/*회)
トレジャーハント,트레저 헌트
敵のアイテムドロップ率UP(*回),적의 아이템 드랍율 UP(*회)
おたから狙い,보물 사냥꾼
トレジャーハント成功確率UP/トレハンLvが高いほど攻撃UP,트레저 헌트 성공확률 UP / 트레헌 Lv이 높을수록 공격 UP
"ブレイクアサシン<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","브레이크 어새신<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
"トレジャーハント<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","트레저 헌트<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
トレジャーハント成功確率+**％,트레저 헌트 성공확률+**％
ブレイク状態の敵への攻撃力が上昇した状態,브레이크 상태의 적에게 공격력이 상승된 상태
アイテムドロップ率が上昇した状態,아이템 드랍율이 상승한 상태
"トレジャーハント成功確率<span class=""value"">+*%</span>","트레저 헌트 성공확률<span class=""value"">+*%</span>"
"オーバードライブ抑制<span class=""value"">+*%</span>","오버드라이브 억제<span class=""value"">+*%</span>"


!레이더 스킬
トレジャーハントII,트레저 헌트 II
トリックステップ,트릭스텝
敵がオーバードライブ時にモードゲージを減少,적이 오버드라이브 상태일때 모드 게이지를 감소


!호크아이 스킬
ブレイクアサシンII,브레이크 어새신 II
トレジャーハントIII,트레저 헌트 III
デッドリーエイム,데들리 에임
自分のトリプルアタック確率UP,자신의 트리플 어택 확률 UP

ブレイクキープ,브레이크 킵
敵のブレイク状態を維持  ★トレハンLvに応じて性能上昇,적의 브레이크 상태를 유지 ★트레헌 Lv에 따라 성능 상승
通常モードへ変化するのに必要なダメージが増加している状態,일반 모드로 변화하는 데 필요한 데미지가 증가한 상태
フォーススナッチ,포스 스내치
敵の強化効果を*つ無効化/効果中必ずトリプルアタック,적의 강화 효과를 *개 무효화 / 효과 중 반드시 트리플 어택
ラピッドショット,래피드 샷
デッドリーエイムのトリプルアタック確率UP/ターン短縮,데들리 에임의 트리플 어택 확률 UP / 턴 단축


!의적 스킬

ブレイクアサシンIII,브레이크 어새신 III
自分の攻撃大幅UP(敵ブレイク時のみ/*回)/クリティカル確率UP,자신의 공격 대폭 UP(적이 브레이크 상태일 때/*회) / 크리티컬 확률 UP
トレジャーハントIV,트레저 헌트 IV
"<div class=""prt-text-small"">敵に自属性ダメージ/敵のアイテムドロップ率UP(*回) <span class=""text-blue"">◆トレハンLvに応じてダメージ性能UP</span></div>","<div class=""prt-text-small"">적에게 자신의 속성 데미지 / 적의 아이템 드랍율 UP(*회) <span class=""text-blue"">◆트레헌 Lv에 따라 데미지 성능 UP</span></div>"
ホワイトスモーク,화이트 스모크
ルピフリップ,루피 플립
"敵に無属性ダメージ  <span class=""text-blue"">◆ルピを消費</span>,","적에게 무속성 데미지  <span class=""text-blue"">◆루피를 소비</span>,"
楼門五三桐,누문오삼동
"<div class=""prt-text-small"">敵全体に強襲効果/トレハンLvに応じて味方全体に自属性追撃効果(最大**%)</div>","<div class=""prt-text-small"">적 전체에게 강습 효과 / 트레헌 Lv에 따라 아군 전체에게 자신의 속성 추격 효과(최대 **%)</div>"
ブレイク状態の敵に対して発動する効果を受ける状態,브레이크 상태의 적에게 발동하는 효과가 발동되는 상태
トレジャーエイム,트레저 에임
トレジャーハント成功確率UP/トレハンLvが高いほど攻撃UP/ルピ獲得量UP,트레저 헌트 성공확률 UP / 트레헌 Lv이 높을수록 공격 UP / 루피 획득량 UP
盗賊の証 ×**,도적의 증표 ×**



!인핸서 스킬
エンハンサーのアビリティ,인핸서의 어빌리티
ディレイ,딜레이
敵に自属性ダメージ/スロウ効果,적에게 자신의 속성 데미지 / 슬로우 효과
エレメンタルフォース,엘레멘탈 포스
参戦者のアビリティダメージUP(小),참전자의 어빌리티 데미지 UP(소)
サボタージ,사보타주
弱体成功率UP,약화 성공률 UP
"エレメンタルフォース<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","엘레멘탈 포스<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
弱体成功率+**％,약화 성공률+**％
アビリティダメージが上昇した状態,어빌리티 데미지가 상승한 상태
"弱体成功率<span class=""value"">+*%</span>","약화 성공률<span class=""value"">+*%</span>"
"弱体耐性<span class=""value"">+*%</span>","약화 내성<span class=""value"">+*%</span>"

