Language,SceneCode,Type,Name,Origin,Korean
Japanese,"scene_cp8_q1_s20,812",detail,라캄,居たぜ!<br>さっきのうさんくせぇ野郎だ!<br>俺達も負けてらんねぇぞ!,있다구! 조금전의 우산쿠레에자식이다!<br>우리도 질 순 없지!
Japanese,"scene_cp8_q1_s20,812",detail,이오,<span class='scene-font-4'>師匠ーッ!</span><br><span class='scene-font-4'>ねぇどこなの!?</span><br><span class='scene-font-4'>ここに居るの!?</span>,<span class='scene-font-4'>스승님!<br>야 어디야!?여기에 있어!?</span>
Japanese,"scene_cp8_q1_s20,812",detail,비,[플레이어]!<br>イオに付いててやれ!<br>ひとりじゃ危なっかしいぜ!,[플레이어]!<br>이오를 따라 해라!<br>혼자는 위험해!
Japanese,"scene_cp8_q1_s20,812",detail,마물,<span class='scene-font-4'>グオオー!</span>,<span class='scene-font-4'>응오!</span>
Japanese,"scene_cp8_q1_s20,812",detail,카타리나,正念場だな! 援護は任せろ!<br>ここは私がしかと守る!,중대국면이네! 원호는 맡겨!여긴 내가 잘 지킬게!
Japanese,"scene_cp8_q2_s10,821",synopsis,,"地下工場を進むにつれ,ルリアが感じる力は徐々に大きくなっていく。ドランク,スツルムとも再び遭遇し状況が混迷を極める中,イオは古いドラフの骨を見つける。","지하 공장을 나아가는 것에 따라, 루리아가 느끼는 힘은 서서히 커져 간다.드렁크, 스툴름과도 다시 조우해 상황이 혼란스러운 가운데 이오는 낡은 드라프의 뼈를 찾아낸다."
Japanese,"scene_cp8_q2_s10,821",detail,카타리나,<span class='scene-font-5'>せいっ!</span>,<span class='scene-font-5'>쉿!</span>
Japanese,"scene_cp8_q2_s10,821",detail,드랑크,"おーっ! 君達かぁ!<br>助かったよ!<br>せんきゅ～,せんきゅ～!","오! 너희들이구나!<br><br>센큐~, 센큐~!"
Japanese,"scene_cp8_q2_s10,821",detail,카타리나,"き,貴様っ!<br>貴様を援護したのではないっ!","키, 네놈! <br> 네놈을 원호한게 아냐!"
Japanese,"scene_cp8_q2_s10,821",detail,비,姐さん!<br>あいつのペースに<br>のせられてる場合じゃねぇぞ!,누나!<br>저녀석 페이스에<br>실릴 때가 아니야!
Japanese,"scene_cp8_q2_s10,821",detail,카타리나,すまん! 気を付ける!,미안! 조심할게!
Japanese,"scene_cp8_q2_s10,821",detail,이오,師匠……どこにいるの?,스승님…… 어디 있는 거야?
Japanese,"scene_cp8_q2_s10,821",detail,이오,<span class='scene-font-5'>……ひっ!</span>,<span class='scene-font-5'>……피!</span>
Japanese,"scene_cp8_q2_s10,821",detail,라캄,これはドラフの……骨か?,이건 드라프의... 뼈인가?
Japanese,"scene_cp8_q2_s10,821",detail,이오,"まさか……師匠?<br>違う,よね……?","설마...스승님?<br>아니야,그쵸?"
Japanese,"scene_cp8_q2_s10,821",detail,카타리나,"安心しろ,イオ。<br>これは相当古い。<br>風化してボロボロじゃないか。","안심해, 이오.<br>이건 상당히 낡았어.<br>풍화해서 너덜너덜하잖아."
Japanese,"scene_cp8_q2_s10,821",detail,이오,"あ,ああ,うん……<br>…………","아, 아아, 응……<br>......"
Japanese,"scene_cp8_q2_s10,821",detail,이오,見ればわかる! 知ってたし!,보면 알아! 알고 있었고!
Japanese,"scene_cp8_q2_s10,821",detail,비,<span class='scene-font-spword'>星の民</span>がいた頃に<br>ここで働かされてたんじゃねーかな?,<span class='scene-font-spword> 별의 백성</span>이 있을 무렵에<br>여기서 일하지 않았을까?
Japanese,"scene_cp8_q2_s10,821",detail,이오,"ドラフは力強く,器用だから……<br>目を付けられちゃったのかな……","드라프는 힘차고, 금손이니까……<br>찍혀버린걸까……"
Japanese,"scene_cp8_q2_s10,821",detail,카타리나,大公に会おう。<br>これも彼が<br>説明してくれるかもしれない。,대공을 만나자.<br>이것도 그가<br>설명해줄지도 모른다.
Japanese,"scene_cp8_q2_s20,822",synopsis,,地下工場の最奥に脈動する大きな力を感じるルリア。その巨大さに<span>[플레이어]</span>一行は戦慄する。,지하 공장의 깊은 곳에서 맥동하는 큰 힘을 느끼는 루리아. 그 거대함에 <span>[플레이어]</span> 일행은 전율한다.
Japanese,"scene_cp8_q2_s20,822",detail,루리아,"あの,大きなモノから<br>脈動する力を……感じる。","저, 큰 물건으로부터<br>맥동하는 힘을……느낀다."
Japanese,"scene_cp8_q2_s20,822",detail,라캄,"チッ……<br>悪い予感,的中か。","칙…<br>나쁜 예감, 적중인가."
Japanese,"scene_cp8_q2_s20,822",detail,카타리나,"ルリア,星晶獣なのか?","루리아, 별정수야?"
Japanese,"scene_cp8_q2_s20,822",detail,루리아,……解らない。<br>なんだろ? これ……,……모르겠어.<br>뭐지? 이거……
Japanese,"scene_cp8_q2_s20,822",detail,루리아,この子……<br>声が聞こえない……?,얘……<br>소리가 안 들려……?
Japanese,"scene_cp8_q2_s20,822",detail,이오,師匠はいったい<br>何を作ってるの……?,스승님은 도대체<br>무엇을 만들고 있는거야……?
Japanese,"scene_cp8_q3_s10,831",synopsis,,"地下工場最深部,<span>[플레이어]</span>一行と行動を共にするイオは,ついに師匠である大公との再会を果たす。しかし,必死に呼びかけるイオにかけられたのは冷たい決意の言葉だった。","지하공장 최심부 <span> [플레이어] </span> 일행과 행동을 같이 하는 이오는 마침내 스승인 대공과 재회를 한다.그러나, 필사적으로 호소하는 이오에게 건네진 것은 차가운 결의의 말이었다."
Japanese,"scene_cp8_q3_s10,831",detail,라캄,よし!<br>もうデカブツは目の前だ!,좋아!<br>벌써 엄청나게 큰 것은 눈앞이야!
Japanese,"scene_cp8_q3_s10,831",detail,카타리나,ラカム!<br>あくまで大公の保護が目的だ。<br>忘れるな!,라캄!<br>어디까지나 대공의 보호가 목적이다.<br>잊지마!
Japanese,"scene_cp8_q3_s10,831",detail,비,あの二人組も姿が見えねーぜ!<br>引っかき回すだけ回して<br>消えやがった……気を付けろ!,저 2인조도 모습이 보이지 않는다고!<br>뒤집을 만큼 돌려<br>사라졌다……조심해라!
Japanese,"scene_cp8_q3_s10,831",detail,이오,"師匠……会える,よね?<br>そこに……いるんだよね?","스승……만날 수 있다, 그렇지? <br> 거기에…… 있는거지?"
Japanese,"scene_cp8_q3_s10,831",detail,루리아,"イオちゃん,大丈夫です。<br>きっとうまくいく……ううん,<br>[플레이어]がうまくしてくれます!","이오짱 괜찮아요.<br>틀림없이 잘될거야……아니,<br>[플레이어]가 잘해줍니다!"
Japanese,"scene_cp8_q3_s10,831",detail,???,――――,――――
Japanese,"scene_cp8_q3_s10,831",detail,라캄,――これは……鉄の巨人か?,이건 철의 거인인가?
Japanese,"scene_cp8_q3_s10,831",detail,카타리나,"ル,ルリア……答えてくれ……<br>これは星晶獣なのか……?","루, 루리아……대답해줘……<br>이건 별정수인가……?"
Japanese,"scene_cp8_q3_s10,831",detail,루리아,これって……,이건……
Japanese,"scene_cp8_q3_s10,831",detail,비,なんつー大きさだ!<br>さすがに星晶獣だろ!?,크기만 몇 개야!<br>역시 성정수잖아!?
Japanese,"scene_cp8_q3_s10,831",detail,이오,師匠!<br>ここに居るの!?<br><span class='scene-font-4'>師匠ぉーッ!</span>,스승님!<br>여기에 있어?!<br><span class='scene-font-4'>스승님!</span>
Japanese,"scene_cp8_q3_s10,831",detail,자카 대공,……とうとうここまで来おったか。<br>この馬鹿弟子が……,……드디어 여기까지 왔군.<br>이 바보 제자가……
Japanese,"scene_cp8_q3_s10,831",detail,이오,……師匠! 何してるの!?<br>もう帰ろう! あたしと一緒に!!,……스승님! 뭐하는 거야!?<br>이제 돌아가자! 나와함께!!
Japanese,"scene_cp8_q3_s10,831",detail,자카 대공,"イオ……<br>ここまで来たならお前も見たろう,<br>打ち捨てられた古の同胞の骸を。","이오……<br>여기까지 왔다면 너도 보았겠지,<br>버려진 옛 동포의 해체를."
Japanese,"scene_cp8_q3_s10,831",detail,이오,道端に落ちていたドラフ族の骨……,길가에 떨어져 있던 드래프족의 뼈……
Japanese,"scene_cp8_q3_s10,831",detail,자카 대공,"あれはな,覇空戦争の折<br><span class='scene-font-spword'>星の民</span>に奴隷にされた<br>我が同胞達よ。","저것은 말이야, 패공전쟁의 시기<br><spanclass='scene-font-spword>별의 백성</span>에 노예가 된<br>우리 동포들이여."
Japanese,"scene_cp8_q3_s10,831",detail,자카 대공,"<span class='scene-font-spword'>星の民</span>はここで星晶獣を作っておった。<br>今日のドラフの職人は,<br>ここの技術を盗んだドラフ達が起こりよ。",<span class='scene-font-spword> 별의 백성</span>은 이곳에서 성정수를 만들고 있었다.<br>오늘의 드라프의 장인은 <br> 이곳의 기술을 훔친 드라프들이 일어나라.
Japanese,"scene_cp8_q3_s10,831",detail,이오,…………,…………
Japanese,"scene_cp8_q3_s10,831",detail,자카 대공,"そして,この鉄の巨人は<br>反旗を翻し工場を占拠した,<br>古の我が同胞達が残した夢なのだ。","그리고, 이 철의 거인은 <br>반기를 들고 공장을 점거한,<br>고의 우리 동포들이 남긴 꿈이다."
Japanese,"scene_cp8_q3_s10,831",detail,자카 대공,"コロッサス……<br>虐げられし彼らが独自に開発した,<br>鋼鉄の星晶獣よ!",콜로서스……<br>학대받는 그들이 독자적으로 개발한 <br>강철의 성정수여!
Japanese,"scene_cp8_q3_s10,831",detail,자카 대공,わしはこれを完成させる!<br>命を吹き込む!<br>如何なる犠牲を払おうともな!,난 이걸 완성할거야!<br>목숨을 불어넣어!<br>무슨 희생을 치르든!
Japanese,"scene_cp8_q3_s10,831",detail,이오,師匠……,스승……
Japanese,"scene_cp8_q3_s10,831",detail,자카 대공,"話は終わりだ。<br>これ以上は進むな。<br>ここから先はお前とて,容赦はせぬぞ。",이야기는 끝이다.<br.여기서부터는 너라고해도 용서하지않을거야
Japanese,"scene_cp8_q3_s20,832",synopsis,,"師匠に拒絶され打ちひしがれるイオにルリアは,自分が感じた大公の心を語る。イオは再び大公と正面から対峙し,大公自身を倒してでも連れ帰ることを決意する。","스승에게 거절당해 절망하는 이오에게 루리아는, 자신이 느낀 대공의 마음을 말한다.이오는 다시 대공과 정면으로 맞서 대공 자신을 쓰러뜨려서라도 데려올 것을 결심한다."
Japanese,"scene_cp8_q3_s20,832",detail,이오,師匠……<br>なんであんなこと……<br>まるであたしのことも見えてなかった。,스승...<br>왜 저런 것....<br> 마치 나도 보이지 않았다.
Japanese,"scene_cp8_q3_s20,832",detail,이오,"直接語りかければきっと……<br>きっと師匠に声が届くと思ったのに……<br>あたし,どうすればいいの……?","직접 말하면 분명...<br>분명히 스승에게 목소리가 갈거라고 생각했는데...<br>나, 어떻게 하면 좋을까...?"
Japanese,"scene_cp8_q3_s20,832",detail,루리아,"……やっと聞こえました,イオちゃん。","……겨우 들렸습니다, 이오짱."
Japanese,"scene_cp8_q3_s20,832",detail,이오,え?,엥?
Japanese,"scene_cp8_q3_s20,832",detail,루리아,"あの巨人さんは泣いてるんです……<br>悲しいことのために,<br>長い眠りから醒まされて……",저 거인씨는 울고 있습니다....<br>슬픈 일 때문에 <br>긴 잠에서 깨어나고.......
Japanese,"scene_cp8_q3_s20,832",detail,루리아,でも大公様の心も泣いてる……<br>だから助けよう……みんなを!<br>私も[플레이어]も手伝うから!,하지만 대공님의 마음도 울고있어...<br>그러니까 돕자...모두를!<br>나도 [플레이어]도 도와줄게!
Japanese,"scene_cp8_q3_s20,832",detail,,"<span class='scene-font-katari'>暗く,深い地の底。</span><br><span class='scene-font-katari'>再び大公の前に姿を現したイオは,</span><br><span class='scene-font-katari'>その正面に対峙した。</span>","<span class='scene-font-katari'>어둡고, 깊은 땅의 밑바닥.<br>다시 대공의 앞에 모습을 드러낸 이오는,<br>그 정면에 대치했다.</span>"
Japanese,"scene_cp8_q3_s20,832",detail,자카 대공,"イオ,なんのつもりだ?<br>お前まで,わしから<br>これを奪いに来たのか?","이오, 무슨 생각이야?<br>너마저 나한테 <br>이걸 뺏으러 온거니?"
Japanese,"scene_cp8_q3_s20,832",detail,이오,"……師匠,もうおはようの時間だよ。","……스승님, 이제 좋은 아침의 시간이야."
Japanese,"scene_cp8_q3_s20,832",detail,자카 대공,なんじゃと?,뭐냐고?
Japanese,"scene_cp8_q3_s20,832",detail,이오,"悪い夢はもうお終い……<br>ねぇ,もうやめよう?<br><span class='scene-font-spword'>星の民</span>はもういないんだよ?","나쁜 꿈은 그만....<br>야, 이제 그만둘래?<br><span class='scene-font-spword> 별의 백성</span>은 이제 없다고?"
Japanese,"scene_cp8_q3_s20,832",detail,자카 대공,"……これは悲願なのじゃよ。<br>無念に命を落としていった,<br>同胞達の夢なのじゃ。",……이건 비원이야.억울하게 목숨을 잃고 간 동포들의 꿈이야.
Japanese,"scene_cp8_q3_s20,832",detail,이오,"だったら……<br>……そんな悪夢,ぶっ壊す!","그렇다면....<br>....그런 악몽, 때려 부순다!"
Japanese,"scene_cp8_q3_s20,832",detail,이오,"師匠!<br>今日,あたしは貴方を超えてみせるよ!<br>師匠を縛り付ける悪夢を砕いて。","스승님!<br>오늘, 나는 너를 넘어서야겠어!<br>스승을 묶어두는 악몽을 깨뜨려."
Japanese,"scene_cp8_q3_s20,832",detail,이오,そして師匠を……<br>悲しい歴史から解放してみせる!!,그리고 스승을....<br>슬픈 역사로부터 해방시키고야 말겠다!!
Japanese,"scene_cp8_q4_s10,841",synopsis,,"追い詰められた大公は,古のドラフの悲願,星晶獣コロッサスを起動させる。狂気にとり憑かれた大公を前に,<span>[플레이어]</span>一行は大公の目を醒ますべく,鉄の巨人と相対する。",궁지에 몰린 대공은 옛 드래프의 비원 성정수 콜로사스를 띄운다.광기에 홀린 대공을 앞에 두고 <span> [플레이어] </span> 일행은 대공의 눈을 깨우기 위해 철의 거인을 상대한다.
Japanese,"scene_cp8_q4_s10,841",detail,자카 대공,わしの夢が……負けるのか?<br>わしの夢は……叶わぬというのか?,내 꿈이... 지는 건가?<br> 내 꿈은……. 이루어질 수 없다는 건가?
Japanese,"scene_cp8_q4_s10,841",detail,이오,"……師匠,もう諦めて。<br>あれは悪い夢だったんだよ……","……스승님, 이제 포기해.<br>그건 나쁜 꿈이었어……"
Japanese,"scene_cp8_q4_s10,841",detail,자카 대공,"わしの夢,古の同胞の悲願,<br>あの芸術品のような<br>技術の至高が砕かれるだと!?","나의 꿈, 옛 동포들의 비원, <br> 저 예술품 같은 <br> 기술의 지고가 부서진다고!?"
Japanese,"scene_cp8_q4_s10,841",detail,이오,<span class='scene-font-4'>師匠っ!</span>,<span class='scene-font-4'>스승님!</span>
Japanese,"scene_cp8_q4_s10,841",detail,자카 대공,<span class='scene-font-4'>嫌じゃ!!</span>,<span class='scene-font-4'>싫어!!</span>
Japanese,"scene_cp8_q4_s10,841",detail,자카 대공,認めるものか……!<br>わしは果たさねばならんのだ……<br>わしの……同胞達の悲願をな!!,인정할수없어....!<br>나는 완수하지않으면 안돼....<br>나의.... 동포들의 비원을 말야!!
Japanese,"scene_cp8_q4_s10,841",detail,카타리나,この振動は! まさか……,이 진동은! 설마……
Japanese,"scene_cp8_q4_s10,841",detail,콜로서스,――……<br>…………!,-- …… < br > ………… !
Japanese,"scene_cp8_q4_s10,841",detail,비,大公のやつ!<br>鉄の巨人を起動させやがった!,대공 녀석!<br>철의 거인을 기동시켜버렸다!
Japanese,"scene_cp8_q4_s10,841",detail,자카 대공,"……おお,おうおう,<br>目覚めたか,巨人よ!","……오오, 오우, <br> 깨어났나, 거인이여!"
Japanese,"scene_cp8_q4_s10,841",detail,이오,師匠! 師匠! よく見てよ!<br>招かれざる時代に醒まされた<br>あの禍々しさを! 悲しさを!,스승님! 스승님! 잘봐줘!<br>불청받지 못한 시대에 깨워진<br>그 불길함을! 슬픔을!
Japanese,"scene_cp8_q4_s10,841",detail,이오,"古の同胞が求めた巨人は,<br>こんなに悲しい姿だったの!?<br>違うよね!? ねぇ!!",옛 동포가 구한 거인은 <br> 이렇게 슬픈 모습이었어!?<br>아니지!? 야!!
Japanese,"scene_cp8_q4_s10,841",detail,자카 대공,"……ふふ,ふふふ!!<br>巨人よ,誰もお前を止められん。<br><span class='scene-font-4'>はぁっはぁっはははははは!</span>","……후후후후!!<br>거인이여, 아무도 너를 말릴 수 없으리라!<br><span class='scene-font-4>하핫하하하하하"
Japanese,"scene_cp8_q4_s10,841",detail,이오,師匠……,스승……
Japanese,"scene_cp8_q4_s10,841",detail,카타리나,"イオ……<br>こうなった以上,もう手はない。","이오……<br>이렇게 된 이상, 이미 손은 없다."
Japanese,"scene_cp8_q4_s10,841",detail,카타리나,"あの鉄の巨人を倒そう……<br>そして,大公の目を醒まさせるんだ。","저 철의 거인을 쓰러뜨리자……<br>그리고, 대공의 눈을 뜨게 한다."
Japanese,"scene_cp8_q4_s10,841",detail,자카 대공,"貴様らにも,帝国にも<br><span class='scene-font-4'>この巨人には指一本ふれさせぬ!</span>","너희에게도, 제국에게도<br><spanclass='scene-font-4>이 거인에게는 손가락 하나 대지 못하게 하겠다!</span>"
Japanese,"scene_cp8_q4_s10,841",detail,비,"大丈夫だぜ,イオ!<br>[플레이어]も,みんなもついてる!<br>負ける理由が見当たらねーぜ!","괜찮아, 이오!<br>[플레이어]도, 모두 붙어있어!<br>질 이유를 찾을 수 없어!"
Japanese,"scene_cp8_q4_s20,842",synopsis,,"イオは,自らが教えてもらった魔法の心意気を大公に語りかける。そして,大公の笑顔を取り戻すため,例え悲願であろうともコロッサスを倒すことを宣言する。","이오는, 스스로가 배운 마법의 마음가짐을 대공에게 이야기한다.그리고, 대공의 웃는 얼굴을 되찾기 위해, 비록 비원일지라도 코로사스를 꺾을 것을 선언한다."
Japanese,"scene_cp8_q4_s20,842",detail,비,あと一息だ!<br>残りは巨人の本体だけだぜ!,이제 한 고비만 더 하면 돼! <br> 남은 것은 거인의 본체 뿐이야!
Japanese,"scene_cp8_q4_s20,842",detail,이오,"ねぇ,師匠……<br>師匠は教えてくれたよね,<br>魔法は笑顔のためにあるって。","저기, 스승...<br> 스승은 가르쳐 주었지,<br>마법은 웃는 얼굴을 위해 있다고."
Japanese,"scene_cp8_q4_s20,842",detail,자카 대공,…………,…………
Japanese,"scene_cp8_q4_s20,842",detail,이오,"師匠の夢かもしれない……<br>古の悲願かもしれない……<br>だけど……倒すよ,あの巨人を。","스승의 꿈일지도 몰라……<br>옛날의 비원일지도 몰라……<br>이지만……넘어뜨릴거야, 저 거인을."
Japanese,"scene_cp8_q4_s20,842",detail,자카 대공,……それがお前の答えか。,……그것이 너의 대답인가.
Japanese,"scene_cp8_q4_s20,842",detail,이오,"うん……だって師匠笑ってないんだもん。<br>ごめんね,師匠……<br>でも,あたしは……師匠の弟子だから。","응……왜냐하면 스승님 웃지 않잖아.미안해, 스승...<br>그래도, 난...스승의 제자니까."
Japanese,"scene_cp8_q4_s20,842",detail,이오,師匠に教えてもらったから……<br>師匠が教えてくれたから……<br>だから……今度はあたしの番なんだ!!,스승이 가르쳐 주셨으니까....<br>스승이 가르쳐 주셨으니까....<br>이니까....이번에는 내 차례야!!
Japanese,"scene_cp8_q4_s20,842",detail,이오,"見ててよ師匠……笑わせてあげる。<br>師匠仕込みの最強に最高な魔法で,<br>あたしは貴方の笑顔を取り戻す!!",두고봐 스승님....웃겨드린다.<br> 스승 가르침의 최강에 최고의 마법으로 <br> 나는 당신의 웃는 얼굴을 되찾는다!!
Japanese,"scene_cp8_q4_s20,842",detail,루리아,"<span class='scene-font-kokoro'>（イオちゃん,頑張って……）</span>","<span class='scene-font-kokoro'>(이오짱, 힘내……)</span>"
Japanese,"scene_cp8_q4_s20,842",detail,드랑크,"ふふ,どうです?<br>彼ら,良い仕事するでしょ～!","후후 어때요?<br>그들, 좋은 일 하잖아~!"
Japanese,"scene_cp8_q4_s20,842",detail,흑기사,悪くないな……<br>ルリアも相当揺れているようだ。,나쁘지 않은데……<br>루리아도 상당히 흔들리고 있는 것 같다.
Japanese,"scene_cp8_q4_s20,842",detail,흑기사,"だが,まだ足りない……<br>まだ彼女には遠いのだ……<br>彼女を取り返すには,まだ……","하지만, 아직 부족하다……<br>아직 그녀에게는 멀었다……<br>그녀를 되찾으려면 , 아직……"
Japanese,"scene_cp8_q4_s30,843",synopsis,,"自分を取り戻した大公は,イオを新たな旅へと優しく送り出す。そして大公の聞いた話を元に,<span>[플레이어]</span>一行は<span class='scene-font-place'>アウギュステ列島</span>を次なる目的地に空を進む。",자신을 되찾은 대공은 이오를 새로운 여행으로 부드럽게 보낸다.그리고 대공이 들은 말에 따라 <span>[플레이어]</span>일행은 <spanclass='scene-font-place>아우귀스테열도</span>를 다음 목적지로 삼아 하늘로 나아간다.
Japanese,"scene_cp8_q4_s30,843",detail,카타리나,やったか……!?,해냈어?!
Japanese,"scene_cp8_q4_s30,843",detail,자카 대공,"……あ,ああぁ,<br>崩れてしまう,わしの夢が……<br>わしの巨人が……","……아, 아아,<br>무너져 버리는, 내 꿈이…<br>내 거인이……."
Japanese,"scene_cp8_q4_s30,843",detail,이오,師匠……<br>……!?,스승……<br>……?!
Japanese,"scene_cp8_q4_s30,843",detail,이오,<span class='scene-font-5'>師匠! 危ない!</span>,<span class='scene-font-5'>사부님! 위험해!</span>
Japanese,"scene_cp8_q4_s30,843",detail,자카 대공,"な,なんじゃ……?<br>きょ,巨人が……わしを守ったのか?<br>もう動かぬはずでは……","뭐, 어째서……?<br> 쿄, 거인이…… 나를 지켰나?<br> 더 이상 움직이지 않을 것 같은데……"
Japanese,"scene_cp8_q4_s30,843",detail,이오,"はぁ,はぁ,はぁ……","하아, 하아, 하아……"
Japanese,"scene_cp8_q4_s30,843",detail,,"<span class='scene-font-katari'>砕けたはずの巨人はイオの声に応え,</span><br><span class='scene-font-katari'>最後に,ザカ大公を庇って倒れた。</span>",<span class='scene-font-katari> 부서졌을 거인은 이오의 목소리에 응하여 </span><br><span class='scene-font-katari> 마지막으로 자카 대공을 감싸고 쓰러졌다.</span>
Japanese,"scene_cp8_q4_s30,843",detail,흑기사,"――まぁ,こんなものか。<br>しかし,面白いモノが見られた。",뭐 이런 건가.하지만 재미있는 것을 볼 수 있었다.
Japanese,"scene_cp8_q4_s30,843",detail,흑기사,"ザカ大公,それに免じて<br>あなたの帝国への不義は不問としよう。","자카 대공, 그에 비추어 <br> 당신의 제국에 대한 불의는 불문라고 하자."
Japanese,"scene_cp8_q4_s30,843",detail,흑기사,"……ルリア。<br>そしてその主[플레이어]よ,<br>再会を楽しみにしている。","루리아.<br>그리고 그 주인[플레이어]여,<br>재회를 기대하고 있어."
Japanese,"scene_cp8_q4_s30,843",detail,???,……たのしみ。,...기대.
Japanese,"scene_cp8_q4_s30,843",detail,드랑크,それじゃあ!<br>今日はここまで～っと!<br>アディオ～ス♪,그럼!<br>오늘은 여기까지~!<br>아디오~스♪
Japanese,"scene_cp8_q4_s30,843",detail,슈투름,勝負は……次まで預ける。,승부는 ……다음까지 맡긴다.
Japanese,"scene_cp8_q4_s30,843",detail,라캄,あ! おい! 待ちやがれ!<br>どこへ逃げる気だ!,아! 야! 기다려라! 어디로 도망가냐!
Japanese,"scene_cp8_q4_s30,843",detail,카타리나,ラカム! 放っておけ!<br>いまは大公の保護が先だ!,라캄! 내버려둬! <br> 지금은 대공의 보호가 먼저다!
Japanese,"scene_cp8_q4_s30,843",detail,,"<span class='scene-font-katari'>騒動の後,大公は三日三晩眠り続け</span><br><span class='scene-font-katari'>イオはその間,離れず看病した。</span>",<span class='scene-font-katari> 소동 후 대공은 사흘 밤을 꼬박 자고 </span><br><span class='scene-font-katari> 이오는 그 동안 떠나지 않고 병구완하였다.</span>
Japanese,"scene_cp8_q4_s30,843",detail,,<span class='scene-font-katari'>目覚めたザカ大公は</span><br><span class='scene-font-katari'>見違えるように</span><br><span class='scene-font-katari'>穏やかな笑みを浮かべていた。</span>,<span class='scene-font-katari'>눈을 뜬 자카 대공은 <br> 몰라보게 <br> 온화한 미소를 짓고 있었다.</span>
Japanese,"scene_cp8_q4_s30,843",detail,자카 대공,此度は弟子共々<br>大変な迷惑をかけた。<br>……申し訳ない。,이번에는 제자 모두<br>큰 폐를 끼쳤다.<br>…죄송하다.
Japanese,"scene_cp8_q4_s30,843",detail,자카 대공,"わしは,いったい<br>何をやっておったのじゃろうな……","나는, 도대체<br>무슨 짓을 하고 있었던걸까……"
Japanese,"scene_cp8_q4_s30,843",detail,루리아,"大公様の気持ちは<br>巨人に通じていました。<br>だから,最後に……","대공님의 마음은 <br> 거인과 통했습니다.<br>그러니까, 마지막에……"
Japanese,"scene_cp8_q4_s30,843",detail,이오,"そうだよ,師匠!<br>それで十分だよ。","맞아, 사부님! <br> 그거면 충분해."
Japanese,"scene_cp8_q4_s30,843",detail,자카 대공,"……そうか,そうなのか。<br>ふふっ。","……그런가, 그런가.<br>후훗."
Japanese,"scene_cp8_q4_s30,843",detail,루리아,"イオちゃん,<br>お師匠様が戻って,良かったね。",이오야!<br>스승님이 돌아오셔서 다행이네~
Japanese,"scene_cp8_q4_s30,843",detail,이오,"ルリア,[플레이어]<br>本当にありがとう……うっううっ。","루리아, [플레이어] <br> 정말 고마워…… 으윽"
Japanese,"scene_cp8_q4_s30,843",detail,비,やれやれ。<br>最後まで泣き虫だったなぁ。,맙소사.<br>끝까지 울보였네.
