orig,kr
"<div class=""prt-text-small"">みんな、おうえんしてねー！　<span class=""text-blue"">◆味方から回復や強化アビリティを受けるとエネルギーボールが*つ回復</span></div>","<div class=""prt-text-small"">다들 응원해줘！　<span class=""text-blue"">◆아군에게 회복이나 강화 어빌리티를 받을경우 에너지볼이*개회복</span></div>"


"!그림니르(SSR,리미티드)"
[踊り狂う暴風],[미쳐 날뛰는 폭풍]
グリームニル,그림니르

神聖破邪晄,신성파사황
神聖破邪晄＋,신성파사황＋
風属性ダメージ(特大)/ラストストーム・テンペストの強化効果を*ターン延長,풍송성 데미지(특대)/라스트 스톰 템페스트의 강화 효과를 *턴 연장
エターナルストリーム,이터널 스트림
エターナルストリーム＋,이터널 스트림＋
"<div class=""prt-text-small"">風属性キャラにバリア効果/弱体効果無効(*回)/ディスペルガード効果(*回)<br><span class=""text-blue"">◆*回発動で幻影効果(*回)/ブロック効果追加</span></div>","<div class=""prt-text-small"">풍속성 캐릭터에게 배리어 효과/약체효과 무효(*회)/디스펠 가드 효과(*회)<br><span class=""text-blue"">◆*회 발동 시 환영효과(*회)/블록 효과 추가</span></div>"
ラストストーム・テンペスト,라스트 스톰 템페스트
ラストストーム・テンペスト＋,라스트 스톰 템페스트＋
"<div class=""prt-text-small"">自分の通常攻撃が単体化/ステータス大幅UP<span class=""text-blue"">　◆軍神Lvに応じて性能UP/*回発動で味方全体に攻撃UP(*回)追加</span></div>","<div class=""prt-text-small"">자신의 일반공격이 단일화/스테이터스 대폭 UP<span class=""text-blue"">　◆군신Lv에 따라 성능 UP/*회 발동 시 아군 전체에게 공격 UP(*회)추가</span></div>"
天翔･神聖断滅破,천상・신성단멸파
天翔・神聖断滅破,천상・신성단멸파
"<div class=""prt-text-small"">紅方の力を我が物とし、奥義の一片と化せ！<br>(敵に*回風属性ダメージ/敵のCTを*つ吸収して奥義ゲージUP/奥義性能UP(*回)だぞ！)</div>","<div class=""prt-text-small"">홍방의 힘을 내것으로 삼아, 오의의 한조각이 되어라!<br>(적에게 *회 풍속성 데미지/적의 CT을 *개 흡수하여 오의 게이지 UP/오의 성능 UP(*회)라구!)</div>"
俺の腕が疼いているんだ,내 팔이 욱신거린다
"<div class=""prt-text-small"">敵全体に通常攻撃/奥義使用時と強化アビリティ使用時に軍神Lvが*上昇(最大*)　<span class=""text-blue"">◆軍神Lvに応じて攻撃UP/奥義ゲージ上昇量UP</span></div>","<div class=""prt-text-small"">적 전체에게 일반공격/오의 사용 시와 강화 어빌리티 사용 시에 군신 Lv이*상승(최대 *)　<span class=""text-blue"">◆군신 Lv에 따라 공격 UP/오의 게이지 상승량 UP</span></div>"
踊り狂う暴風,미쳐 날뛰는 폭풍
味方全体の強化効果「風属性攻撃UP」の効果UP,아군 전체의 강화효과「풍속성 공격 UP」의 효과 UP


"!그림니르(SSR,발렌타인)"
[甘味を捧ぐ暴風],[단 것을 바치는 폭풍]
グリームニル,그림니르

天佑神助晄,천우신조황
天佑神助晄＋,천우신조황＋
味方全体にバリア効果/風属性キャラのクリティカル確率UP/会心効果/自分の颶風Lvが*上昇,아군 전체에게 배리어 효과/바람속성 캐릭터의 크리티컬 확률 UP/회심 효과/자신의 구풍Lv이* 상승
燦煌閃,찬황섬
燦煌閃＋,찬황섬＋
ターゲットに関わらず*回風属性ダメージ/颶風Lvが*上昇(最大**),타겟에 무관하게*회 바람속성 데미지/구풍Lv이*상승(최대**)
ディバインテンペスト,디바인 템페스트
ディバインテンペスト＋,디바인 템페스트＋
"<div class=""prt-text-small"">ターゲットに関わらず**回風属性ダメージ/敵全体に攻撃DOWN/連続攻撃確率DOWN/暴威の嵐効果　<span class=""text-blue"">◆颶風Lvを*消費</span></div>","<div class=""prt-text-small"">타겟에 관계없이 **회 풍속성 데미지/적 전체에게 공격 DOWN/연속공격확률 DOWN/맹위의 폭풍 효과　<span class=""text-blue"">◆구풍 Lv을 *소비</span></div>"
輝羅・神聖滅闇晄,휘라・신성멸암황
"<div class=""prt-text-small"">我が右腕が戒めより解放されし時……天は震え！大地は刻まれ！！数多の邪悪が潰えるだろう！！！　<span class=""text-blue"">◆颶風Lvを**消費</span></div>","<div class=""prt-text-small"">내 오른팔이 금제에서 해방될 때…… 하늘은 떨고! 대지는 파이며!! 무수한 사악함이 사라지리라!!!　<span class=""text-blue"">◆구풍 Lv을 **소비</span></div>"
バレンタインとか興味無いかな～,발렌타인 같은 건 관심 없는데~
必ずトリプルアタックするが奥義ゲージが溜まりにくい/通常攻撃*回毎にランダムターゲットで*ヒットする,반드시 트리플 어택하지만 오의 게이지가 잘 차지 않는다/일반공격*회 시마다 랜덤 타겟에 *히트한다
興味が無いなんて嘘でした！,관심없다는 건 거짓말이었어요!
味方全体でターゲット中の敵に**回以上の攻撃を与えたターンの終了時、颶風Lvが*上昇,"아군 전체가 타겟 중인 적에게 **회 이상의 공격을 한 턴 종료 시, 구풍 Lv이*상승"


!네사왈필리(SSR)
[夜明けの鷲王],[새벽녘의 독수리왕]
ネツァワルピリ,네사왈필리
好奇心の王さま,호기심많은 임금님
鷲王の秘密,독수리왕의 비밀
飛べない鷲,날지못하는 매
導きの宛て,인도의 종착점

ソル・ルプトゥラ,솔・루프투라
風属性ダメージ(特大)/奥義ゲージUP(**%),풍속성 데미지(특대) / 오의 게이지 UP(**%)
覇装の構え,패장의 자세
自分の攻撃UP(大)/防御DOWN,자신의 공격UP(대)/방어DOWN
一伐の構え,일벌의 자세
自分の攻撃大幅UP(鷹の目状態の敵のみ/*回),자신의 공격 대폭UP(적이 매의눈 상태일때/*회)
烈飛の構え,열비의 자세
効果中必ずトリプルアタック,효과중 반드시 트리플어택
翼の王者,날개의 패자
鷹の目状態の敵から受けるダメージを軽減/トリプルアタック発動時に敵に風属性ダメージ/鷹の目を付与,매의눈 상태의 적에게서 받는 데미지가 경감/트리플어택 발동시 적에게 풍속성데미지/매의눈을 부여


"!니오(SSR,십천중)"
[十天衆],[십천중]
ニオ,니오
,니오
ヴィンタガータン・スヴァーラ,빈타가탄・스바라
"<span class=""prt-text-small"">風属性ダメージ(特大)/敵全体に風属性ダメージ/魅了効果/ニオの特殊強化の効果延長</span>","<span class=""prt-text-small"">풍속성 데미지(특대) / 적 전체에 풍속성 데미지 / 매료 효과 / 니오의 특수강화 효과 연장</span>"
ニンアナンナ,닌아난나
ニンアナンナ＋,닌아난나+
敵全体に昏睡効果,적 전체에 혼수효과
クオリア,쿠오리아
クオリア＋,쿠오리아+
クオリア＋＋,쿠오리아++
"<div class=""prt-text-small"">味方全体のダブルアタック確率UP(大)/攻防UP/風属性キャラを特殊強化(攻撃UP/連続攻撃確率UP)</div>","<div class=""prt-text-small"">아군 전체 더블어택 확률 UP(대) / 공방 UP / 풍속성 캐릭터 특수강화(공격UP / 연속공격 확률 UP)</div>"
デファンデュ,데팡듀
デファンデュ＋,데팡듀+
敵全体に調律効果/味方全体のクリティカル確率UP/バリア効果,적 전체에 운율효과/아군전체 크리티컬 확률 UP/배리어 효과
九界の繁栄,구계의 번영
"<div class=""prt-text-small"">味方全体のトリプルアタック確率UP/風属性追撃効果　<span class=""text-blue"">◆再使用不可</span></div>","<div class=""prt-text-small"">아군 전체 트리플어택확률UP/풍속성 추격 효과 <span class=""text-blue"">◆재사용 불가</span></div>"
繊細の魔奏者,섬세의 마주자
味方全体のアビリティ命中確率UP/調律状態の敵から受ける被ダメージを**%軽減,아군 전체의 어빌리티 명중률UP/운율 효과인 적에게 받는 데미지 **% 경감
惑乱の旋律,혹란의 선율
土属性の敵に対して与ダメージUP,토속성 적에게 입히는 데미지UP


"!란슬롯(SSR,풍속통상)"
[俊秀の義剣士],[빼어나고 의로운 검사]
ランスロット,란슬롯

アイト・フリューゲル,아이트 프류겔
アイト・フリューゲル＋,아이트 프류겔＋
風属性ダメージ(特大)/自分に風属性追撃効果,풍속성 데미지(특대) / 자신에게 풍속성 추격 효과
ブレードインパルス,블레이드 임펄스
ブレードインパルス＋,블레이드 임펄스＋
敵に風属性ダメージ/アビリティダメージUP(累積),적에게 풍속성 데미지/어빌리티 데미지 UP(누적)
トゥルブレンツ,터뷸런츠
トゥルブレンツ＋,터뷸런츠＋
"<div class=""prt-text-small"">敵全体に風属性ダメージ/防御DOWN(累積)/ダブルアタック確率DOWN</div>","<div class=""prt-text-small"">적 전체에게 풍속성 데미지/방어 DOWN(누적)/더블어택 확률 DOWN</div>"
リッターオルデン,리터오든
味方全体の連続攻撃確率UP/風属性追撃効果,아군 전체의 연속공격확률 UP / 풍속성 추격 효과
護国の双剣,호국의 쌍검
土属性の敵に対して与ダメージUP,토속성 적에게 가하는 데미지 UP
白竜騎士団団長,백룡기사단 단장
追撃効果が付与されている時、奥義性能UP,"추격 효과가 부여되어 있을 때, 오의 성능 UP"


!레나(SSR)
[花創の術師],[꽃을 피우는 주술사]
レナ,레나

ル・アンフェー・デ・フルール,르・앙페・데・플뢰르
風属性ダメージ(特大)/魔生花効果,풍속성 데미지(특대)/마생화 효과
ミストラルブーケ,미스트랄 부케
ミストラルブーケ＋,미스트랄 부케＋
敵全体に風属性ダメージ/毒効果,적 전체에게 풍속성 데미지/독 효과
ルネサンス,르네상스
ルネサンス＋,르네상스＋
ルネサンス＋＋,르네상스＋＋
味方全体のHPを回復/弱体効果を*つ回復/活性効果,아군 전체의 HP를 회복 / 약화 효과를 *개 회복 / 활성 효과
エスポワール,에스포와르
味方全体の弱体効果を*つ回復,아군 전체의 약화 효과를 *개 회복
ヌ・ムブリエ・パ,누・므블리에・파
味方単体を復活,아군 하나를 부활
魔生花の楔,마생화의 쐐기
弱体耐性UP,약체내성 UP
寄生木,기생목
敵が毒状態の時にHP吸収効果,적이 독 상태일 때 HP 흡수 효과


"!로제타(SSR,리미티드)"
[蒼麗の薔薇],[창려의 장미]
ロゼッタ,로제타

エンドレス・ローズ,엔드리스 로즈
エンドレス・ローズ＋,엔드리스 로즈＋
風属性ダメージ(特大)/味方全体の弱体成功率UP,풍속성 데미지(특대)/아군 전체의 약체성공률 UP
薔薇の結界,장미의 결계
薔薇の結界＋,장미의 결계＋
"<div class=""prt-text-small"">結界を展開/再使用で結界を解放し味方全体に強化効果<span class=""text-blue"">◆結界密度に応じて毎ターン奥義ゲージを消費</span></div>","<div class=""prt-text-small"">결계를 전개/재사용하여 결계를 해방하고 아군 전체에게 강화 효과<span class=""text-blue"">◆결계 밀도에 따라 매 턴 오의 게이지를 소비</span></div>"
アイアン・メイデン,아이언 메이든
アイアン・メイデン＋,아이언 메이든＋
敵全体に風属性ダメージ/味方全体に与ダメージ上昇効果,적 전체에게 풍속성 데미지/아군 전체에게 가하는 데미지 상승 효과
イムルイル,임루일
味方の奥義ゲージを吸収して自分の奥義ゲージに変換,아군의 오의 게이지를 흡수하여 자신의 오의 게이지로 변환
薔薇の女王,장미의 여왕
薔薇の結界展開中に敵対心UP/反射/再生/攻撃力DOWNの効果を得る,장미의 결계 전개 중에 적대심 UP/반사/재생/공격력 DOWN의 효과를 얻는다


"!리바이(SSR,진격거콜라보)"
[人類最強と讃えられる、調査兵団兵士長],"[인류 최강으로 칭송받는, 조사병단병사장]"
リヴァイ,리바이

クリンゲンヴィルベル,클링겐빌벨
クリンゲンヴィルベル＋,클링겐빌벨+
"風属性ダメージ(特大)　<span class=""text-blue"">◆ブレード数に応じてダメージUP</span>","풍속성 피해(특대) <spanclass=""text-blue"">◆블레이드 수에 따른 피해 UP</span>"
カルペ・ディエム,카르페・디엠
カルペ・ディエム＋,카르페・디엠+
"ブレードを交換する　<span class=""text-blue"">◆奥義ゲージを**%消費</span>","블레이드를 교체한다 <spanclass=""text-blue"">◆오의 게이지 **% 소비</span>"
カイネ・グナーデ,카이네・그나데
カイネ・グナーデ＋,카이네・그나데+
"敵に風属性ダメージ/暗闇効果<span class=""text-blue"">◆ブレードを*消費</span>","적에게 풍속성 데미지 / 암흑 효과<spanclass=""text-blue"">◆블레이드를*소비</span>"
リーゼンヤークト,리젠야쿠토
"自分の攻撃大幅UP(*回)　<span class=""text-blue"">◆攻撃後にブレードを全て消費</span>","자신의 공격 대폭 UP(*회) <spanclass=""text-blue"">◆공격 후 블레이드 모두 소비</span>"
スナップブレード,스냅 블레이드
"*ターン毎にブレードを交換する/ただしブレードがないとき攻撃不能/回避率DOWN　<span class=""text-blue"">◆ブレードは通常攻撃ごとに*消費</span>","*턴마다 블레이드를 교체한다/단 블레이드가 없을 때 공격 불능/회피율 DOWN <spanclass=""text-blue"">◆블레이드는 일반공격마다 *소비</span>"
立体機動装置,입체기동장치
防御力が低いが必ずトリプルアタック/回避率大幅UP,방어력이 낮지만 트리플 어택/회피율 대폭 UP


"!리샤(SSR,리미티드)"
[蒼導の剣],[창도의 검]
リーシャ,리샤

トワイライトソード,트와일라잇 소드
トワイライトソード＋,트와일라잇 소드＋
風属性ダメージ(特大)/強化効果を*つ無効化,풍속성 데미지(특대) / 강화 효과를 *개 무효화
ソニックアウト,소닉 아웃
ソニックアウト＋,소닉 아웃＋
敵に風属性ダメージ/白翼の加護Lvが*上昇(最大*),적에게 풍속성 데미지 / 백익의 가호 Lv이 *상승 (최대 *)
ファーストエイド,퍼스트에이드
ファーストエイド＋,퍼스트에이드＋
"<div class=""prt-text-small"">味方単体のHPを回復/弱体効果を*つ回復/対象が瀕死の場合にバリア効果</div>","<div class=""prt-text-small"">아군 하나의 HP를 회복 / 약화 효과를 *개 회복 / 대상이 빈사일 경우 배리어 효과</div>"
ブレイブコマンド,브레이브 커맨드
号令を発令する/再使用で号令を解除/解除した号令に応じて効果発動,호령을 발령한다 / 재사용하여 호령을 해제 / 해제한 호령에 따라 효과 발동
秩序の騎空団団長代理,질서의 기공단 단장대리
"<div class=""prt-text-small"">白翼の加護Lvに応じて味方全体の攻防UP/アビリティダメージ性能UP/アビリティ命中率UP/回復性能UP</div>","<div class=""prt-text-small"">백익의 가호 Lv에 따라 아군 전체의 공방 UP / 어빌리티 데미지 성능 UP / 어빌리티 명중률 UP / 회복 성능 UP</div>"
サンライズソード,선라이즈 소드
"<div class=""prt-text-small"">味方がアビリティを使用すると空暁の刃Lvが上昇　<span class=""text-blue"">◆Lv*の時に味方がアビリティを使用すると敵全体に風属性ダメージ/号令Lvが上昇/空暁の刃Lvリセット</span></div>","<div class=""prt-text-small"">아군이 어빌리티를 사용하면 새벽하늘의 칼날 Lv이 상승　<span class=""text-blue"">◆Lv*일 때 아군이 어빌리티를 사용하면 적 전체에게 풍속성 데미지 / 호령 Lv이 상승 / 새벽하늘의 칼날 Lv 리셋</span></div>"


!메릿사벨(SSR)
[髪長姫],[길다란 머리카락 공주]
メリッサベル,메릿사벨

五月乱髪,흩날리는 머리칼
五月乱髪＋,흩날리는 머리칼＋
風属性ダメージ(特大)/自分のアビリティ再使用間隔を*ターン短縮,풍속성 데미지(특대) / 자신의 어빌리티 재사용 간격을 *턴 단축
コンティニュウム,컨티뉴엄
コンティニュウム＋,컨티뉴엄＋
"<div class=""prt-text-small"">自分が即座に奥義発動可能/クリティカル確率UP　<span class=""text-blue"">◆最大HPの**%を消費</span></div>","<div class=""prt-text-small"">자신이 즉시 오의 발동가능/크리티컬 확률 UP　<span class=""text-blue"">◆최대 HP의 **%를 소비</span></div>"
ライトセイヴィアー,라이트 세이비어
ライトセイヴィアー＋,라이트 세이비어＋
"<div class=""prt-text-small"">ターゲットに関わらず*回単体ダメージ<span class=""text-blue"">◆使用する度に攻撃回数UP(最大**回)</span></div>","<div class=""prt-text-small"">타겟에 무관하게 *회 단일 데미지<span class=""text-blue"">◆사용할 때마다 공격 횟수 UP(최대**회)</span></div>"
レフトセイヴィアー,레프트 세이비어
"<div class=""prt-text-small"">ターゲットに関わらず*回単体ダメージ　<span class=""text-blue"">◆使用する度に攻撃回数UP(最大**回)</span></div>","<div class=""prt-text-small"">타겟에 무관하게 *회 단일 데미지　<span class=""text-blue"">◆사용할 때마다 공격 횟수 UP(최대 **회)</span></div>"
自動迎撃毛刃,자동 요격 칼날
残りHPが少ないほどカウンター確率UP/アビリティダメージ上限UP,남은 HP가 적을수록 카운터 확률 UP / 어빌리티 데미지 상한 UP
黄金の艶めき,황금의 반짝임
被ダメージ時に稀にアビリティ再使用間隔を*ターン短縮/ダメージアビリティの使用回数に応じて攻撃UP(最大**回),데미지를 입었을 때 어빌리티 재사용 간격을 *턴 단축/데미지 어빌리티의 사용 횟수에 따라 공격 UP(최대 **회)


"!메테라(SSR,풍속통상)"
[天稟の射手],[천품의 사수]
メーテラ,메테라
人騒がせな密航者,소란피우는 밀항자
気まぐれなメーテラ,변덕스러운 메테라
不機嫌なメーテラ,기분이 언짢은 메테라

ラピッドパルパーション,래피드 펄페이션
風属性ダメージ(特大)/自分にエーテリアルシャフトを付与,풍속성 데미지(특대)/자신에게 에테리얼 샤프트 부여
飾り穿ち,핀포인트샷
"敵に風属性ダメージ/魅了効果<br><span class=""text-blue"">◆エーテリアルシャフト消費：*回発動</span>","적에게 풍속성 데미지/매료효과<br><span class=""text-blue"">◆에테리얼 샤프트 소비：*회발동</span>"
綺羅星,기라성
"<div class=""prt-text-small"">ターゲットに関わらず*回単体ダメージ/敵全体に攻撃DOWN(累積)<br><span class=""text-blue"">◆エーテリアルシャフト消費：*回発動</span></div>","<div class=""prt-text-small"">타겟에 관계없이 *회 단일데미지/적 전체의 공격DOWN(누적)<br><span class=""text-blue"">◆에테리얼 샤프트 소비：*회발동</span></div>"
隼落とし,매 떨구기
"敵に風属性ダメージ/スロウ効果<br><span class=""text-blue"">◆エーテリアルシャフト消費：*回発動</span>","적에게 풍속성 데미지/슬로우 효과<br><span class=""text-blue"">◆에테리얼 샤프트 소비：*회발동</span>"
天才肌,천부적인 자질
弱体状態の敵に対して攻撃UP,약체상태의 적에게 공격UP


"!모니카(SSR,아카룸)"
[蒼天の剣閃],[창천의 검섬]
モニカ,모니카

旋風紫電烈光斬,선풍 자전열광참
旋風紫電烈光斬＋,선풍 자전열광참＋
風属性ダメージ(特大)/自分のアビリティ再使用間隔を*ターン短縮,풍속성 데미지(특대)/자신의 어비릴티 재사용 간격을 *턴 단축
鎖撃電閃,쇄격전섬
鎖撃電閃＋,쇄격전섬＋
敵に*回風属性ダメージ/自分の回避率UP/敵対心大幅UP,적에게 *회 풍속성 데미지/자신의 회피율 UP/적대심 대폭 UP
紫電一閃,자전일섬
紫電一閃＋,자전일섬＋
敵全体に風属性ダメージ/防御DOWN(累積)/紫電Lvが*上昇,적 전체에게 풍속성 데미지/방어 DOWN(누적)/자전 Lv이 *상승
秩序の風,질서의 바람
"<div class=""prt-text-small"">敵の全ての攻撃を回避/かばう効果　<span class=""text-blue"">◆回避時に味方全体の奥義ゲージUP(**％)</span></div>","<div class=""prt-text-small"">적의 모든 공격을 회피/감싸기 효과　<span class=""text-blue"">◆회피 시 아군 전체의 오의 게이지 UP(**％)</span></div>"
ヴィントシュナイデン,빈트 슈나이든
自分の回避率UP/回避時に紫電一閃を発動,자신의 회피율 UP/회피 시에 자전일섬을 발동
第四騎空艇団船団長補佐,제4기공정단 선단장보좌
紫電Lvに応じて攻撃UP/連続攻撃確率UP/アビリティダメージUP/アビリティダメージ上限UP(最大*),자전 Lv에 따라 공격 UP/연속 공격 확률 UP/어빌리티 데미지 UP/어빌리티 데미지 상한 UP(최대 *)


"!모니카(SSR,리미티드)"
[自由なる剣閃],[자유로운 검섬]
モニカ,모니카

旋風雷閃撃鎖斬,선풍 뇌섬격쇄참
旋風雷閃撃鎖斬＋,선풍 뇌섬격쇄참＋
風属性ダメージ(特大)/紫電の閃きが発動,풍속성 데미지(특대)/자전의 번뜩임이 발동
覇旋雷閃,패선뇌섬
覇旋雷閃＋,패선뇌섬＋
"<div class=""prt-text-small"">敵に風属性ダメージ/自分に弱点属性追撃効果<br><span class=""text-blue"">◆使用回数に応じて追撃効果の性能UP(最大*回)</span></div>","<div class=""prt-text-small"">적에게 풍속성 데미지/자신에게 약점속성 추격 효과<br><span class=""text-blue"">◆사용 횟수에 따라 추격 효과의 성능 UP(최대 *회)</span></div>"
エアスト・ヒルフェ,에어스트 힐페
エアスト・ヒルフェ＋,에어스트 힐페＋
"<div class=""prt-text-small"">味方全体のHPを回復/弱体効果を*つ回復<br><span class=""text-blue"">◆使用回数に応じて回復性能UP(最大*回)</span></div>","<div class=""prt-text-small"">아군 전체의 HP를 회복/약체 효과를 *개 회복<br><span class=""text-blue"">◆사용 횟수에 따라 회복 성능 UP(최대 *회)</span></div>"
白翼の風,백익의 바람
"<div class=""prt-text-small"">風属性キャラのクリティカル確率UP<br><span class=""text-blue"">◆*回発動で会心効果/*回発動でダメージ上限UP追加</span></div>","<div class=""prt-text-small"">풍속성 캐릭터의 크리티컬 확률 UP<br><span class=""text-blue"">◆*회 발동하여 회심 효과/*회 발동하여 데미지 상한 UP 추가</span></div>"
雷瞬閃,뇌순섬
"<div class=""prt-text-small"">敵の強化効果を*つ無効化<br><span class=""text-blue"">◆*回発動でスロウ効果/*回発動で麻痺効果追加</span></div>","<div class=""prt-text-small"">적 강화 효과를 *개 무효화<br><span class=""text-blue"">◆*회 발동하4여 슬로우 효과/*회 발동하여 마비 효과 추가</span></div>"
ブリッツシュヴェルト,블리츠 슈베르트
"<div class=""prt-text-small"">回避率UP/回避時に紫電の閃きが発動<br><span class=""text-blue"">◆敵全体に風属性ダメージ/攻防DOWN(累積)/自分の奥義ゲージUP(**%)</span></div>","<div class=""prt-text-small"">회피율 UP/회피 시에 자전의 번뜩임이 발동<br><span class=""text-blue"">◆적 전체에게 풍속성 데미지/공방 DOWN(누적)/자신의 오의 게이지 UP(**%)</span></div>"
スカイコマンド,스카이 커맨드
アビリティを使用したターンの間、必ずトリプルアタック/敵対心UP/回避率UP,어빌리티를 사용한 턴 중 반드시 트리플 어택/적대심 UP/회피율 UP


"!뮤온(SSR,크리스마스)"
[聖夜の流星],[성야의 유성]
ミュオン,뮤온

ホーリーナイト・ソニック,홀리 나이트 소닉
ホーリーナイト・ソニック＋,홀리 나이트 소닉＋
風属性ダメージ(特大)/流星Lvが*上昇(最大*),풍속성 데미지(특대)/유성 Lv이 *상승(최대 *)
ボディ・ブレイクダウンII,보디 브레이크 다운II
ボディ・ブレイクダウンII＋,보디 브레이크 다운II＋
敵に*回風属性ダメージ/防御DOWN/風属性防御DOWN/弱体耐性DOWN,적에게 *회 풍속성 데미지/공방 DOWN/풍속성 방어 DOWN/약체 내성 DOWN
ミラージュダイブ,미라지 다이브
ミラージュダイブ＋,미라지 다이브＋
敵の全ての攻撃を回避(*回)/ターン経過なしで通常攻撃を実行,적의 모든 공격을 회피(*회)/턴 경과 없이 일반공격을 실행
ナイトロバースト,나이트 로버스트
"ナイトロバースト状態に移行<br><span class=""text-blue"">◆流星Lvを*消費</span>","나이트 로버스트 상태로 이행<br><span class=""text-blue"">◆유성 Lv을 *소비</span>"
ビヨンド・ザ・スピード,비욘드 더 스피드
"<div class=""prt-text-small"">通常攻撃の与ダメージ大幅UP/奥義性能UP/回避率UP/通常攻撃後に敵全体に風属性ダメージを与え自分の奥義ゲージUP(**%)</div>","<div class=""prt-text-small"">일반공격으로 가하는 데미지 대폭 UP/오의 성능 UP/회피율 UP/일반공격 후에 적 전체에게 풍속성 데미지를 주고 자신의 오의 게이지 UP(**%)</div>"
ナイトロ・リミッター,나이트로 리미터
"<div class=""prt-text-small"">連続攻撃が発生しない　<span class=""text-blue"">◆ナイトロバースト状態中、自分が必ずトリプルアタック/クリティカル確率UP/アビリティダメージ性能UP/弱体無効</span></div>","<div class=""prt-text-small"">연속공격이 발생하지 않는다　<span class=""text-blue"">◆나이트로 리미터 상태 중, 자신이 반드시 트리플 어택/크리티컬 확률 UP/어빌리티 데미지 성능 UP/약체 무효</span></div>"


"!뮤즈1학년(SSR,럽라콜라보)"
[μ's],[μ's]
星空 凛＆小泉花陽＆西木野真姫,호시조라 린&코이즈미 하나요&니시키노 마키

きっと青春が聞こえる,분명 청춘이 들려올거야
きっと青春が聞こえる＋,분명 청춘이 들려올거야+
風属性ダメージ(特大)/味方全体の風属性攻撃UP/HP回復,풍속성 데미지(특대)/아군 전체의 풍속성 공격UP/HP회복
テンション上がるにゃー！,텐션 오른다냐-!
テンション上がるにゃー！＋,텐션 오른다냐-!+
"<div class=""prt-text-small"">凛たちにまかせるにゃ！<br><span class=""text-blue"">◆自分の注目度と回避率が上昇し、効果中回避成功時に味方全体のテンションUP</span></div>","<div class=""prt-text-small"">린에게 맡기라냐!<br><span class=""text-blue"">◆자신의 주목도가 상승하고 회피율이 증가, 효과 중 회피 성공시 아군 전체의 텐션 UP</span></div>"
ご飯炊けたよ！,밥 다 됐어!
ご飯炊けたよ！＋,밥 다 됐어!+
