orig,kr
土属性ダメージ(特大)/次に発動するバタリアンズ・オブ・フィアの性能UP,토속성 데미지 (특대)/다음에 발동하는 버탈리언스・오브・피어의 성능 UP
ソウルフォージ＋,소울 포지＋
"ステータス大幅UP　<span class=""text-blue"">◆奥義ゲージを***%消費</span>","스테이터스 대폭 UP　<span class=""text-blue"">◆오의 게이지를 ***% 소비</span>"
バタリアンズ・オブ・フィア＋,버탈리언스・오브・피어＋
自分のHPが少ないほど大ダメージ/自分の奥義ゲージUP,자신의 HP가 적을 수록 큰 데미지/자신의 오의 게이지 UP
ウェルカム・トゥ・ダィイング,웰컴・투・다잉
味方全体の奥義ゲージUP,아군 전체의 오의 게이지 UP
痛覚なき肉体,통증없는 육체
ソウルフォージ発動中は攻撃性能UP/ダメージ軽減/通常攻撃が全体化/弱体効果無効/敵対心UP,소울 포지 발동 중에 공격 성능 UP/데미지 경감/일반공격의 전체화/약체 효과 무효/적대심 UP


"!브로디아(SSR,리미티드)"
[神域を護る美神],[신역을 지키는 미의 여신]
ブローディア,브로디아

刃鏡螺旋＋,인경나선+
土属性ダメージ(特大)/強化効果を*つ無効化/刃鏡を*つ展開,토속성 데미지(특대)/강화 효과를 *개 무효화/인경을 *개 전개
不可侵神域＋,불가침 신역+
味方全体の全属性ダメージカット(**%),아군 전체의 모든 속성 데미지 컷(**%)
ニーベルン・シルト＋,니벨룽 실드
敵全体に土属性ダメージ/味方全体に被ダメージ無効(*回)/弱体効果無効(*回),적 전체에게 토속성 데미지/아군 전체가 입는 데미지 무효(*회)/약체 효과 무효(*회)
ラーグルフ,라굴프
ターゲットに関わらず*回土属性ダメージ/刃鏡を*つ展開,타겟에 상관 없이 *회 토속성 데미지/인경을 *개 전개
刃鏡展開,인경 전개
刃鏡の数に応じて攻防UP/奥義性能UP(最大*つ),인경 개수에 따라 공격·방어UP/오의 성능UP(최대 *개)
神域の守護者,신역의 수호자
味方全体の強化効果「土属性攻撃UP」の効果UP,"아군 전체의 강화효과 ""토속성 공격UP""의 효과UP"
リミットボーナスアビリティ,리미티드 보너스 어빌리티
水属性ダメージを軽減,수속성 데미지를 경감


"!브로디아(SSR,수영복)"
[海際に降りし美神],[해변에 강림한 미의 여신]
ブローディア,브로디아

刃鏡螺旋＋,인경나선+
土属性ダメージ(特大)/*ターンの間ヒルデブランドを発動,토속성 데미지(특대)/*턴 동안 힐데브랜드를 발동
不可侵海域＋,불가침 성역+
"<div class=""prt-text-small"">自分の弱体効果を全て回復/不可侵海域を展開　<span class=""text-blue""> ◆毎ターン刃鏡を消費/ターン終了時に刃鏡*で解除(最大*ターン)</span></div>","<div class=""prt-text-small"">자신의 약체 효과를 모두 회복/불가침 신역을 전개 <span class=""text-blue""> ◆매 턴 인경을 소비/턴 종료 시 인경 *개로 해제(최대 *턴)</span></div>"
ヒルデブランド＋,힐데브랜드+
"<div class=""prt-text-small"">敵全体に土属性ダメージ/味方全体の防御UP(累積/永続)/刃鏡を*つ展開</div>","<div class=""prt-text-small"">적 전체에게 토속성 데미지/아군 전체의 방어UP(누적/영구)/안경을 *개 전개</div>"
ニーベルン・ザント,니벨룽 잔트
"<div class=""prt-text-small"">敵全体の水属性攻撃DOWN/最大CT増加<span class=""text-blue""><br>◆刃鏡を*つ消費して命中率DOWN効果追加</span></div>","<div class=""prt-text-small"">적 전체의 수속성 공격DOWN/최대 CT증가<span class=""text-blue""><br>◆인경을 *개 소비하여 명중률 DOWN효과 추가</span></div>"
刃鏡燦然,인경찬연
"<div class=""prt-text-small"">刃鏡の数に応じて攻防UP<br><span class=""text-blue"">◆刃鏡はバトル開始時*の状態(最大*つ)/刃鏡が*つ以上の時、再生効果</span></div>","<div class=""prt-text-small"">인경 개수에 따라 공격·방어UP<br><span class=""text-blue"">◆인경은 전투 개시 시 *개 상태(최대 *개/인경이 *개 이상일 때 재생 효과</span></div>"
全力のバカンス,전력으로 바캉스
"<div class=""prt-text-small"">不可侵海域展開中防御UP/弱体耐性UP/かばう効果(全体)/被ダメージを水属性に変換し*回の最大値を****に固定<span class=""text-blue"">　◆全体攻撃をかばった場合、かばった回数分のダメージを受ける</span></div>","<div class=""prt-text-small"">불가침 신역 전개 중 방어UP/약체 내성UP/감싸기 효과(전체)/받는 데미지를 수속성으로 변환하고 *회의 최대치를 ****로 고정<span class=""text-blue""> ◆전체 공격을 감쌀 경우 감싼 횟수만큼 데미지를 받는다</span></div>"


"!비라(SSR,수영복)"
[朱華の遊刃],[연분홍의 칼날]
ヴィーラ,비라

フランティック・ネイル＋,플란틱・네일＋
土/闇属性ダメージ(特大)/魅了効果/自分のアビリティ再使用間隔を*ターン短縮,토/암속성 데미지 (특대)/매료 효과/자신의 어빌리티 재사용 간격을 *턴 단축
ファサネイト＋,파사네이트＋
敵にスロウ効果/強化効果を*つ無効化,적에게 슬로우 효과/강화 효과를 *개 무효화
エストレア・スプライト＋,에스트레어・스프라이트＋
"<div class=""prt-text-small"">敵に土属性ダメージ/味方全体のHP回復<br><span class=""text-blue"">◆自分のHPが**%以上の時味方全体にストレングス効果追加</span></div>","<div class=""prt-text-small"">적에게 토속성 데미지/아군 전체의 HP 회복<br><span class=""text-blue"">◆자신의HP가 **% 이상일 때 아군 전체에 스트렝스 효과 추가</span></div>"
ラスト,러스트
自分が即座に奥義発動可能/愛熱の剣を*追加(最大*),자신이 즉시 오의 발동 가능/애열의 검을 * 추가 (최대 *)
滾る愛熱,끓어오르는 애열
味方全体にモードゲージ減少量UP効果,아군 전체에 모드 게이지 감소율 UP 효과
火照る身体,달아오르는 몸
"<div class=""prt-text-small"">愛熱の剣の効果中攻防UP/連続攻撃確率UP/吸収効果<br><span class=""text-blue"">◆愛熱の剣はターン終了時に*減少</span></div>","<div class=""prt-text-small"">애열의 검 효과 중 공방 UP/연속 공격 확률 UP/흡수 효과<br><span class=""text-blue"">◆애열의 검은 턴 종료 시 * 감소</span></div>"


!사라(SSR)
[剋命の巫女],[극명의 무녀]
サラ,사라

テラ・イラエ＋,테라・이라에＋
土属性ダメージ(特大)/自分以外の味方全体にバリア効果,토속성 데미지(특대)/자신 이외의 아군 전체에게 배리어 효과
マエスティティア＋,마에스티티아＋
自分にかばう効果,자신에게 감싸기 효과
クアドリガ＋,쿠아드리가＋
味方全体の全属性ダメージカット(**%)/防御UP,아군 전체의 모든 속성 데미지 컷(**%)/방어UP
エメス,에메스
自分の防御**倍UP,자신의 방어**배UP
砂神グラフォスの慈愛,사신 그라포스의 총애
自分のHPが少ないほど攻撃UP,자신의 HP가 적을수록 공격UP
砂神グラフォスの教導,사신 그라포스의 교도
