orig,kr
"ルピ <span class=""txt-reward-plus"">+****</span>","루피 <span class=""txt-reward-plus"">+****</span>"
"軌跡の雫 <span class=""txt-reward-plus"">+*</span>","기적의 물방울 <span class=""txt-reward-plus"">+*</span>"
"軌跡の雫 <span class=""txt-reward-plus"">+**</span>","기적의 물방울 <span class=""txt-reward-plus"">+**</span>"
"軌跡の雫 <span class=""txt-reward-plus"">+***</span>","기적의 물방울 <span class=""txt-reward-plus"">+***</span>"
"軌跡の雫 <span class=""txt-reward-plus"">+****</span>","기적의 물방울 <span class=""txt-reward-plus"">+****</span>"
前回のAP消費量 *（うち繰り越し *）,지난 AP소비량 *（중 이월치 *）
前回のAP消費量 **（うち繰り越し *）,지난 AP소비량 **（중 이월치 *）
前回のAP消費量 ***（うち繰り越し *）,지난 AP소비량 ***（중 이월치 *）
前回のAP消費量 ****（うち繰り越し *）,지난 AP소비량 ****（중 이월치 *）
前回のAP消費量 *****（うち繰り越し *）,지난 AP소비량 *****（중 이월치 *）
前回のAP消費量 **（うち繰り越し **）,지난 AP소비량 **（중 이월치 **）
前回のAP消費量 ***（うち繰り越し **）,지난 AP소비량 ***（중 이월치 **）
前回のAP消費量 ****（うち繰り越し **）,지난 AP소비량 ****（중 이월치 **）
前回のAP消費量 *****（うち繰り越し **）,지난 AP소비량 *****（중 이월치 **）
前回のAP消費量 ***（うち繰り越し ***）,지난 AP소비량 ***（중 이월치 ***）
前回のAP消費量 ****（うち繰り越し ***）,지난 AP소비량 ****（중 이월치 ***）
前回のAP消費量 *****（うち繰り越し ***）,지난 AP소비량 *****（중 이월치 ***）
前回のAP消費量 ****（うち繰り越し ****）,지난 AP소비량 ****（중 이월치 ****）
前回のAP消費量 *****（うち繰り越し ****）,지난 AP소비량 *****（중 이월치 ****）
前回のAP消費量 *****（うち繰り越し *****）,지난 AP소비량 *****（중 이월치 *****）
騎空団サポート,기공단 서포트
注意事項,주의사항
イベント・キャンペーン,이벤트 캠페인
お知らせ・アップデート,공지・업데이트
不具合一覧,버그 목록
アビリティ効果,어빌리티 효과
称号報酬が獲得出来ます。,칭호 보상을 획득할 수 있습니다
選択完了,선택완료
最近入手,최근입수
昔に入手,이전에입수
キャラ数,캐릭터 수
スキル,스킬
スキルLv,스킬Lv
*秒,*초
**秒,**초
Twitter投稿,Twitter 투고
下記文言を含めてTwitterに投稿されます。,아래의 내용을 포함하여 트위터에 투고합니다.
スマホRPGは今これをやってるよ。今はこのイベントが開催中！　→　http://game.granbluefantasy.jp,스마트폰 RPG는 지금 이거 하고있어. 지금은 이 이벤트 개최중!　→　http://game.granbluefantasy.jp
スマホRPGは今これをやってるよ。今の推しキャラはこちら！,스마트폰 RPG는 지금 이거 하고있어. 지금 최애 캐릭터는 이쪽!
ジョブ,직업
APが足りません,AP가 부족합니다
アイテム使用完了,아이템사용완료
APを回復しました。<br>        AP　*→**<br>        所持数　*→*個,AP를 회복했습니다.<br>        AP　*→**<br>        사용수　*→*개
APを回復しました。<br>        AP　*→**<br>        所持数　**→*個,AP를 회복했습니다.<br>        AP　*→**<br>        사용수　**→*개
APを回復しました。<br>        AP　*→**<br>        所持数　**→**個,AP를 회복했습니다.<br>        AP　*→**<br>        사용수　**→**개
APを回復しました。<br>        AP　*→**<br>        所持数　***→**個,AP를 회복했습니다.<br>        AP　*→**<br>        사용수　***→**개
APを回復しました。<br>        AP　*→**<br>        所持数　***→***個,AP를 회복했습니다.<br>        AP　*→**<br>        사용수　***→***개
APを回復しました。<br>        AP　*→**<br>        所持数　****→***個,AP를 회복했습니다.<br>        AP　*→**<br>        사용수　****→***개
APを回復しました。<br>        AP　*→**<br>        所持数　****→****個,AP를 회복했습니다.<br>        AP　*→**<br>        사용수　****→****개
APを回復しました。<br>        AP　*→**<br>        所持数　*****→****個,AP를 회복했습니다.<br>        AP　*→**<br>        사용수　*****→****개
APを回復しました。<br>        AP　*→**<br>        所持数　*****→*****個,AP를 회복했습니다.<br>        AP　*→**<br>        사용수　*****→*****개
APを回復しました。<br>        AP　*→**<br>        所持数　******→*****個,AP를 회복했습니다.<br>        AP　*→**<br>        사용수　******→*****개
APを回復しました。<br>        AP　*→**<br>        所持数　******→******個,AP를 회복했습니다.<br>        AP　*→**<br>        사용수　******→******개
APを回復しました。<br>        AP　**→**<br>        所持数　*→*個,AP를 회복했습니다.<br>        AP　**→**<br>        사용수　*→*개
APを回復しました。<br>        AP　**→**<br>        所持数　**→*個,AP를 회복했습니다.<br>        AP　**→**<br>        사용수　**→*개
APを回復しました。<br>        AP　**→**<br>        所持数　**→**個,AP를 회복했습니다.<br>        AP　**→**<br>        사용수　**→**개
APを回復しました。<br>        AP　**→**<br>        所持数　***→**個,AP를 회복했습니다.<br>        AP　**→**<br>        사용수　***→**개
APを回復しました。<br>        AP　**→**<br>        所持数　***→***個,AP를 회복했습니다.<br>        AP　**→**<br>        사용수　***→***개
APを回復しました。<br>        AP　**→**<br>        所持数　****→***個,AP를 회복했습니다.<br>        AP　**→**<br>        사용수　****→***개
APを回復しました。<br>        AP　**→**<br>        所持数　****→****個,AP를 회복했습니다.<br>        AP　**→**<br>        사용수　****→****개
APを回復しました。<br>        AP　**→**<br>        所持数　*****→****個,AP를 회복했습니다.<br>        AP　**→**<br>        사용수　*****→****개
APを回復しました。<br>        AP　**→**<br>        所持数　*****→*****個,AP를 회복했습니다.<br>        AP　**→**<br>        사용수　*****→*****개
APを回復しました。<br>        AP　**→**<br>        所持数　******→*****個,AP를 회복했습니다.<br>        AP　**→**<br>        사용수　******→*****개
APを回復しました。<br>        AP　**→**<br>        所持数　******→******個,AP를 회복했습니다.<br>        AP　**→**<br>        사용수　******→******개
APを回復しました。<br>        AP　**→***<br>        所持数　*→*個,AP를 회복했습니다.<br>        AP　**→***<br>        사용수　*→*개
APを回復しました。<br>        AP　**→***<br>        所持数　**→*個,AP를 회복했습니다.<br>        AP　**→***<br>        사용수　**→*개
APを回復しました。<br>        AP　**→***<br>        所持数　**→**個,AP를 회복했습니다.<br>        AP　**→***<br>        사용수　**→**개
APを回復しました。<br>        AP　**→***<br>        所持数　***→**個,AP를 회복했습니다.<br>        AP　**→***<br>        사용수　***→**개
APを回復しました。<br>        AP　**→***<br>        所持数　***→***個,AP를 회복했습니다.<br>        AP　**→***<br>        사용수　***→***개
APを回復しました。<br>        AP　**→***<br>        所持数　****→***個,AP를 회복했습니다.<br>        AP　**→***<br>        사용수　****→***개
APを回復しました。<br>        AP　**→***<br>        所持数　****→****個,AP를 회복했습니다.<br>        AP　**→***<br>        사용수　****→****개
APを回復しました。<br>        AP　**→***<br>        所持数　*****→****個,AP를 회복했습니다.<br>        AP　**→***<br>        사용수　*****→****개
APを回復しました。<br>        AP　**→***<br>        所持数　*****→*****個,AP를 회복했습니다.<br>        AP　**→***<br>        사용수　*****→*****개
APを回復しました。<br>        AP　**→***<br>        所持数　******→*****個,AP를 회복했습니다.<br>        AP　**→***<br>        사용수　******→*****개
APを回復しました。<br>        AP　**→***<br>        所持数　******→******個,AP를 회복했습니다.<br>        AP　**→***<br>        사용수　******→******개
APを回復しました。<br>        AP　***→***<br>        所持数　*→*個,AP를 회복했습니다.<br>        AP　***→***<br>        사용수　*→*개
APを回復しました。<br>        AP　***→***<br>        所持数　**→*個,AP를 회복했습니다.<br>        AP　***→***<br>        사용수　**→*개
APを回復しました。<br>        AP　***→***<br>        所持数　**→**個,AP를 회복했습니다.<br>        AP　***→***<br>        사용수　**→**개
APを回復しました。<br>        AP　***→***<br>        所持数　***→**個,AP를 회복했습니다.<br>        AP　***→***<br>        사용수　***→**개
APを回復しました。<br>        AP　***→***<br>        所持数　***→***個,AP를 회복했습니다.<br>        AP　***→***<br>        사용수　***→***개
APを回復しました。<br>        AP　***→***<br>        所持数　****→***個,AP를 회복했습니다.<br>        AP　***→***<br>        사용수　****→***개
APを回復しました。<br>        AP　***→***<br>        所持数　****→****個,AP를 회복했습니다.<br>        AP　***→***<br>        사용수　****→****개
APを回復しました。<br>        AP　***→***<br>        所持数　*****→****個,AP를 회복했습니다.<br>        AP　***→***<br>        사용수　*****→****개
APを回復しました。<br>        AP　***→***<br>        所持数　*****→*****個,AP를 회복했습니다.<br>        AP　***→***<br>        사용수　*****→*****개
APを回復しました。<br>        AP　***→***<br>        所持数　******→*****個,AP를 회복했습니다.<br>        AP　***→***<br>        사용수　******→*****개
APを回復しました。<br>        AP　***→***<br>        所持数　******→******個,AP를 회복했습니다.<br>        AP　***→***<br>        사용수　******→******개


!편성
おまかせ編成,자동 편성
武器おまかせ装備,무기 자동 장비
召喚石おまかせ装備,소환석 자동 장비
編成セットのシンボルマーク変更,편성세트 심볼마크 변경
ジョブチェンジへ,직업 체인지로
おまかせ編成確認,자동 편성 확인
・重視する項目と属性を選択してください,・중시하는 항목과 속성을 선택해주세요.
編成する,편성하기
このパーティで実行しているクエスト、または<br>参戦しているマルチバトルがあります。<br><br>クエスト、またはマルチバトルが終了するまで<br>このパーティは編集できません。,이 파티로 실행하고있는 퀘스트、혹은<br>참가하고 있는 멀티배틀이 있습니다.<br><br>퀘스트、혹은 멀티배틀이 종료될 때 까지<br>이 파티는 편성할 수 없습니다.
パーティ切り替え,파티 변경
クエストTOPへ,퀘스트 TOP으로
編成,편성
編成中,편성중
ジョブ詳細,직업 상세
編成<br>切り替え,편성<br>바꾸기
登録編成 *,등록편성 *
サポート,서포트
ボーナス,보너스
Freeアビリティ,Free어빌리티
EX・リミットアビリティをそれぞれ*つ(計*つ)までセットできます,EX・리미트어빌리티를 각각 *개(총 *개)까지 세트할 수 있습니다.
発動中のLvアップボーナス,발동중인 Lv업 보너스
防御力,방어력
得意武器*,특기무기*
タイプ,타입
ジョブチェンジ,직업변경
ジョブステータス,직업 스테이터스
所持LB,소지LB
LBを割り振ることで、ジョブを強化することができます。,LB를 분배하여 직업을 강화할 수 있습니다.
編成TOPに戻る,편성TOP으로 돌아가기
ジョブTOPに戻る,직업TOP으로 돌아가기
現在のジョブです,현재 직업입니다

キャラ入れ替え,캐릭터 바꾸기
パーティから外す,파티에서 빼기
装備を外す,장비를 제외한다
武器入れ替え,무기 바꾸기
一括で外す,일괄 제외하기
編成切り替え,편성 바꾸기
編成セット,편성 세트
パーティ解散,파티 해산
この編成に登録,이 편성에 등록
隊列並べ替え,대열 정렬
並べ替えるキャラクターを<br>*人ずつ選択してください,정렬할 캐릭터를 <br>*명씩 선택해주세요
反映する,반영한다
セット一覧,세트 목록
シンボルマーク変更,심볼마크 변경

アビリティダメージ,어빌리티 데미지

発動中のマスターボーナス,발동중인 마스터 보너스
"<div class=""txt-value"">								<div class=""symbol bonus_*""></div>							</div>							攻撃力 +*%","<div class=""txt-value"">                                                                <div class=""symbol bonus_*""></div>                                                        </div>                                                        공격력 +*%"
"<div class=""txt-value"">								<div class=""symbol bonus_*""></div>							</div>							攻撃力 +**%","<div class=""txt-value"">                                                                <div class=""symbol bonus_*""></div>                                                        </div>                                                        공격력 +**%"
"<div class=""txt-value"">                                                                <div class=""symbol bonus_*""></div>                                                        </div>                                                        防御力 +*%","<div class=""txt-value"">								<div class=""symbol bonus_*""></div>							</div>							방어력 +*%"
"<div class=""txt-value"">								<div class=""symbol bonus_*""></div>							</div>							防御力 +**%","<div class=""txt-value"">								<div class=""symbol bonus_*""></div>							</div>							방어력 +**%"
"<div class=""txt-value"">								<div class=""symbol bonus_*""></div>							</div>							ダブルアタック確率 +*%","<div class=""txt-value"">								<div class=""symbol bonus_*""></div>							</div>							더블어택 확률 +*%"
"<div class=""txt-value"">								<div class=""symbol bonus_*""></div>							</div>							トリプルアタック確率 +*%","<div class=""txt-value"">								<div class=""symbol bonus_*""></div>							</div>							트리플어택 확률 +*%"
"<div class=""txt-value"">								<div class=""symbol bonus_*""></div>							</div>							ダメージ上限UP +*%","<div class=""txt-value"">                                                                <div class=""symbol bonus_*""></div>                                                        </div>                                                        데미지 상한UP +*%"
"<div class=""txt-value"">                                                                <div class=""symbol bonus_*""></div>                                                        </div>                                                        アビリティダメージ +*%","<div class=""txt-value"">                                                                <div class=""symbol bonus_*""></div>                                                        </div>                                                        어빌리티 데미지 +*%"
"<div class=""txt-value"">								<div class=""symbol bonus_*""></div>							</div>							アビリティダメージ +**%","<div class=""txt-value"">                                                                <div class=""symbol bonus_*""></div>                                                        </div>                                                        어빌리티 데미지 +**%"
"<div class=""txt-value"">                                                                <div class=""symbol bonus_*""></div>                                                        </div>                                                        弱体耐性 +*%","<div class=""txt-value"">                                                                <div class=""symbol bonus_*""></div>                                                        </div>                                                        약체내성 +*%"
"<div class=""txt-value"">								<div class=""symbol bonus_*""></div>							</div>							弱体耐性 +**%","<div class=""txt-value"">                                                                <div class=""symbol bonus_*""></div>                                                        </div>                                                        약체내성 +**%"
"<div class=""txt-value"">								<div class=""symbol bonus_*""></div>							</div>							弱体成功率 +*%","<div class=""txt-value"">                                                                <div class=""symbol bonus_*""></div>                                                        </div>                                                        약체성공률 +*%"
"<div class=""txt-value"">                                                                <div class=""symbol bonus_*""></div>                                                        </div>                                                        弱体成功率 +**%","<div class=""txt-value"">                                                                <div class=""symbol bonus_*""></div>                                                        </div>                                                        약체성공률 +**%"
"<div class=""txt-value"">								<div class=""symbol bonus_*""></div>							</div>							回避確率 +*%","<div class=""txt-value"">                                                                <div class=""symbol bonus_*""></div>                                                        </div>                                                        회피 확률 +*%"
"<div class=""txt-value"">								<div class=""symbol bonus_**""></div>							</div>							回復力 +*%","<div class=""txt-value"">                                                                <div class=""symbol bonus_**""></div>                                                        </div>                                                        회복력 +*%"
"<div class=""txt-value"">								<div class=""symbol bonus_**""></div>							</div>							回復力 +**%","<div class=""txt-value"">                                                                <div class=""symbol bonus_**""></div>                                                        </div>                                                        회복력 +**%"
"<div class=""txt-value"">								<div class=""symbol bonus_*""></div>							</div>							オーバードライブ抑制 +*%","<div class=""txt-value"">								<div class=""symbol bonus_*""></div>							</div>							오버드라이브 억제 +*%"
"<div class=""txt-value"">								<div class=""symbol bonus_*""></div>							</div>							オーバードライブ時の敵からの被ダメージ減少 +*%","<div class=""txt-value"">                                                                <div class=""symbol bonus_*""></div>                                                        </div>                                                        오버드라이브 상태의 적에게 받는 데미지 감소 +*%"
"<div class=""txt-value"">								<div class=""symbol bonus_*""></div>							</div>							メイン武器が剣の時、メイン武器の攻撃力UP +*%","<div class=""txt-value"">                                                                <div class=""symbol bonus_*""></div>                                                        </div>                                                        메인무기가 검일 때, 메인무기 공격력 UP +*%"
"<div class=""txt-value"">								<div class=""symbol bonus_*""></div>							</div>							メイン武器が短剣の時、メイン武器の攻撃力UP +*%","<div class=""txt-value"">                                                                <div class=""symbol bonus_*""></div>                                                        </div>                                                        메인무기가 단검일 때, 메인무기 공격력 UP +*%"
"<div class=""txt-value"">								<div class=""symbol bonus_*""></div>							</div>							メイン武器が槍の時、メイン武器の攻撃力UP +*%","<div class=""txt-value"">                                                                <div class=""symbol bonus_*""></div>                                                        </div>                                                        메인무기가 창일 때, 메인무기 공격력 UP +*%"
"<div class=""txt-value"">								<div class=""symbol bonus_*""></div>							</div>							メイン武器が斧の時、メイン武器の攻撃力UP +*%","<div class=""txt-value"">                                                                <div class=""symbol bonus_*""></div>                                                        </div>                                                        메인무기가 도끼일 때, 메인무기 공격력 UP +*%"
"<div class=""txt-value"">								<div class=""symbol bonus_*""></div>							</div>							メイン武器が杖の時、メイン武器の攻撃力UP +*%","<div class=""txt-value"">                                                                <div class=""symbol bonus_*""></div>                                                        </div>                                                        메인무기가 지팡이일 때, 메인무기 공격력 UP +*%"
"<div class=""txt-value"">								<div class=""symbol bonus_*""></div>							</div>							メイン武器が銃の時、メイン武器の攻撃力UP +*%","<div class=""txt-value"">                                                                <div class=""symbol bonus_*""></div>                                                        </div>                                                        메인무기가 총일 때, 메인무기 공격력 UP +*%"
"<div class=""txt-value"">								<div class=""symbol bonus_*""></div>							</div>							メイン武器が弓の時、メイン武器の攻撃力UP +*%","<div class=""txt-value"">                                                                <div class=""symbol bonus_*""></div>                                                        </div>                                                        메인무기가 활일 때, 메인무기 공격력 UP +*%"
"<div class=""txt-value"">								<div class=""symbol bonus_*""></div>							</div>							メイン武器が楽器の時、メイン武器の攻撃力UP +*%","<div class=""txt-value"">                                                                <div class=""symbol bonus_*""></div>                                                        </div>                                                        메인무기가 악기일 때, 메인무기 공격력 UP +*%"
"<div class=""txt-value"">								<div class=""symbol bonus_*""></div>							</div>							メイン武器が刀の時、メイン武器の攻撃力UP +*%","<div class=""txt-value"">                                                                <div class=""symbol bonus_*""></div>                                                        </div>                                                        메인무기가 도일 때, 메인무기 공격력 UP +*%"
"<div class=""txt-value"">								<div class=""symbol bonus_**""></div>							</div>							通常攻撃時奥義ゲージ上昇 +*","<div class=""txt-value"">								<div class=""symbol bonus_**""></div>							</div>							통상 공격시 오의게이지 상승 +*"
"<div class=""txt-value"">								<div class=""symbol bonus_*""></div>							</div>							HP最大時防御力 +*%","<div class=""txt-value"">                                                                <div class=""symbol bonus_*""></div>                                                        </div>                                                        HP최대시 방어력 +*%"
"<div class=""txt-value"">								<div class=""symbol bonus_*""></div>							</div>							アビリティダメージ上限 +*%","<div class=""txt-value"">								<div class=""symbol bonus_*""></div>							</div>							어빌리티 데미지 상한 +*%"
"<div class=""txt-value"">                                                                <div class=""symbol bonus_*""></div>                                                        </div>                                                        アビリティダメージ上限 +**%","<div class=""txt-value"">                                                                <div class=""symbol bonus_*""></div>                                                        </div>                                                        어빌리티 데미지 상한 +**%"

通常攻撃時奥義ゲージ上昇,통상공격시 오의게이지 상승





!설정
映像設定,영상설정
画質設定,화질설정
"<input id=""dpi-low"" class=""frm-post-async is-reload"" data-post-name=""dpi_mode"" name=""dpi"" type=""radio"" value=""*"">						<label for=""dpi-low"" class=""btn-usual-setting"">軽量</label>","<input id=""dpi-low"" class=""frm-post-async is-reload"" data-post-name=""dpi_mode"" name=""dpi"" type=""radio"" value=""*"">						<label for=""dpi-low"" class=""btn-usual-setting"">경량</label>"
"<input id=""dpi-mid"" class=""frm-post-async is-reload"" data-post-name=""dpi_mode"" name=""dpi"" type=""radio"" value=""*"">						<label for=""dpi-mid"" class=""btn-usual-setting"" data-post-name=""dpi_mode"">通常</label>","<input id=""dpi-mid"" class=""frm-post-async is-reload"" data-post-name=""dpi_mode"" name=""dpi"" type=""radio"" value=""*"">						<label for=""dpi-mid"" class=""btn-usual-setting"" data-post-name=""dpi_mode"">통상</label>"
"<input id=""dpi-high"" class=""frm-post-async is-reload"" data-post-name=""dpi_mode"" name=""dpi"" type=""radio"" value=""*"" checked=""checked"">						<label for=""dpi-high"" class=""btn-usual-setting"" data-post-name=""dpi_mode"">高画質</label>","<input id=""dpi-high"" class=""frm-post-async is-reload"" data-post-name=""dpi_mode"" name=""dpi"" type=""radio"" value=""*"" checked=""checked"">						<label for=""dpi-high"" class=""btn-usual-setting"" data-post-name=""dpi_mode"">고화질</label>"
各種設定に戻る,각종설정으로 돌아간다
軽量,경량
通常,통상
フル,풀
高画質,고화질
サウンド設定,사운드설정
ご利用の端末は本ゲームのサウンド機能に対応しておりません。,사용중인 단말은 본 게임의 사운드 기능에 대응하고 있지 않습니다.
※一部端末では調節がきかない場合があります,※일부단말에서는 조절이 적용되지 않는 경우가 있습니다
再生,재생
音声を再生する,음성을 재생한다
音量,음량
BGM音質,BGM음질
低音質,저음질
標準,표준
SE音質,SE음질
VOICE音質,VOICE음질
便利設定,편리설정
アビリティレール,어빌리티 레일
アビリティレールの表示を設定します,어빌리티 레일의 표시를 설정합니다.
縮小表示,축소표시
通常表示,통상표시
ターン処理待機設定,턴 처리 대기설정
直前のターン処理中にアビリティレールを使用可能にします,직전의 턴 처리 중에 어빌리티 레일을 사용 가능하도록 합니다
アビリティ効果表示設定,어빌리티 효과 표시설정
アビリティ効果のウインドウのサイズを変更します,어빌리티 효과 윈도우 사이즈를 변경합니다
簡略表示,간략표시
詳細表示,상세표시
バトルスピード,배틀 스피드
バトル演出の速度を設定します,배틀 연출의 속도를 설정합니다
バトルスピードを上げると、演出がスキップされる場合があります,배틀 스피드를 올리면、연출이 스킵되는 경우가 있습니다
早送り,빨리감기
召喚再生スピード,소환 재생 스피드
フルスクリーン召喚演出の再生速度を設定します,풀스크린 소환연출의 재생 속도를 설정합니다
フルスクリーン以外の召喚演出速度は変わりません,풀스크린 이외의 소환연출 속도는 변하지 않습니다
演出中のボタン表示設定,연출 중 버튼 표시 설정
バトルにおいて、攻撃や召喚などの演出中に表示されるチャットボタンとスタンプボタンの表示方法を設定します,배틀 중 공격이나 소환 등이 연출되는 동안 표시되는 채팅 버튼과 스탬프 버튼의 표시방법을 설정합니다
バトル中に表示されるAUTOボタンを切り替えます<br>フルオートでは攻撃／アビリティ使用を自動で行います<br>詳しくはHELPを確認してください,배틀 중 표시되는 AUTO 버튼을 바꿀 수 있습니다<br> 플 오토는 공격／어빌리티 사용을 자동으로 수행합니다<br>자세한 내용은 HELP를 확인해주세요
設定を変更すると全てのクエストに対して設定が適用されます,설정을 변경하면 모든 퀘스트에 설정이 적용됩니다
マルチバトル設定,멀티배틀 설정
リアルタイム通知,리얼타임 통지
他プレイヤーのダメージやアビリティ効果、敵の状態などがリアルタイムに通知されます,다른 플레이어의 데미지나 어빌리티 효과、적의 상태 등이 리얼타임으로 통지됩니다
参戦者のアビリティ使用通知,참전자 어빌리티 사용 통지
参戦者に効果を付与するジョブアビリティ使用時、他の参戦者が同じアビリティを使用していた際に通知されます,참전자에게 효과를 주는 잡어빌리티 사용 시、다른 플레이어가 같은 어빌리티를 사용한 경우에 통지됩니다
救援依頼ウィンドウの表示スキップ,구원요청 윈도우의 표시 스킵
マルチバトル開始時の救援依頼ウィンドウ表示をスキップします,멀티배틀 개시시에 구원요청 윈도우 표시를 스킵합니다
救援チャット受信,구원 채팅 수신
一部の端末をお使いのお客様は、**:**～**:**、**:**～**:**の時間帯は、チャット通知が行われません,일부 단말을 사용하시는 고객님은、**:**～**:**、**:**～**:** 시간대에는 채팅 통지가 되지 않습니다
mobageのマイページにはチャットが届きます,mobage 마이페이지에 채팅이 전달됩니다
「深夜帯」とは、**:**～早朝*:** の時間帯を指します,「심야대」는、**:**～새벽*:** 의 시간대를 지칭합니다
終日受け取る,하루종일 받기
終日受け取らない,하루종일 받지 않기
深夜帯は受け取らない,심야대에는 받지 않기
参戦者の救援依頼,참전자의 구원요청
自分が発見したマルチバトルの参戦者に対し、救援依頼の許可を設定します,자신이 발견한 멀티배틀의 참전자에 대해、구원요청의 허가여부를 설정합니다
通知・貢献度のスキン表示,통지・공헌도 스킨 표시
リアルタイム通知や貢献度表示において、他の参戦者が設定しているスキンを反映するかどうか設定します,리얼타임 통지나 공헌도 표시에서 다른 플레이어가 설정한 스킨을 반영할지에 대해 설정합니다
参戦者一覧スキン表示,참전자 목록 스킨 표시
参戦者一覧表示において、他の参戦者が設定しているスキンを反映するかどうか設定します,참전자 목록 표시에서 다른 플레이어가 설정한 스킨을 반영할지에 대해 설정합니다
共闘のスキン表示,공투 스킨 표시
共闘のリスト表示において、他の参戦者が設定しているスキンを反映するかどうか設定します,공투 리스트 표시에서 다른 플레이어가 설정한 스킨을 반영할지에 대해 설정합니다
チャット・スタンプ設定,채팅・스탬프 설정
チャットの表示,채팅 표시
