orig,kr
!워리어 스킬
ウォーリアのアビリティ,워리어의 어빌리티
レイジII,레이지II
参戦者の攻撃UP(中),참전자의 공격 UP(중)
アーマーブレイク,아머 브레이크
敵に自属性ダメージ/防御DOWN,적에게 자신의 속성 데미지 / 방어 DOWN

ウェポンバーストII,웨폰 버스트II
自分が即座に奥義発動可能/攻撃UP,자신이 즉시 오의 발동 가능/공격UP
ランページ,램페이지
自分の連続攻撃確率UP,자신의 연속공격 확률UP
レイジIII,레이지III
参戦者の攻撃UP(大),참전자의 공격UP(대)
ブレイブソウル,브레이브 소울
自分にストレングス効果　★最大HPに応じて性能上昇,자신에게 스트렝스 효과　★최대HP에 따라 성능 상승
パワーレイズ,파워 레이즈
自分のクリティカル確率UP,자신의 크리티컬 확률 UP
タフネス,터프니스
最大HPUP,최대HP UP

ウェポンバーストIII,웨폰 버스트III
自分が即座に奥義発動可能/攻撃UP/チェインバーストダメージUP,자신이 즉시 오의발동가능/공격UP/체인버스트 데미지UP
レイジIV,레이지IV
"<div class=""prt-text-small"">参戦者の攻撃UP(大)/味方全体のダメージ上限UP　<span class=""text-blue"">◆奥義ゲージを**％消費</span></div>","<div class=""prt-text-small"">참전자의 공격(대)/아군 전체의 데미지상한UP　<span class=""text-blue"">◆오의게이지를 **％소비</span></div>"
アーマーブレイクII,아머 브레이크II
ランページII,램페이지II
自分の連続攻撃確率UP(大)/防御DOWN,자신의 연속공격확률UP(대)/방어DOWN
闘争本能,투쟁본능
ダブルアタック確率UP/最大HPUP,더블 어택 확률 UP / 최대 HP UP
逆襲,역습
稀にカウンター効果(回避/*回),드물게 카운터 효과(회피/*회)

!나이트 스킬
ナイトのアビリティ,나이트의 어빌리티
ファランクス,팔랑크스
参戦者の全属性ダメージカット(**%),참전자의 모든 속성 데미지 컷(**%)
ドライブバースト,드라이브 버스트
オーバードライブ時の敵に*倍自属性ダメージ,오버드라이브 상태의 적에게 *배 자신의 속성 데미지
大盾,큰 방패
確率で全属性ダメージカット(**%),확률로 모든 속성 데미지 컷(**%)
防御力+**％,방어력+**％
"ファランクス<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","팔랑크스<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"

!포트리스 스킬
フォートレスのアビリティ,포트리스의 어빌리티
ドライブバーストII,드라이브 버스트II
センチュリオン,센츄리온
自分の被ダメージ無効(*回)/攻撃DOWN,자신이 받는 데미지 무효(*회) / 공격 DOWN

!홀리세이버 스킬
ホーリーセイバーのアビリティ,홀리세이버의 어빌리티
ファランクスII,팔랑크스II
ドライブバーストIII,드라이브 버스트III
かばう,감싸기
自分にかばう効果,자신에게 감싸기 효과
リフレクション,리플렉션
敵からの被ダメージの一部を反射(*回),적으로부터 받는 데미지의 일부를 반사(*회)
テストゥド,데스투드
自分の防御UP(累積),자신의 방어 UP(누적)

!스파르타 스킬
スパルタのアビリティ,스파르타의 어빌리티
ファランクスIII,팔랑크스III
参戦者の全属性ダメージカット(**%)/弱体耐性UP,참전자의 모든 속성 데미지 컷(**%) / 약화 내성UP
シールドワイア,실드 와이어
敵にスロウ効果/自分の攻撃UP/防御DOWN,적에게 슬로우 효과 / 자신의 공격 UP / 방어 DOWN
ガーディアン,가디언
"自分の防御UP/敵対心UP　<span class=""text-blue"">◆奥義ゲージを**％消費</span>","자신의 방어UP / 적대심 UP　<span class=""text-blue"">◆오의 게이지를 **％소비</span>"
センチュリオンII,센츄리온II
味方単体の被ダメージ無効(*回),아군 한 명의 받는 데미지 무효(*회)

!프리스트 스킬
プリースト,프리스트
プリーストのアビリティ,프리스트의 어빌리티
ヒールオール,힐 올
参戦者のHPを回復(小),참전자의 HP를 회복(소)
オーラ,오라
参戦者の防御UP(小),참전자의 방어 UP(소)
回復力+**％,회복력+**％
"オーラ<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","오라<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
慈悲,자비
回復効果UP/回復上限UP,회복 효과 UP / 회복 상한 UP


!클레릭 스킬
クリアオール,클리어 올
参戦者の弱体効果を*つ回復,참전자의 약화 효과를 *개 회복
シャイニング,샤이닝
敵全体に光属性ダメージ(中),적 전체에게 광속성 데미지(중)

ビショップ,비숍
ヒールオールII,힐 올II
ディスペル,디스펠
敵の強化効果を*つ無効化,적의 강화 효과를 *개 무효화
リヴァイヴ,리바이브
味方単体を復活,아군 한 명을 부활
ベール,베일
ホワイトウォール,화이트 월

セージ,세이지
ヒールオールIII,힐 올III
シャイニングII,샤이닝II
ディスペル・シージ,디스펠・시지
キュアーフェン,큐어 펜

!마법사 계열
エーテルブラスト,에테르 블래스트
ファイア,파이어
敵全体に火属性ダメージ(小),적 전체에게 화속성 데미지(소)
アイス,아이스
敵全体に水属性ダメージ(小),적 전체에게 수속성 데미지(소)
ブラインド,블라인드
敵に暗闇効果,적에게 암흑 효과
エーテルブラストII,에테르 블래스트II
ヴェノム,베놈
敵に自属性ダメージ/毒効果,적에게 자신의 속성 데미지 / 독 효과
フォーカス,포커스
自分のアビリティダメージUP(*回/累積)/使用ターン防御DOWN,자신의 어빌리티 데미지 UP(*회/누적) / 사용 턴 방어 DOWN
エーテルブラストIII,에테르 블래스트III
バウンス,바운스
チョーク,쵸크
チェイサー,체이서
エーテルフラップ,에테르 플롭
ブラックヘイズ,블랙헤이즈

!시프 계열
ブレイクアサシン,브레이크 어새신
トレジャーハント,트레저헌트
敵のアイテムドロップ率UP(*回),적의 아이템 드랍율 UP(*회)
トレジャーハントII,트레저헌트II
トリックステップ,트릭스텝
敵がオーバードライブ時にモードゲージを減少,적이 오버드라이브 상태일때 모드 게이지를 감소
ブレイクアサシンII,브레이크 어새신II
トレジャーハントIII,트레저헌트III
デッドリーエイム,데들리 에임
自分のトリプルアタック確率UP,자신의 트리플어택 확률 UP
ブレイクアサシンIII,브레이크 어새신III
ブレイクキープ,브레이크 킵
フォーススナッチ,포스 스내치
トレジャーハントIV,트레저헌트IV
ホワイトスモーク,화이트 스모크
ルピフリップ,루피플립

!인헨서 계열
ディレイ,딜레이
エレメンタルフォース,엘레멘탈 포스
参戦者のアビリティダメージUP(小),참전자의 어빌리티 데미지 UP(소)
エレメンタルフォースII,엘레멘탈 포스II
参戦者のアビリティダメージUP(大),참전자의 어빌리티 데미지 UP(대)
クイック,퀵
味方全体の連続攻撃確率UP,아군 전체의 연속공격 확률 UP
ディレイII,딜레이II
ミゼラブルミスト,미저러블 미스트
敵全体の攻撃DOWN/防御DOWN,적 전체의 공격 DOWN / 방어 DOWN
グラビティ,그래비티
敵の最大CT増加,적의 최대 CT증가
ディレイIII,딜레이III
クイックダウン,퀵 다운
ブラッドソード,블러드 소드
アップリフト,업 리프트
アンプレディクト,언프레딕트
カオス,카오스
アブソーブ,업소브

!그래플러 계열
カウンター,카운터
捨身の型,필사의 자세
自分の攻撃UP(大)/防御DOWN,자신의 공격 UP(대) / 방어 DOWN
捨身の型II,필사의 자세II
自分の攻撃UP(特大)/防御DOWN,자신의 공격 UP(특대) / 방어DOWN
内功,내공
自分のHPを回復/防御UP,자신의 HP를 회복 / 방어 UP
カウンターII,카운터II
闘気,투기
羅喉阿修羅陣,나후아수라진
自分の奥義ゲージ上昇量UP,자신의 오의 게이지 상승량 UP
ナイフハンド・ストライク,나이프 핸드・스트라이크
練気,연기
一字構え,일자자세
ファイティングスピリット,파이팅 스피릿
マイクパフォーマンス,마이크 퍼포먼스
ツープラトン,투플라톤

!레인저계열
ライトウェイト,라이트 웨이트
アローレイン,애로우 레인
アローレインII,애로우 레인II
ハードライン,하드라인
ライトウェイトII,라이트 웨이트II
アローレインIII,애로우 레인III
キルストリーク,킬 스트릭
チャフリリース,채프릴리스
スタディエイム,스터디 에임
チェンジ,체인지
タクティクスコマンド,태크닉 커맨드
ジャミング,재밍
トワイライトゾーン,트와일라이트 존
レイショナルショット,레이셔널 샷

!하피스트 계열
オーヴァチュア,오버츄어
チャームボイス,챰 보이스
敵に魅了効果　★楽器装備時に性能UP,적에게 매료 효과　★악기 장비시 성능 UP
チャームボイスII,챰 보이스II
ミンストレルソング,민스트럴 송
味方全体に再生効果　★楽器装備時に性能UP,아군 전체에게 재생 효과　★악기 장비시 성능 UP
オーヴァチュアII,오버츄어II
ソウルピルファー,소울필퍼
敵全体の弱体耐性DOWN/味方全体の弱体耐性UP　★楽器装備時に性能UP,적 전체의 약화 내성 DOWN / 아군 전체의 약화 내성 UP　★악기 장비시 성능 UP
ソング・オブ・グランデ,송・오브・그랑데
味方全体のダブルアタック確率UP(大)　★楽器装備時に性能UP,아군 전체의 더블어택 확률 UP(대)　★악기 장비시 성능 UP
コンクルージョン,컨클루전
ひつじのうた,양치기의 노래
トレマーラウンド,트레머라운드
ソング・トゥ・ザ・デッド,송・투・더・데드
解放の歌声,해방의 가성
コール・オブ・アビス,콜・오브・어비스

!랜서 계열
リードドライブ,리드 드라이브
デュアルインパルス,듀얼 임펄스
"<div class=""prt-text-small"">効果中必ず連続攻撃<br><span class=""text-blue"">槍：参戦者のダブルアタック確率UP(小)<br>斧：敵のダブルアタック確率DOWN(小)</span></div>","<div class=""prt-text-small"">효과 중 반드시 연속공격<br><span class=""text-blue"">창：참전자의 더블어택 확률 UP(소)<br>도끼：적의 더블어택 확률 DOWN(소)</span></div>"
デュアルインパルスII,듀얼 임펄스II
"<div class=""prt-text-small"">効果中必ず連続攻撃<br><span class=""text-blue"">槍：参戦者のダブルアタック確率UP(中)<br>斧：敵のダブルアタック確率DOWN(中)</span></div>","<div class=""prt-text-small"">효과 중 반드시 연속공격<br><span class=""text-blue"">창：참전자의 더블어택 확률 UP(중)<br>도끼：적의 더블어택 확률 DOWN(중)</span></div>"
パイルリベレーション,파일 리버레이션
"<div class=""prt-text-small"">自分の奥義ゲージに応じて自属性ダメージ/攻撃UP/防御UP/自分にダメージ</div>","<div class=""prt-text-small"">자신의 오의게이지에 따라 자신의 속성 데미지/공격UP/방어UP/자신에게 데미지</div>"
リードドライブII,리드 드라이브II
デュアルインパルスIII,듀얼 임펄스III
"<div class=""prt-text-small"">効果中必ずトリプルアタック<br><span class=""text-blue"">槍：参戦者の連続攻撃確率UP(大)<br>斧：敵の連続攻撃確率DOWN(大)</span></div>","<div class=""prt-text-small"">효과 중 반드시 트리플어택<br><span class=""text-blue"">창：참전자의 더블어택 확률 UP(대)<br>도끼：적의 더블어택 확률 DOWN(대)</span></div>"
レゾナンスサージ,레저넌스 서지
敵に自属性ダメージ/自分のアビリティダメージUP(累積),적에게 자신의 속성 데미지 / 자신의 어빌리티 데미지 UP(누적)
雷光水明,뇌광수명
ランドグリース,랜드그리스
エインフェリアル,에인페리얼
湧水の羽衣,용수의우의
狂信演舞,광신연무
水鳥の歌詠,수조의가영
曼珠沙華,만주사화

!검투사 계열
ツインサーキュラー,트윈 서큘러
敵全体に*回自属性ダメージ,적 전체에게 *회 자신의 속성 데미지
"<div class=""prt-text-small"">敵に*回弱点属性ダメージ<br><span class=""text-blue"">◆コンパニオンウェポン装備時：攻撃回数*倍</span></div>","<div class=""prt-text-small"">적에게 *회 약점 속성 데미지<br><span class=""text-blue"">◆컴패니언 무기 장비시：공격 횟수 *배</span></div>"
アナザーブレード,어나더 블레이드
ディストリーム,디스트림
アナザーブレードII,어나더 블레이드II

!연금술사 계열
錬成:キュアポーション,연성 : 큐어포션
メディク,메딕
味方全体のHPを回復,아군 전체의 HP 회복
士気向上,사기향상
参戦者の奥義ゲージUP,참전자의 오의게이지 UP
ポーションリファイン,포션 리파인
鬼神の丸薬,귀신의 환약
ニュートリエント,뉴트리언트
味方全体にストレングス効果/被回復上限UP,아군 전체에게 스트렝스 효과 / 피회복 상한 UP
マッドバイタリティ,매드 바이탈리티
アドレナリンラッシュ,아드레날린 러시
味方全体の奥義ゲージ上昇量大幅UP/効果終了時にショート効果,아군 전체의 오의 게이지 상승량 대폭 UP / 효과 종료시 쇼트 효과

!닌자 계열
忍術,인술
風魔手裏剣,풍마수리검
"<div class=""prt-text-small"">敵に自属性ダメージ/印に応じて追加効果発動　<span class=""text-blue"">刀：自分の忍術再使用間隔短縮　格闘：自分のダブルアタック確率UP/攻撃UP</span></div>","<div class=""prt-text-small"">적에게 자신의 속성 데미지 / 인에 따라 추가 효과 발동　<span class=""text-blue"">도：자신의 인술 재사용 간격 단축　격투：자신의 더블어택 확률 UP / 공격 UP</span></div>"
朧,오보로
"<div class=""prt-text-small"">敵に自属性ダメージ　<span class=""text-blue"">刀：自分に暗闇効果/ダブルアタック確率UP　格闘：自分の攻撃UP/防御DOWN/奥義ゲージ上昇量UP</span></div>","<div class=""prt-text-small"">적에게 자신의 속성 데미지　<span class=""text-blue"">도：자신에게 암흑 효과 / 더블어택 확률 UP　격투：자신의 공격 UP / 방어 DOWN / 오의 게이지 상승량 UP</span></div>"
エレメンタルキャスト,엘레멘탈 캐스트
焙烙玉,배락옥
マナバースト,마나 버스트
ドラゴンブレイク,드래곤 브레이크
スペルブースト,스펠 부스트

!사무라이 계열
画竜点睛,화룡정점
瞑想,명상
"<div class=""prt-text-small"">自分の攻撃UP/クリティカル確率UP/弱体効果を全て回復　<span class=""text-blue"">◆奥義ゲージを**％消費</span></div>","<div class=""prt-text-small"">자신의 공격 UP / 크리티컬 확률 UP / 약체 효과를 전부 회복　<span class=""text-blue"">◆오의 게이지를 **％ 소비</span></div>"
鴉雀無声,아작무성
"<div class=""prt-text-small"">自分の防御UP　<span class=""text-blue"">刀：自分に幻影効果(*回)/自分の攻撃DOWN　弓：自分の攻撃UP/連続攻撃確率DOWN/奥義ゲージDOWN</span></div>","<div class=""prt-text-small"">자신의 방어 UP　<span class=""text-blue"">도：자신에게 환영 효과(*회) / 자신의 공격 DOWN　활：자신의 공격 UP / 연속공격 확률 DOWN / 오의 게이지 DOWN</span></div>"
剣禅一如,검선일체
雲散霧消,운산무소
大鷲返し,독수리반환
無明斬,무명참
烈刀一閃,열도일섬

!검성 계열
剣神解放,검신해방
剣神共鳴,검신공명
集気,집기
グロリアス・アーツ,글로리어스・아츠
斬釘截鉄,참정절철
エスパーダ,에스파다
ドゥプレクス,두플렉스
コルミロス,콜미로스

!건슬링어 계열
アーリーショット,얼리샷
トライン,트라인
バレットリロード,불릿 리로드
スリーラウンドバースト,쓰리라운드 버스트
ブリッツバースト,블리츠 버스트
フルファイア,풀 파이어
フォーティチュード,포티튜드
ゲリーリャ,게릴라

!현자 계열
天眼陣,천안진
宿命陣,숙명진
他心陣,타심진
"<div class=""prt-text-small"">自分のHPを奥義ゲージに変換<span class=""text-blue""><br>◆HPは現在の半分になる</span></div>","<div class=""prt-text-small"">자신의 HP를 오의 게이지로 변환<span class=""text-blue""><br>◆HP는 현재의 절반이 된다</span></div>"
ブラックチャーム,블랙참
三明,삼명
テネブラエ,테네브레
ムーンライト,문라이트
スペシャルボム,스페셜 봄

!어쌔신 계열
アサシネーション,어새시네이션
バニッシュ,배니쉬
自分の敵対心を味方になすりつける,자신의 적대심을 아군에게 넘긴다
ダブルアサシン,더블 어새신
エクセキュート,익스큐션
ハイディング,하이딩
ディヴォーション,디보션
悪夢の再演,악몽의재연
バーブド・ワイヤー,버브드 와이어

!드럼마스터 계열
極点,극점
熱烈峻厳,열렬준엄
闘志の残響,투지의잔향
ライジングフォース,라이징포스
律動共振,율동공진
モッシュピット,모쉬 핏
ジェット・トゥ・ジェット,제트 투 제트
アンリーシュザフューリー,언리쉬 더 퓨리

!댄서 계열
アトラクト・サルサ,어트랙트・살사
プリンシパル・クラシック,프린시펄・클래식
リンガリング・セント,링가링・센트
ヴァリアシオン,바리에이션

!메카닉 계열
アクティベート,액티베이트
フレキシブル・アーツ,플랙시블・아츠
リフューリング,리퓨어링
アクチュエーション,액튜에이션

!럼버잭
大伐断,대벌단
"<div class=""prt-text-small"">敵に自属性ダメージ/自分のクリティカル確率UP　<span class=""text-blue"">◆*回発動で会心効果/*回発動でダメージ上限UP追加</span></div>","<div class=""prt-text-small"">적에게 자신의 속성 데미지 / 자신의 크리티컬 확률 UP　<span class=""text-blue"">◆*회 발동으로 회심 효과 / *회 발동으로 데미지 상한 UP 추가</span></div>"
弱点を突いた際に稀にダメージが上昇する状態,약점 공격시 드물게 데미지가 상승하는 상태
落葉焚き,모닥불 피우기
"<div class=""prt-text-small"">落葉焚きを展開/自分にバリア効果　<span class=""text-blue"">◆落葉焚き中毎ターン味方全体の攻防UP(累積)/高揚効果/バリア解除時落葉焚きを解除</span></div>","<div class=""prt-text-small"">모닥불 피우기를 전개 / 자신에게 배리어 효과　<span class=""text-blue"">◆모닥불 피우기 중 매턴 아군 전체의 공방 UP(누적) / 고양 효과 / 배리어 해제시 모닥불 피우기 해제</span></div>"
クリティカル発動時に与ダメージが上昇する状態,크리티컬 발동시 가하는 데이지가 상승하는 상태
一度に与えるダメージが一定以上に達した時、さらに大きなダメージを与えられるようになった状態,"한 번에 가하는 데미지가 일정 이상에 도달했을 때, 더 큰 데미지를 가할 수 있는 상태"
展開中毎ターン味方全体の攻防UP(累積)/奥義ゲージが上昇する状態(消去不可/耐久値が無くなると解除),전개 중 매턴 아군 전체 공방 UP(누적) / 오의 게이지가 상승하는 상태(소거불가/내구치가 없어지면 해제)
安らぎの木もれ日,포근한 숲 속 햇살
"<div class=""prt-text-small"">味方全体のHP回復　<span class=""text-blue"">◆*回発動で弱体効果を*つ回復/*回発動で弱体効果無効(*回)追加</span></div>","<div class=""prt-text-small"">아군 전체의 HP 회복　<span class=""text-blue"">◆*회 발동으로 약화 효과 *개 회복 / *회 발동으로 약화 효과 무효화(*회) 추가</span></div>"
弱体効果を*回無効化する状態,약화 효과를 *회 무효화하는 상태






全てのアビリティ,전체 어빌리티
ダメージアビリティ,데미지 어빌리티
強化アビリティ,강화 어빌리티
弱体アビリティ,약화 어빌리티
回復アビリティ,회복 어빌리티
リミットアビリティ,리미트 어빌리티
ベースアビリティ,베이스 어빌리티

!라이징포스 언리쉬더퓨리 에러 팝업창
魂の解放が不足しているためアビリティを発動できません,영혼의 해방이 부족하여 어빌리티를 발동할 수 없습니다.

攻撃力DOWN,공격력DOWN
防御力DOWN,방어력DOWN

所持,소지

"<div class=""txt-name"">ウォーリア</div><div class=""prt-job-lv""><div class=""txt-level"" data-title=""Lv**"">Lv**</div></div><div class=""ico-job-master""></div>"

"<div class=""txt-name"">フォートレス</div><div class=""prt-job-lv""><div class=""txt-level"" data-title=""Lv**"">Lv**</div></div><div class=""ico-job-master""></div>"
"<div class=""txt-name"">クレリック</div><div class=""prt-job-lv""><div class=""txt-level"" data-title=""Lv**"">Lv**</div></div><div class=""ico-job-master""></div>"
"<div class=""txt-name"">ソーサラー</div><div class=""prt-job-lv""><div class=""txt-level"" data-title=""Lv**"">Lv**</div></div><div class=""ico-job-master""></div>"
"<div class=""txt-name"">レイダー</div>"
"<div class=""txt-name"">アルカナソード</div><div class=""prt-job-lv""><div class=""txt-level"" data-title=""Lv**"">Lv**</div></div><div class=""ico-job-master""></div>"
"<div class=""txt-name"">クンフー</div><div class=""prt-job-lv""><div class=""txt-level"" data-title=""Lv**"">Lv**</div></div><div class=""ico-job-master""></div>"
"<div class=""txt-name"">マークスマン</div>"
"<div class=""txt-name"">ミンストレル</div>"
"<div class=""txt-name"">ドラグーン</div>"

"<div class=""txt-name"">ファイター</div><div class=""prt-job-lv""><div class=""txt-level"" data-title=""Lv**"">Lv**</div></div><div class=""ico-job-master""></div>"
"<div class=""txt-name"">ナイト</div><div class=""prt-job-lv""><div class=""txt-level"" data-title=""Lv**"">Lv**</div></div><div class=""ico-job-master""></div>"
"<div class=""txt-name"">プリースト</div><div class=""prt-job-lv""><div class=""txt-level"" data-title=""Lv**"">Lv**</div></div><div class=""ico-job-master""></div>"
"<div class=""txt-name"">ウィザード</div><div class=""prt-job-lv""><div class=""txt-level"" data-title=""Lv**"">Lv**</div></div><div class=""ico-job-master""></div>"
"<div class=""txt-name"">シーフ</div><div class=""prt-job-lv""><div class=""txt-level"" data-title=""Lv**"">Lv**</div></div><div class=""ico-job-master""></div>"
"<div class=""txt-name"">エンハンサー</div><div class=""prt-job-lv""><div class=""txt-level"" data-title=""Lv**"">Lv**</div></div><div class=""ico-job-master""></div>"
"<div class=""txt-name"">グラップラー</div><div class=""prt-job-lv""><div class=""txt-level"" data-title=""Lv**"">Lv**</div></div><div class=""ico-job-master""></div>"
"<div class=""txt-name"">レンジャー</div><div class=""prt-job-lv""><div class=""txt-level"" data-title=""Lv**"">Lv**</div></div><div class=""ico-job-master""></div>"
"<div class=""txt-name"">ハーピスト</div><div class=""prt-job-lv""><div class=""txt-level"" data-title=""Lv**"">Lv**</div></div><div class=""ico-job-master""></div>"
"<div class=""txt-name"">ランサー</div><div class=""prt-job-lv""><div class=""txt-level"" data-title=""Lv**"">Lv**</div></div><div class=""ico-job-master""></div>"





















アビリティダメージ+**％
敵に*～*倍自属性ダメージ
精霊の加護
アビリティダメージUP
シーフのアビリティ
トレジャーハント成功確率+**％
"ブレイクアサシン<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
自分の攻撃大幅UP(敵ブレイク時のみ/*回)
"トレジャーハント<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
おたから狙い
トレジャーハント成功確率UP/トレハンLvが高いほど攻撃UP
エンハンサーのアビリティ
敵に自属性ダメージ/スロウ効果
"エレメンタルフォース<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
サボタージ
弱体成功率UP
グラップラーのアビリティ
HP+***
"カウンター<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
カウンター効果(回避/*回)/自分の攻撃UP
"捨身の型<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
虎襲の構え
レンジャーのアビリティ
攻撃力+***
アビリティダメージ+*％
"ライトウェイト<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
敵全体に自属性ダメージ
精密射撃
ハーピストのアビリティ
防御力+*％
弱体耐性+*％
"オーヴァチュア<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
味方全体の回復性能UP　★楽器装備時に性能UP
"チャームボイス<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
カンタービレ
オーバードライブ時の敵からの被ダメージ減少
ランサーのアビリティ
ダブルアタック確率+*％
"リードドライブ<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
"<div class=""prt-text-small"">敵に自属性ダメージ<br><span class=""text-blue"">槍：ブレイク状態を維持<br>斧：モードゲージ減少</span></div>"
"敵に自属性ダメージ<br><span class=""text-blue"">槍：ブレイク状態を維持<br>斧：モードゲージ減少</span>"
槍：ブレイク状態を維持<br>斧：モードゲージ減少
"デュアルインパルス<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
ヴォリショナル
槍装備時に攻撃UP<br>斧装備時に防御UP
