orig,kr
味方を強化しつつ敵の守りを削ぎ、超ヘビー級の一撃を見舞う。攻撃タイプのジョブ。,아군을 강화하고 적의 방어를 깎아내어 초헤비급 일격을 가한다. 공격 타입의 직업
フォートレス,포트리스
巨大な盾で要塞の如く守りを固め、反撃のチャンスを作る。防御タイプのジョブ。,거대한 방패로 요새와 같은 방어력으로 반격의 기회를 만든다. 방어 타입의 직업
クレリック,클레릭
癒しの力だけでなく、強力な光の攻撃呪文で戦いを援護する。回復タイプのジョブ。,치유의 힘뿐 아니라 강력한 빛의 공격 주문으로 싸움을 지원한다. 회복 타입의 직업
ソーサラー,소서러
多彩な属性攻撃を武器に、確実に敵の弱点を狙い撃つ。攻撃タイプのジョブ。,다양한 속성 공격을 사용해 확실하게 적의 약점을 노린다. 공격 타입의 직업
レイダー,레이더

アルカナソード,아르카나소드
状況に合わせて戦術を変え、オールマイティに味方を援護する。特殊タイプのジョブ。
クンフー,쿵푸
あらゆる体術をマスターし、単身、敵へと立ち向かう。攻撃タイプのジョブ。,"모든 체술을 마스터해, 단신으로 적과 맞선다. 공격 타입의 직업"
マークスマン,명사수

ミンストレル,민스트럴

ドラグーン,드라군


!클래스 3
ウェポンマスター,웨폰마스터
攻め入ることに徹底して特化し、怒濤の斬撃で敵を圧倒する。攻撃タイプのジョブ。,공격하는 것에 철저히 특화된 노도의 참격으로 적을 압도한다. 공격 타입의 직업
ホーリーセイバー,홀리세이버

ビショップ,비숍

ハーミット,허밋
アビリティを駆使した戦いを極め、強力な呪文で敵を殲滅する。攻撃タイプのジョブ。,어빌리티를 구사하는 전법을 쓰며 강력한 주문으로 적을 섬멸한다. 공격 타입의 직업
ホークアイ,호크아이

ダークフェンサー,다크펜서

オーガ,오거

サイドワインダー,사이드와인더

スーパースター,슈퍼스타

ヴァルキュリア,발큐리아

グラディエーター,글래디에이터


!클래스 4
ベルセルク,베르세르크
理屈を超えた戦いの本能から繰り出される猛撃は、立ちふさがる全ての敵をなぎ払う。攻撃タイプのジョブ。,이론을 초월한 싸움의 본능으로부터 뿜어져 나오는 맹격은 막아서는 모든 적을 베어넘긴다. 공격 타입의 직업
スパルタ,스파르타
卓越した身体能力を持ち、攻守一体の戦闘技術を駆使して勝利を掴む。防御タイプのジョブ。,탁월한 신체능력을 가졌으며 공방일체의 전투술을 구사하여 승리를 쟁취한다. 방어 타입의 직업
セージ,세이지

ウォーロック,워록

義賊,의적

カオスルーダー,카오스루더

レスラー,레슬러

ハウンドドッグ,하운드독

エリュシオン,엘리시온

アプサラス,아프사라스

クリュサオル,크리사오르
黄金の鎧に身を包み、二振りの剣で華麗に敵を貫く。攻撃タイプのジョブ。,황금 갑옷을 입고 두 자루의 검으로 화려하게 적을 꿰뚫는다. 공격 타입의 작업
ランバージャック,럼버잭
森と共に歩もうとする者は、そこに生きる者たちと篤い友情を築く。バランスタイプのジョブ。,숲과 함께 걸어가려는 자는 그곳에 사는 자들과 돈독한 우정을 쌓는다. 밸런스 타입의 작업
キャバルリー,카발리
時には勇猛に、時には冷静に、馬上の人は常に高潔たらんとその責務を果たす。防御タイプのジョブ。,"때로는 용맹하게, 때로는 냉정하게, 말을 탄 자는 항상 고결하게 그 책무를 완수한다. 방어 타입의 작업"


アルケミスト,알케미스트
忍者,닌자
侍,사무라이
剣聖,검성
ガンスリンガー,건슬링어
賢者,현자
アサシン,어새신
ドラムマスター,드럼마스터
ダンサー,댄서
メカニック,메카닉

ドクター,닥터
魔法戦士,마법전사
剣豪,검호
ザ・グローリー,더・글로리
ソルジャー,솔저
黒猫道士,흑묘도사
トーメンター,토멘터
ライジングフォース,라이징포스



!기타
ジョブ変更確認,직업변경 확인
習得 Lv*,습득 Lv*
習得 Lv**,습득 Lv**
Lvアップボーナス合計,Lv업 보너스 합계
アビリティ詳細,어빌리티 상세
全てのアビリティ,전체 어빌리티
ダメージアビリティ,데미지 어빌리티
強化アビリティ,강화 어빌리티
弱体アビリティ,약화 어빌리티
回復アビリティ,회복 어빌리티
リミットアビリティ,리미트 어빌리티
ベースアビリティ,베이스 어빌리티
習得可能ステータス一覧,습득가능 스테이터스 목록
習得Lv*,습득 Lv*
習得Lv**,습득 Lv**
マスターボーナス,마스터 보너스
Lvアップボーナス,Lv업 보너스
EXアビリティ,EX 어빌리티
設定されていません,설정되어 있지 않습니다
アビリティを選択してください,어빌리티를 선택해주세요
編成確認,편성확인
編成で武器を確認しますか？,편성에서 무기를 확인하시겠습니까？
確認する,확인한다
マイページやバトル中に表示される、ジョブの見た目を変更できます。,마이페이지와 배틀 중에 표시되는 직업의 외형을 변경할 수 있습니다.
スキン選択,스킨선택
スキン変更,스킨 변경
JOB Lv**でこのジョブのLimit Bonusが解禁され<br>能力を強化することができます。,JOB Lv**에 이 직업의 Limit Bonus가 해금되어<br>능력을 강화할 수 있습니다.
スキン変更確認,스킨변경확인
現在設定しているスキンです。<br><br>変更したいスキンを選んでください。,현재 설정된 스킨입니다.<br><br>변경하고 싶은 스킨을 선택해 주세요.

装備する,장비한다
ボーナス確認,보너스 확인
発動中の全ボーナス合計,발동 중인 모든 보너스 합계
ジョブチェンジに戻る,직업변경으로 돌아가기
ジョブの取得,직업획득
回復力,회복력
EXアビリティ選択,EX 어빌리티 선택
EXアビリティ解除,EX 어빌리티 해제
アビリティ演出,어빌리티 연출
特殊なスキンを適用しているため<br>アビリティ発動時の演出を変更できます。,특수 스킨을 적용하고 있기 때문에 <br> 어빌리티 발동 시 연출을 변경할 수 있습니다.
ダブルアタック確率,더블어택 확률



!파이터 스킬
ファイターのアビリティ,파이터의 어빌리티
ウェポンバースト,웨폰 버스트
レイジ,레이지
参戦者の攻撃UP(小),참전자의 공격 UP(소)
アサルトステップ,어설트 스텝
ダブルアタック確率UP,더블어택 확률 UP
攻撃力+****,공격력+****
"レイジ<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","레이지<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
"攻撃力<span class=""value"">+***</span>","공격력<span class=""value"">+***</span>"
"攻撃力<span class=""value"">+*%</span>","공격력<span class=""value"">+*%</span>"


!워리어 스킬
ウォーリアのアビリティ,워리어의 어빌리티
レイジII,레이지II
参戦者の攻撃UP(中),참전자의 공격 UP(중)
アーマーブレイク,아머 브레이크
敵に自属性ダメージ/防御DOWN,적에게 자신의 속성 데미지 / 방어 DOWN
"レイジII<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","레이지II<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
"アーマーブレイク<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","아머 브레이크<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"


!웨폰마스터 스킬
ウェポンマスターのアビリティ,웨폰마스터의 어빌리티
ウェポンバーストII,웨폰 버스트II
自分が即座に奥義発動可能/攻撃UP,자신이 즉시 오의 발동 가능/공격UP
ランページ,램페이지
自分の連続攻撃確率UP,자신의 연속공격 확률UP
レイジIII,레이지III
参戦者の攻撃UP(大),참전자의 공격UP(대)
ブレイブソウル,브레이브 소울
自分にストレングス効果　★最大HPに応じて性能上昇,자신에게 스트렝스 효과　★최대HP에 따라 성능 상승
パワーレイズ,파워 레이즈
自分のクリティカル確率UP,자신의 크리티컬 확률 UP
タフネス,터프니스
最大HPUP,최대HP UP

!베르세르크 스킬
ベルセルクのアビリティ,베르세르크의 어빌리티
ウェポンバーストIII,웨폰 버스트III
自分が即座に奥義発動可能/攻撃UP/チェインバーストダメージUP,자신이 즉시 오의발동가능/공격UP/체인버스트 데미지UP
レイジIV,레이지IV
"<div class=""prt-text-small"">参戦者の攻撃UP(大)/味方全体のダメージ上限UP　<span class=""text-blue"">◆奥義ゲージを**％消費</span></div>","<div class=""prt-text-small"">참전자의 공격(대)/아군 전체의 데미지상한UP　<span class=""text-blue"">◆오의 게이지를 **％소비</span></div>"
アーマーブレイクII,아머 브레이크II
ランページII,램페이지II
自分の連続攻撃確率UP(大)/防御DOWN,자신의 연속공격확률UP(대)/방어DOWN
闘争本能,투쟁본능
ダブルアタック確率UP/最大HPUP,더블 어택 확률 UP / 최대 HP UP
逆襲,역습
稀にカウンター効果(回避/*回),드물게 카운터 효과(회피/*회)

!나이트 스킬
ナイトのアビリティ,나이트의 어빌리티
ファランクス,팔랑크스
参戦者の全属性ダメージカット(**%),참전자의 모든 속성 데미지 컷(**%)
ドライブバースト,드라이브 버스트
オーバードライブ時の敵に*倍自属性ダメージ,오버드라이브 상태의 적에게 *배 자신의 속성 데미지
大盾,큰 방패
確率で全属性ダメージカット(**%),확률로 모든 속성 데미지 컷(**%)
防御力+**％,방어력+**％
"ファランクス<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","팔랑크스<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
"防御力<span class=""value"">+*%</span>","방어력<span class=""value"">+*%</span>"

!포트리스 스킬
フォートレスのアビリティ,포트리스의 어빌리티
ドライブバーストII,드라이브 버스트II
センチュリオン,센츄리온
自分の被ダメージ無効(*回)/攻撃DOWN,자신이 받는 데미지 무효(*회) / 공격 DOWN

!홀리세이버 스킬
ホーリーセイバーのアビリティ,홀리세이버의 어빌리티
ファランクスII,팔랑크스II
ドライブバーストIII,드라이브 버스트III
かばう,감싸기
自分にかばう効果,자신에게 감싸기 효과
リフレクション,리플렉션
敵からの被ダメージの一部を反射(*回),적으로부터 받는 데미지의 일부를 반사(*회)
テストゥド,데스투드
自分の防御UP(累積),자신의 방어 UP(누적)

!스파르타 스킬
スパルタのアビリティ,스파르타의 어빌리티
ファランクスIII,팔랑크스III
参戦者の全属性ダメージカット(**%)/弱体耐性UP,참전자의 모든 속성 데미지 컷(**%) / 약화 내성UP
シールドワイア,실드 와이어
敵にスロウ効果/自分の攻撃UP/防御DOWN,적에게 슬로우 효과 / 자신의 공격 UP / 방어 DOWN
ガーディアン,가디언
"自分の防御UP/敵対心UP　<span class=""text-blue"">◆奥義ゲージを**％消費</span>","자신의 방어UP / 적대심 UP　<span class=""text-blue"">◆오의 게이지를 **％소비</span>"
センチュリオンII,센츄리온II
味方単体の被ダメージ無効(*回),아군 한 명의 받는 데미지 무효(*회)

!프리스트 스킬
プリースト,프리스트
プリーストのアビリティ,프리스트의 어빌리티
ヒールオール,힐 올
参戦者のHPを回復(小),참전자의 HP를 회복(소)
オーラ,오라
参戦者の防御UP(小),참전자의 방어 UP(소)
回復力+**％,회복력+**％
"オーラ<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","오라<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
慈悲,자비
回復効果UP/回復上限UP,회복 효과 UP / 회복 상한 UP
防御力が上昇した状態,방어력이 상승한 상태
"回復力<span class=""value"">+*%</span>","회복력<span class=""value"">+*%</span>"

!클레릭 스킬
クリアオール,클리어 올
参戦者の弱体効果を*つ回復,참전자의 약화 효과를 *개 회복
シャイニング,샤이닝
敵全体に光属性ダメージ(中),적 전체에게 광속성 데미지(중)

ビショップ,비숍
ヒールオールII,힐 올II
ディスペル,디스펠
敵の強化効果を*つ無効化,적의 강화 효과를 *개 무효화
リヴァイヴ,리바이브
味方単体を復活,아군 한 명을 부활
ベール,베일
ホワイトウォール,화이트 월

セージ,세이지
ヒールオールIII,힐 올III
シャイニングII,샤이닝II
ディスペル・シージ,디스펠・시지
キュアーフェン,큐어 펜

!위자드 스킬
ウィザードのアビリティ,위자드의 어빌리티
エーテルブラスト,에테르 블래스트
敵に*～*倍自属性ダメージ,적에게 *～*배 자신의 속성 데미지
ファイア,파이어
敵全体に火属性ダメージ(小),적 전체에게 화속성 데미지(소)
アイス,아이스
敵全体に水属性ダメージ(小),적 전체에게 수속성 데미지(소)
精霊の加護,정령의 가호
アビリティダメージUP,어빌리티 데미지 UP
アビリティダメージ+**％,어빌리티 데미지+**％
"アビリティダメージ<span class=""value"">+*%</span>","어빌리티 데미지<span class=""value"">+*%</span>"


ブラインド,블라인드
敵に暗闇効果,적에게 암흑 효과


!허밋 스킬
ハーミットのアビリティ,허밋의 어빌리티
エーテルブラストII,에테르 블래스트II
敵全体に*～*倍自属性ダメージ,적 전체에게 *～*배 자신의 속성 데미지
ヴェノム,베놈
敵に自属性ダメージ/毒効果,적에게 자신의 속성 데미지 / 독 효과
フォーカス,포커스
自分のアビリティダメージUP(*回/累積)/使用ターン防御DOWN,자신의 어빌리티 데미지 UP(*회/누적) / 사용 턴 방어 DOWN
魔力の奔流,마력의 격류
フォーカスのアビリティダメージUP/ターン短縮,포커스의 어빌리티 데미지 UP / 턴 단축
毎ターンHPが減少する状態,매 턴 HP가 감소하는 상태
"ヴェノム<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","베놈<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
"フォーカス<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","포커스<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"



エーテルブラストIII,에테르 블래스트III
バウンス,바운스
チョーク,쵸크
チェイサー,체이서
エーテルフラップ,에테르 플롭
ブラックヘイズ,블랙헤이즈

!시프 스킬
シーフのアビリティ,시프의 어빌리티
ブレイクアサシン,브레이크 어새신
自分の攻撃大幅UP(敵ブレイク時のみ/*回),자신의 공격 대폭 UP(적이 브레이크 상태일때만/*회)
トレジャーハント,트레저 헌트
敵のアイテムドロップ率UP(*回),적의 아이템 드랍율 UP(*회)
おたから狙い,보물 사냥꾼
トレジャーハント成功確率UP/トレハンLvが高いほど攻撃UP,트레저 헌트 성공확률 UP / 트레헌 Lv이 높을 수록 공격 UP
"ブレイクアサシン<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","브레이크 어새신<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
"トレジャーハント<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","트레저 헌트<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
トレジャーハント成功確率+**％,트레저 헌트 성공확률+**％
ブレイク状態の敵への攻撃力が上昇した状態,브레이크 상태의 적에게 공격력이 상승된 상태
アイテムドロップ率が上昇した状態,아이템 드랍율이 상승한 상태
"トレジャーハント成功確率<span class=""value"">+*%</span>","트레저 헌트 성공확률<span class=""value"">+*%</span>"
"オーバードライブ抑制<span class=""value"">+*%</span>","오버드라이브 억제<span class=""value"">+*%</span>"

!레이더 스킬
トレジャーハントII,트레저 헌트II
トリックステップ,트릭스텝
敵がオーバードライブ時にモードゲージを減少,적이 오버드라이브 상태일때 모드 게이지를 감소

!호크아이 스킬
ブレイクアサシンII,브레이크 어새신II
トレジャーハントIII,트레저 헌트III
デッドリーエイム,데들리 에임
自分のトリプルアタック確率UP,자신의 트리플어택 확률 UP

ブレイクキープ,브레이크 킵
フォーススナッチ,포스 스내치

!의적 스킬

ブレイクアサシンIII,브레이크 어새신III
トレジャーハントIV,트레저 헌트IV
ホワイトスモーク,화이트 스모크
ルピフリップ,루피플립




!인핸서 스킬
エンハンサーのアビリティ,인핸서의 어빌리티
ディレイ,딜레이
敵に自属性ダメージ/スロウ効果,적에게 자신의 속성 데미지 / 슬로우 효과
エレメンタルフォース,엘레멘탈 포스
参戦者のアビリティダメージUP(小),참전자의 어빌리티 데미지 UP(소)
サボタージ,사보타주
弱体成功率UP,약화 성공률 UP
"エレメンタルフォース<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","엘레멘탈 포스<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
弱体成功率+**％,약화 성공률+**％
アビリティダメージが上昇した状態,어빌리티 데미지가 상승한 상태
"弱体成功率<span class=""value"">+*%</span>","약화 성공률<span class=""value"">+*%</span>"
"弱体耐性<span class=""value"">+*%</span>","약화 내성<span class=""value"">+*%</span>"

!아르카나소드 스킬
アルカナソードのアビリティ,아르카나소드의 어빌리티
エレメンタルフォースII,엘레멘탈 포스II
参戦者のアビリティダメージUP(大),참전자의 어빌리티 데미지 UP(대)
クイック,퀵
味方全体の連続攻撃確率UP,아군 전체의 연속공격 확률 UP
"エレメンタルフォースII<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","엘렌멘탈 포스II<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
"クイック<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","퀵<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"

!다크펜서 스킬
ダークフェンサーのアビリティ,다크펜서의 어빌리티
ディレイII,딜레이II
ミゼラブルミスト,미저러블 미스트
敵全体の攻撃DOWN/防御DOWN,적 전체의 공격 DOWN / 방어 DOWN
グラビティ,그래비티
敵の最大CT増加,적의 최대 CT증가









ディレイIII,딜레이III
クイックダウン,퀵 다운
ブラッドソード,블러드 소드
アップリフト,업 리프트
アンプレディクト,언프레딕트
カオス,카오스
アブソーブ,업소브

!그래플러 스킬
グラップラーのアビリティ,그래플러의 어빌리티
カウンター,카운터
カウンター効果(回避/*回)/自分の攻撃UP,카운터 효과(회피/*회) / 자신의 공격UP
捨身の型,필사의 자세
自分の攻撃UP(大)/防御DOWN,자신의 공격 UP(대) / 방어 DOWN
防御力が減少した状態(回復不可),방어력이 감소한 상태(회복불가)
虎襲の構え,맹호의 자세
"カウンター<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","카운터<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
"捨身の型<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","필사의 자세<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"


!쿵푸 스킬
捨身の型II,필사의 자세II
自分の攻撃UP(特大)/防御DOWN,자신의 공격 UP(특대) / 방어DOWN
内功,내공
自分のHPを回復/防御UP,자신의 HP를 회복 / 방어 UP
カウンターII,카운터II
闘気,투기
羅喉阿修羅陣,나후아수라진
自分の奥義ゲージ上昇量UP,자신의 오의 게이지 상승량 UP
ナイフハンド・ストライク,나이프 핸드・스트라이크
練気,연기
一字構え,일자자세
ファイティングスピリット,파이팅 스피릿
マイクパフォーマンス,마이크 퍼포먼스
ツープラトン,투플라톤

!레인저 스킬
レンジャーのアビリティ,레인저의 어빌리티
ライトウェイト,라이트 웨이트
アローレイン,애로우 레인
敵全体に自属性ダメージ,적 전체에게 자신의 속성 데미지
精密射撃,정밀사격
"ライトウェイト<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","라이트 웨이트<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
効果中の被ダメージと弱体効果を無効化する状態,효과 중 받는 데미지와 약화 효과를 무효화하는 상태
攻撃力+***,공격력+***
アビリティダメージ+*％,어빌리티 데미지+*％


!명사수 스킬
アローレインII,애로우 레인II
ハードライン,하드라인





!사이드와인더 스킬

ライトウェイトII,라이트 웨이트II
アローレインIII,애로우 레인III
キルストリーク,킬 스트릭
スタディエイム,스터디 에임
チェンジ,체인지

!하운드독 스킬

チャフリリース,채프릴리스
タクティクスコマンド,태크닉 커맨드
ジャミング,재밍
トワイライトゾーン,트와일라이트 존
レイショナルショット,레이셔널 샷



!하피스트 스킬
ハーピストのアビリティ,하피스트의 어빌리티
オーヴァチュア,오버츄어
味方全体の回復性能UP　★楽器装備時に性能UP,아군 전체의 회복 성능 UP ★악기 장비시 성능 UP
チャームボイス,챰 보이스
敵に魅了効果　★楽器装備時に性能UP,적에게 매료 효과　★악기 장비시 성능 UP
カンタービレ,칸타빌레
オーバードライブ時の敵からの被ダメージ減少,오버드라이브 상태의 적에게 받는 데미지 감소
"オーヴァチュア<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","오버츄어<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
"チャームボイス<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","챰 보이스<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
防御力+*％,방어력+*％
弱体耐性+*％,약화 내성+*％
回復アビリティの回復量が上昇した状態(累積),회복 어빌리티의 회복량이 상승한 상태(누적)
回復アビリティの回復上限が上昇した状態(累積),회복 어빌리티의 회복 상한이 상승한 상태(누적)

!민스트럴 스킬

チャームボイスII,챰 보이스II
ミンストレルソング,민스트럴 송
味方全体に再生効果　★楽器装備時に性能UP,아군 전체에게 재생 효과　★악기 장비시 성능 UP


!슈퍼스타 스킬

オーヴァチュアII,오버츄어II
ソウルピルファー,소울필퍼
敵全体の弱体耐性DOWN/味方全体の弱体耐性UP　★楽器装備時に性能UP,적 전체의 약화 내성 DOWN / 아군 전체의 약화 내성 UP　★악기 장비시 성능 UP
ソング・オブ・グランデ,송・오브・그랑데
味方全体のダブルアタック確率UP(大)　★楽器装備時に性能UP,아군 전체의 더블어택 확률 UP(대)　★악기 장비시 성능 UP
コンクルージョン,컨클루전
ひつじのうた,양의 노래
トレマーラウンド,트레머라운드

!엘리시온 스킬

ソング・トゥ・ザ・デッド,송・투・더・데드
解放の歌声,해방의 가성
コール・オブ・アビス,콜・오브・어비스





!랜서 스킬
ランサーのアビリティ,랜서의 어빌리티
リードドライブ,리드 드라이브
"敵に自属性ダメージ<br><span class=""text-blue"">槍：ブレイク状態を維持<br>斧：モードゲージ減少</span>","적에게 자신의 속성 데미지<br><span class=""text-blue"">창：브레이크 상태를 유지<br>도끼：모드 게이지 감소</span>"
デュアルインパルス,듀얼 임펄스
"<div class=""prt-text-small"">効果中必ず連続攻撃<br><span class=""text-blue"">槍：参戦者のダブルアタック確率UP(小)<br>斧：敵のダブルアタック確率DOWN(小)</span></div>","<div class=""prt-text-small"">효과중 반드시 연속공격<br><span class=""text-blue"">창：참전자의 더블어택 확률 UP(소)<br>도끼：적의 더블어택 확률 DOWN(소)</span></div>"
ヴォリショナル,볼리셔널
槍装備時に攻撃UP<br>斧装備時に防御UP,창 장비시 공격 UP<br>도끼 장비시 방어 UP
"リードドライブ<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","리드 드라이브<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
"デュアルインパルス<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>","듀얼 임펄스<div class=""btn-ability-effect-info"" data-ability-index=""*""></div>"
ダブルアタック確率+*％,더블어택 확률+*％
"ダブルアタック確率<span class=""value"">+*%</span>","더블어택 확률<span class=""value"">+*%</span>"
ブレイク時間が延長している状態,브레이크 시간이 연장되어 있는 상태

!드라군 스킬

デュアルインパルスII,듀얼 임펄스II
"<div class=""prt-text-small"">効果中必ず連続攻撃<br><span class=""text-blue"">槍：参戦者のダブルアタック確率UP(中)<br>斧：敵のダブルアタック確率DOWN(中)</span></div>","<div class=""prt-text-small"">효과 중 반드시 연속공격<br><span class=""text-blue"">창：참전자의 더블어택 확률 UP(중)<br>도끼：적의 더블어택 확률 DOWN(중)</span></div>"
パイルリベレーション,파일 리버레이션
"<div class=""prt-text-small"">自分の奥義ゲージに応じて自属性ダメージ/攻撃UP/防御UP/自分にダメージ</div>","<div class=""prt-text-small"">자신의 오의 게이지에 따라 자신의 속성 데미지/공격UP/방어UP/자신에게 데미지</div>"



!발큐리아 스킬

リードドライブII,리드 드라이브II

デュアルインパルスIII,듀얼 임펄스III
"<div class=""prt-text-small"">効果中必ずトリプルアタック<br><span class=""text-blue"">槍：参戦者の連続攻撃確率UP(大)<br>斧：敵の連続攻撃確率DOWN(大)</span></div>","<div class=""prt-text-small"">효과 중 반드시 트리플어택<br><span class=""text-blue"">창：참전자의 더블어택 확률 UP(대)<br>도끼：적의 더블어택 확률 DOWN(대)</span></div>"
レゾナンスサージ,레저넌스 서지
敵に自属性ダメージ/自分のアビリティダメージUP(累積),적에게 자신의 속성 데미지 / 자신의 어빌리티 데미지 UP(누적)
ランドグリース,랜드그리스
エインフェリアル,에인헤리


!아프사라스 스킬

雷光水明,뇌광수명

湧水の羽衣,용수의 우의
狂信演舞,광신연무
水鳥の歌詠,수조의 가영
曼珠沙華,만주사화




!글래디에이터 스킬

アナザーブレード,어나더 블레이드

ツインサーキュラー,트윈 서큘러
敵全体に*回自属性ダメージ,적 전체에게 *회 자신의 속성 데미지
ディストリーム,디스트림
"<div class=""prt-text-small"">敵に*回弱点属性ダメージ<br><span class=""text-blue"">◆コンパニオンウェポン装備時：攻撃回数*倍</span></div>","<div class=""prt-text-small"">적에게 *회 약점 속성 데미지<br><span class=""text-blue"">◆컴패니언 웨폰 장비시：공격 횟수 *배</span></div>"


!크리사오르 스킬

アナザーブレードII,어나더 블레이드II
"効果中、奥義がコンパニオンウェポンの奥義に変化/自分の奥義性能UP(*回)<br><span class=""text-blue"">◆コンパニオンウェポン装備時のみ使用可能</span>","효과중、오의가 컴패니언웨폰의 오의로 변화/자신의 오의성능UP(*회)<br><span class=""text-blue"">◆컴패니언 웨폰 장시에만 사용가능</span>"
アーセガル,아세갈
"敵に自属性ダメージ/自分の奥義ゲージUP(**%)<br><span class=""text-blue"">◆コンパニオンウェポン装備時：*回発動</span>"
デュアルアーツ
"効果中自分の奥義が*回発動<br><span class=""text-blue"">◆コンパニオンウェポン装備時のみ使用可能</span>"
デュアルブレード
コンパニオンウェポン装備時ステータスUP/同一ターンに発動する*回目の奥義がコンパニオンウェポンの奥義に変化
メイルブレイク
"連続攻撃発動時、確率で敵に防御DOWN(累積)<br><span class=""text-blue"">◆コンパニオンウェポン装備時</span>"


!알케미스트 스킬
錬成:キュアポーション,연성 : 큐어 포션

メディク,메딕
味方全体のHPを回復,아군 전체의 HP 회복
士気向上,사기향상
参戦者の奥義ゲージUP,참전자의 오의 게이지 UP
鬼神の丸薬,귀신의 환약





ポーションリファイン,포션 리파인
