orig,kr
在庫: *個,재고 : *개
在庫: **個,재고 : **개
在庫: ***個,재고 : ***개
在庫: ****個,재고 : ****개
在庫: *セット,재고 : *세트
在庫: **セット,재고 : **세트
在庫: ***セット,재고 : ***세트
在庫: ****セット,재고 : ****세트
在庫/月: *個,재고/월 : *개
在庫/月: **個,재고/월 : **개
在庫/月: ***個,재고/월 : ***개
在庫/月: ****個,재고/월 : ****개
アーカルムの転世では、<br>サポーター召喚石は使用できません,아카룸의 전세에서는<br>서포트 소환석은 사용 할 수 없습니다
このパーティでクエストに挑戦します,이 파티로 퀘스트에 도전합니다
アーカルムポイント,아카룸 포인트
挑戦するアーカルムシリーズを変更しました。,도전하는 아카룸 시리즈를 변경했습니다
アイテム入手,아이템 입수
以下のアイテムを入手しました。,아래의 아이템을 획득했습니다
チェックポイント到達,체크 포인트 도달
チェックポイントに到達しました。<br><br>進行状況を記録して探索を終了し、<br>アーカルムTOPへ戻りますか？,"체크 포인트에 도달했습니다<br><br>진행상황을 기록하고 탐색을 종료하여,<br>아카룸TOP으로 돌아가시겠습니까？"
アーカルムTOP,아카룸TOP
探索完了,탐색종료
ポイント・ケルサスを踏破しました。,포인트・켈수스를 돌파했습니다
進行状況がリセットされました。,진행상황이 리셋되었습니다
進行状況を記録し、探索を完了しました。,"진행상황을 기록하고, 탐색을 완료했습니다"
アーカルムパスポートを使用することで<br>今回の続きから探索を開始できます。,아카룸 패스포트를 사용하여<br>이후의 탐색을 개시할 수 있습니다
"<div class=""prt-frame-head""></div>	<div class=""prt-frame-main"">		<div class=""prt-division-list"">			この場所に移動します<br>							TP *** → <span class=""txt-attention"">***</span><br>				<div class=""btn-move-division"">移動する</div>					</div>	</div>	<div class=""prt-frame-foot""></div>","<div class=""prt-frame-head""></div>        <div class=""prt-frame-main"">                <div class=""prt-division-list"">                        이 장소로 이동합니다<br>                                                        TP *** → <span class=""txt-attention"">***</span><br>                                <div class=""btn-move-division"">移動する</div>                                        </div>        </div>        <div class=""prt-frame-foot""></div>"




!아카룸 등장 마물
光耀のボルカノン,광요의  볼케이논
カースドトレント,커스드 트렌트
コルニス,코르니스
オールドハウンド,올드 하운드
セフィリアン・ヒドラ,세피리안 히드라














!아카룸 목표
クリア条件なし,클리어 조건 없음
全ての敵を殲滅,모든 적의 섬멸
特定の敵を討伐,특정의 적을 토벌
セフィラの封門石をすべて破壊,세피라의 봉문석을 모두 파괴
セフィラの封門石,세피라의 봉문석
結界が奥地への進行を阻んでいる,결계가 진행을 막고있다

猛きヘラクレスビートルを討伐,사나운 헤라클레스 비틀을 토벌
ドゥンケルハイトを討伐,둔켈하이트를 토벌
光耀のボルカノンを討伐,광요의 볼케이논 토벌



!아카룸 해설
奇妙な静けさに<br>包まれている……,기묘한 정적에<br>휩싸여있다……
不思議な力で封鎖されている……,불가사의한 힘으로 봉쇄되어있다……
透きとおった石が<br>きらめいている,투명한 돌이<br>반짝이고있다
この場所には何もないようだ,여기에는 아무것도 없는 것 같다
冷たい空気に<br>満ちている……,차가운 공기가<br>가득차있다……
何かが起きそうな気がする……,무언가 일어날 것 같은 느낌이 든다……
禍々しい気配を感じる……,불길한 기색이 느꺼진다……
骨のようなものが<br>落ちている,뼈 같은 것이<br>떨어지고있다……
あちこちに文字のような<br>模様が刻まれている,여기저기에 문자 같은<br>모양이 새겨져있다
瓦礫の隙間に<br>巣のようなものがある,잔해 사이로<br>둥지 같은 것이 있다
何かを引きずった跡がある,무언가를 끌고 간 흔적이 있다
高価そうな装飾品が<br>砂に埋れている,비싸보이는 장식품이<br>모래에 파묻혀있다
お宝の気配がする……,보물이 들어있을 것 같다……
柱に施された装飾が美しい,기둥에 새겨진 장식이 아름답다
折れた槍や剣の破片が<br>散らばっている,부서진 창이나 검의 파편이<br>흩어져있다
石が不自然に<br>積み上がっている,돌이 부자연스럽게<br>쌓여있다
砂埃が風に吹かれて<br>舞い上がった,모래먼지가 바람에 날려<br>솟아올랐다
石柱が崩れてから随分と<br>時が経っているようだ,돌기둥이 무너진 뒤로부터<br>상당시 시간이 지난 것 같다
頭上から差し込む光が<br>神秘的だ,머리 위로부터 비치는 빛이<br>신비롭다
壁面を淡い光が<br>照らしている,벽면에 희미한 빛이<br>비치고있다
自分の足音だけが響く,내 발소리가 들린다
呼吸の音が<br>やけに大きく聞こえる,호흡하는 소리가<br>유난히 크게 들린다
蔓が壁面を覆うように<br>絡みついている,덩굴이 벽을 덮듯이<br>감겨있다
美しく頑強な柱が<br>天井へ真っ直ぐ伸びている,아름답고 완강한 기둥이<br>천장에 곧게 이어져있다
ここで何かの儀式を<br>執り行ったのだろうか,여기에서 무언가 의식을<br>올렸던걸까
奥に祠のようなものが<br>見える,안쪽에 사당 같은 것이 보인다
大きな鳥がこちらを<br>じっと見つめている,큰 새가 이쪽을<br>가만히 응시하고있다
古びてはいるが<br>威厳を感じる場所だ,낡기는 했지만<br>위엄을 느낄 수 있는 장소다
静謐な空気に<br>満ちている……,평온한 공기로<br>가득차있다……
石段には繊細な<br>装飾が施されている,돌계단에는 섬세한<br>장식이 되어있다
水面が揺らめき輝いている,수면이 잔잔히 빛나고 있다
虚ろに風の音が響いた,허공에 바람 소리가 울렸다
枕木がところどころ<br>欠けている,침목이 군데군데<br>파여 있다
天井から吊られた<br>ロープが揺れている,천장에 매달린<br>로프가 흔들리고 있다
鳥の群れが飛び去っていく,새들이 날아다니고 있다
木々が風に吹かれて<br>揺れている,나무들이 바람에<br>흔들리고 있다
遠くで風が鳴っている,멀리서 바람이 분다
遠くの木々が揺れている,먼 곳의 나무들이 흔들리고 있다
静かな青空が広がっている,고요한 푸른 하늘이 펼쳐져 있다
大きな雲が浮かんでいる,큰 구름이 떠 다닌다
心地よい風が吹いている,상쾌한 바람이 불고 있다
鳥のさえずりが聞こえる,새의 지저귐이 들린다
背の低い草が茂っている,키 작은 풀이 무성하다
丸い葉の植物が生えている,둥근 잎 식물이 자라있다
