orig,kr
"<div class=""prt-text-small"">敵に*.*倍火属性ダメージ/金火彗降の発動により防御DOWN/敵対心UP(累積)<span class=""text-blue"">◆エーテリアルシール消費：防御DOWN/敵対心UPなし</span></div>","<div class=""prt-text-small"">적에게 *.*배 화속성 데미지 / 금화혜강의 발동으로 방어 DOWN / 적대심 UP(누적) <span class=""text-blue"">◆에테리얼 씰 소비：방어 DOWN / 적대심 UP 없음</span></div>"

天才肌,천재적인 기질
弱体状態の敵に対して攻撃UP,약화 상태의 적을 상대로 공격 UP
完全たる魔導弓,완전한 마도궁
エーテリアルシールを消費して火属性追撃効果,에테리얼 씰을 소비해 화속성 추격 효과


!무겐(SSR / 리미티드)
[鋼体童子],[강체동자]
ムゲン,무겐

ムゲン全力アタック,무겐 전력 어택
ムゲン全力アタック＋,무겐 전력 어택＋
火属性ダメージ(特大)/童子の唄が即時使用可能,화속성 데미지(특대) / 동자의 노래를 즉시 사용 가능
ジャイアント・バン,자이언트 번
火属性ダメージ(極大)/自分にランダムな強化効果(永続/消去不可),화속성 데미지(극대) / 자신에게 랜덤 강화 효과(영구/소거불가)

鋼体の護り,강체의 수호
鋼体の護り＋,강체의 수호＋
自分にかばう効果(全体)/被ダメージを**%軽減,자신에게 감싸기 효과(전체) / 받는 데미지를 **% 경감

童子の唄,동자의 노래
童子の唄＋,동자의 노래＋
味方全体にランダムな強化効果(永続/消去不可)/奥義ゲージUP(**%),아군 전체에게 랜덤 강화 효과(영구/소거불가) / 오의 게이지 UP(**%)

天衣の体躯,천의의 체구
自分のHPを回復(最大*****),자신의 HP를 회복 (최대 *****)
緩やかな滅びの中で,안온한 멸망 속에서
"<div class=""prt-text-small"">ターン終了時に瀕死状態の味方がいる時、滅尽状態に変化しHPと弱体効果を全回復　<span class=""text-blue"">◆滅尽状態中、攻撃性能大幅UP/敵対心UP/弱体効果無効/アビリティ使用不可</span></div>","<div class=""prt-text-small"">턴 종료시 빈사 상태의 아군이 있으면 멸진 상태로 변화하고 HP와 약화 효과를 모두 회복 <span class=""text-blue"">◆멸진 상태 중 공격 성능 대폭 UP / 적대심 UP / 약화 효과 무효 / 어빌리티 사용 불가</span></div>"
無我の衝動,무아의 충동
"<div class=""prt-text-small"">滅尽状態中*ターン毎に自分のステータスに応じた行動をする/奥義ゲージ***%時、奥義を温存していても発動する</div>","<div class=""prt-text-small"">멸진 상태 중 *턴 마다 자신의 상태에 맞는 행동을 한다 / 오의 게이지 ***% 시 오의를 보존하고 있어도 발동</div>"


























!소시에(SSR / 화속 일반)
[千年を追いし者],[천년을 쫓는 자]
ソシエ,소시에

白之舞・瑞華,백색의 춤・서화
白之舞・瑞華＋,백색의 춤・서화＋
火属性ダメージ(特大)/味方全体に火属性追撃効果,화속성 데미지(특대) / 아군 전체에게 화속성 추격 효과

壱之舞・霜月,첫번째 춤・상월
壱之舞・霜月＋,첫번째 춤・상월＋
自分にかばう効果,자신에게 감싸기 효과

陸之舞・雲龍,뭍가의 춤・운룡
陸之舞・雲龍＋,뭍가의 춤・운룡＋
味方全体の全属性ダメージカット(**%),아군 전체의 모든 속성 데미지 컷(**%)

終之舞・時詠改,마무리 춤・시영改
"<div class=""prt-text-small"">徐々に火属性キャラの連続攻撃確率UP　<span class=""text-blue"">◆演舞中通常攻撃をしない/再使用で演舞を終了し連続攻撃確率UPの効果が一定時間続く</span></div>","<div class=""prt-text-small"">서서히 화속성 캐릭터의 연속공격 확률 UP　<span class=""text-blue"">◆연무 중 일반공격을 하지 않음 / 재사용으로 연무를 종료하고 연속공격 확률 UP의 효과가 일정시간 지속</span></div>"

大いなる九尾の炎,위대한 구미호의 불꽃
大切な人へ捧げる舞,소중한 사람에게 바치는 춤
演舞中高揚効果/防御大幅UP/敵対心UP/カウンター(被ダメージ/*回),연무 중 고양 효과 / 방어 대폭 UP / 적대심 UP / 카운터(*회)


!슈트름(SSR / 리미티드)
[戦焔の傭兵],[싸우는 불꽃의 용병]
スツルム,슈트름

フロム・ヘル,프롬 헬
フロム・ヘル＋,프롬 헬＋
火属性ダメージ(特大)/次のレックレスレイドが*回発動,화속성 데미지(특대) / 다음 렉클리스 레이드가 *회 발동

レックレスレイド,렉클리스 레이드
レックレスレイド＋,렉클리스 레이드＋
"<div class=""prt-text-small"">敵に火属性ダメージ/灼熱効果<br><span class=""text-blue"">力圧の刃：自分の攻撃大幅UP(*回)<br>技錬の刃：敵にスロウ効果</span></div>","<div class=""prt-text-small"">적에게 화속성 데미지 / 작열 효과<br><span class=""text-blue"">역압의 검：자신의 공격 대폭 UP(*회)<br>기련의 검：적에게 슬로우 효과</span></div>"

スウォード・スイッチ,소드 스위치
スウォード・スイッチ＋,소드 스위치＋
技錬の刃に切り替える,기련의 검으로 전환한다
力圧の刃に切り替える,역압의 검으로 전환한다

ロード・アゲイン,로드 어게인
"自分の攻撃UP/連続攻撃確率UP/回避率UP　<span class=""text-blue"">◆奥義ゲージを**％消費</span>","자신의 공격 UP / 연속공격 확률 UP / 회피율 UP　<span class=""text-blue"">◆오의 게이지를 **％ 소비</span>"
力圧の刃,역압의 검
力圧の刃の時、通常攻撃時に確率で自分の攻撃UP(累積)/灼熱状態の敵に火属性追撃効果,"<span style=""font-size: 90%"">역압의 검 상태에 일반공격시 확률로 자신의 공격 UP(누적) / 작열 상태의 적에게 화속성 추격 효과</span>"
技錬の刃,기련의 검
技錬の刃の時、通常攻撃時に敵の防御DOWN(累積)/回避時にレックレスレイドが発動,"<span style=""font-size: 90%"">기련의 검 상태에 일반공격시 적의 방어 DOWN(누적) / 회피시 렉클리스 레이드가 발동</span>"


!스카사하(SSR / 발렌타인)
[仁愛真龍],[인애진룡]
スカーサハ,스카사하

タートフラーム,타트 플람
タートフラーム＋,타트 플람＋
火属性ダメージ(特大)/自分に甘露を*つ追加/味方全体に逆境効果,화속성 데미지(특대) / 자신에게 감로를 *개 추가 / 아군 전체에 역경 효과

フォロー・ユア・ハート,팔로우 유어 하트
フォロー・ユア・ハート＋,팔로우 유어 하트＋
"<div class=""prt-text-small"">味方全体にそれぞれの最大HPの**%分のバリア効果(最大****)<br><span class=""text-blue"">◆味方全体のHPを最大値の**%消費</span></div>","<div class=""prt-text-small"">아군 전체에게 각자의 최대 HP **%의 배리어 효과 (최대 ****)<br><span class=""text-blue"">◆아군 전체의 HP를 최대치의 **% 소비</span></div>"

ディアドラの仁愛,디아드라의 인애
ディアドラの仁愛＋,디아드라의 인애＋
"<div class=""prt-text-small"">味方全体の火属性攻撃UP/弱体効果を*つ回復/甘露の数に応じてHPを回復<br><span class=""text-blue"">◆甘露を全て消費</span></div>","<div class=""prt-text-small"">아군 전체의 화속성 공격 UP / 약화 효과를 *개 회복 / 감로의 수에 따라 HP를 회복 <span class=""text-blue"">◆감로를 모두 소비</span></div>"

メロウ・クエスト,멜로우 퀘스트
"<div class=""prt-text-small"">甘露の数に応じて敵に最大**倍火属性ダメージ/強化効果を*つ無効化<br><span class=""text-blue"">◆甘露を全て消費</span></div>","<span style=""font-size: 90%"">감로의 수에 따라 적에게 최대 **배 화속성 데미지 / 강화 효과를 *개 무효화<br><span class=""text-blue"">◆감로를 모두 소비</span></div>"
真龍からの贈り物,진룡의 선물
"<div class=""prt-text-small"">自分が被ターゲット時甘露を*つ追加(最大*)/自分が瀕死状態になったターンの終了時、一度だけ火属性キャラのHPを全回復</div>","<div class=""prt-text-small"">자신이 데미지를 받으면 감로를 *개 추가(최대*) / 자신이 빈사 상태가 된 턴 종료시, 한 번만 화속성 캐릭터의 HP를 전부 회복</div>"
ふたりだけのお茶会,둘만의 다과회
バリアが付与されている味方に火属性追撃効果,배리어가 부여된 아군에게 화속성 추격 효과


!시바(SSR / 리미티드)
[究極不変悪滅善護],[궁극불변악멸선호]
シヴァ,시바
救いを司りし猛き武神は、人の営みに寄り添い強き心に呼応し顕現す。神は願う。世を織りなす人の子が本道に立ち返らんことを。,구원을 관장하는 용맹한 무신은 인간의 생활에 관심을 가지고 간절히 바라는 강한 마음에 응해 현현한다. 신은 바란다. 세상을 자아내는 인간의 아이가 바른 길로 되돌아오기를
破壊の光が齎すもの,파괴의 빛이 가져오는 것
破壊神顕現,파괴신 현현
エピソード解放条件,에피소드 해방 조건
サイドストーリー<br>										「どうして空は蒼いのか」<br>の「第*話 君」クリア,사이드 스토리<br>                                                                                「어째서 하늘은 푸른걸까」<br>「제*장 너」를 클리어
サイドストーリー<br>														「どうして空は蒼いのか」<br>の「第*話 君」クリア,사이드 스토리<br>                                                                                                                「어째서 하늘은 푸른걸까」<br>「제*장 너」를 클리어

第三の目、開眼＋,"제 3의 눈, 개안＋"
"火属性ダメージ(特大)/自分の攻撃UP(*回)　<span class=""text-blue"">◆第三の目が開眼し次の奥義性能大幅UP</span>","화속성 데미지(특대) / 자신의 공격 UP(*회) <span class=""text-blue"">◆제 3의 눈을 개안하여 다음 오의 성능 대폭 UP</span>"
トリシューラ,트리슈라
トリシューラ＋,트리슈라＋
敵に*倍火属性ダメージ/悪滅の炎効果,적에게 *배 화속성 데미지 / 악멸의 불꽃 효과

ブラフマン・ルドラ,브라흐만 루드라
ブラフマン・ルドラ＋,브라흐만 루드라＋
味方全体の攻撃UP/ダメージ上限UP/被ダメージを軽減,아군 전체의 공격 UP / 데미지 상한 UP / 받는 데미지를 경감
"<div class=""txt-recast"">使用間隔：**ターン</div><div class=""txt-recast start-recast""></div>","<div class=""txt-recast"">사용간격：**턴</div><div class=""txt-recast start-recast""></div>"

ターンダヴァ,탄다바
"<div class=""prt-text-small"">効果中必ずトリプルアタック/自分にカウンター効果(回避・被ダメージ/*回)/風属性ダメージ軽減/クリティカル確率UP</div>","<div class=""prt-text-small"">효과 중 반드시 트리플 어택 / 자신에게 카운터 효과(*회) / 풍속성 데미지 경감 / 크리티컬 확률 UP</div>"
破壊の舞踏,파괴의 무도
"<div class=""prt-text-small"">奥義ゲージが溜まりにくいが通常攻撃の与ダメージが高い/奥義発動時に破導Lvが*上昇(最大*)　<span class=""text-blue"">◆破導Lvに応じて攻撃UP/トリプルアタック確率UP</span></div>","<div class=""prt-text-small"">오의 게이지가 모이기 어렵지만 일반공격의 데미지가 높다 / 오의 발동 시 파도 Lv이 *상승(최대 *)<br><span class=""text-blue"">◆파도 Lv에 따라 공격 UP / 트리플 어택 확률 UP</span></div>"
崇拝の尊神,숭배의 존신
味方全体の強化効果「火属性攻撃UP」の効果UP,아군 전체의 강화 효과 「화속성 공격 UP」의 효과 UP


!아기엘바(SSR)
[暁の大刀],[새벽의 대검]
アギエルバ,아기엘바

轟覇暁天,굉패효천
轟覇暁天＋,굉패효천＋
火属性ダメージ(特大)/発動ターンのみ自分の被ダメージを**%軽減,화속성 데미지(특대) / 발동 턴에만 자신이 받는 데미지를 **% 경감
剛毅,강의 (剛毅)
剛毅＋,강의＋ (剛毅)
"<div class=""prt-text-small"">自分にかばう効果/自分の防御UP/カウンター(被ダメージ/*回)</div>","<div class=""prt-text-small"">자신에게 감싸기 효과 / 자신의 방어 UP / 카운터(*회)</div>"
転応,호응 (転応)
転応＋,호응＋ (転応)
"<div class=""prt-text-small"">敵に火属性ダメージ/自分に逆境効果<br><span class=""text-blue"">◆自分の残りHPが少ないほどダメージUP</span></div>","<div class=""prt-text-small"">적에게 화속성 데미지 / 자신에게 역경 효과<br><span class=""text-blue"">◆자신의 남은 HP가 적을수록 데미지 UP</span></div>"
軻遇突智,예우돌지
自分が即座に奥義発動可能/他のアビリティが即時使用可能になる/吸収効果,자신이 즉시 오의 발동가능 / 다른 어빌리티가 즉시 사용 가능 / 흡수 효과
豪放磊落,호방뇌락
防御力が高いが敵のターゲットにされやすい/一度だけ戦闘不能にならずにHP*で耐える,"<span style=""font-size: 90%"">방어력이 높지만 적의 표적이 되기 쉽다 / 한 번만 전투불능이 되지 않고 HP *로 견딘다</span>"


!아니라(SSR)
[南南西の守護神],[남남서의 수호신]
アニラ,아니라
南南西を護りし十二神将が一人。争いを忌み、和を尊ぶ心優しき羊神は、辺境の地にて世界の安寧を願う。永きにわたる孤独に耐えた彼女は、星の導きに従いまだ見ぬ彼の地を目指す。,남남서를 수호하는 십이신장 중 한 명. 싸움을 싫어하고 평화를 존중하는 상냥한 양신은 변경의 땅에서 세계의 안녕을 기원한다. 기나긴 고독을 견딘 그녀는 별의 인도에 따라 아직 보지 못한 그 땅을 목표로 한다

羊瀾怒濤,양란노도
火属性ダメージ(特大)/味方全体にバリア効果,화속성 데미지(특대) / 아군 전체에게 배리어 효과

森羅万象,삼라만상
森羅万象＋,삼라만상+
"<div class=""prt-text-small"">ターゲットに関わらず*回全属性ダメージ/自分に弱点属性追撃効果</div>","<div class=""prt-text-small"">타겟에 관계없이 *회 모든 속성 데미지 / 자신에게 약점 속성 추격 효과</div>"
森羅万象＋＋,삼라만상++
