orig,kr
獲得条件：７７７当選,획득조건：７７７ 당첨

ジャックポット当選しました。,잭팟에 당첨되었습니다.
獲得条件：スロットでジャックポットを当てる,획득조건：슬롯으로 잭팟을 맞춘다

運は天に在り,운은 하늘에 맡겼다
獲得条件：ダブルアップ*回目を達成,획득조건：더블업 *회차 달성

ロイヤルストレートフラッシュ,로얄 스트레이트 플러시
獲得条件：ポーカーでロイヤルストレートフラッシュを作る,획득조건：포커에서 로얄 스트레이트 플러시를 만든다

手を下すまでもなかった,손쓸 필요도 없었다
獲得条件：FREE BALLでBINGOする,획득조건：FREE BALL로 BINGO되기

一番乗り！,일등！
獲得条件：BINGOで*位を取る,획득조건：BINGO에서 *위가 된다
"<option data-category-id=""*"" value=""*"">トレジャー</option>",,,,,,,,"<option data-category-id=""*"" value=""*"">ルピ</option>",,,,,,,,"<option data-category-id=""*"" value=""*"" selected="""">カジノ</option>",,,,,,,,"<option data-category-id=""*"" value=""*"">セラフィックウェポン</option>,"

ヘブンリーボール,헤븐리 볼
獲得条件：CHANCE BALLでBINGOする,획득조건：CHANCE BALL로 BINGO되기

スーパービンゴ,슈퍼빙고
獲得条件：SUPER BINGOをする,획득조건：SUPER BINGO에 당첨

四天司の剣との出会い,사천사의 검과의 만남
獲得条件：Sレア武器「ソード・オブ・ミカエル」を入手,획득조건：SR 무기 「소드・오브・미카엘」을 획득

四天司の杖との出会い,사천사의 지팡이와의 만남
獲得条件：Sレア武器「ワンド・オブ・ガブリエル」を入手,획득조건：SR 무기 「완드・오브・가브리엘」을 획득

四天司の手甲との出会い,사천사의 장갑과의 만남
獲得条件：Sレア武器「グローブ・オブ・ウリエル」を入手,획득조건：SR 무기 「글러브・오브・우리엘」을 획득

四天司の弓との出会い,사천사의 활과의 만남
獲得条件：Sレア武器「リング・オブ・ラファエル」を入手,획득조건：SR 무기 「링・오브・라파엘」을 획득

天司の竪琴との出会い,천사의 하프와의 만남
獲得条件：Sレア武器「ハープ・オブ・ハルワアムル」を入手,획득조건：SR 무기 「하프・오브・하루와아무르」을 획득

堕天司の鎌との出会い,타천사의 낫과의 만남
獲得条件：Sレア武器「サイス・オブ・ベリアル」を入手,획득조건：SR 무기 「사이즈・오브・베리알」을 획득
"<option data-category-id=""*"" value=""*"">トレジャー</option>",,,,,,,,"<option data-category-id=""*"" value=""*"">ルピ</option>",,,,,,,,"<option data-category-id=""*"" value=""*"">カジノ</option>",,,,,,,,"<option data-category-id=""*"" value=""*"" selected="""">セラフィックウェポン</option>,"


導きの士,인도자
獲得条件：パーティの戦力が*****に到達,획득조건：파티의 전력이 *****에 도달

覇空の士,패공의 인도자

全空の一等星,하늘 전체의 일등성
獲得条件：パーティの戦力が******に到達,획득조건：파티의 전력이 ******에 도달
"<option data-category-id=""*"" value=""*"" selected="""">戦力</option>",,,,,,,,"<option data-category-id=""*"" value=""*"">強化</option>",,,,,,,,"<option data-category-id=""*"" value=""*"">Rank</option>",,,,,,,,"<option data-category-id=""*"" value=""*"">ジョブ</option>,"
Rank

鍛冶屋開業,대장장이 개업
獲得条件：強化を***回行う,획득조건：강화를 ***회 진행한다

火の工具箱,불의 공구함
獲得条件：火属性強化スキルLv**に到達,획득조건：화속성 강화스킬 Lv**에 도달

水の工具箱,물의 공구함
獲得条件：水属性強化スキルLv**に到達,획득조건：수속성 강화스킬 Lv**에 도달

土の工具箱,땅의 공구함
獲得条件：土属性強化スキルLv**に到達,획득조건：토속성 강화스킬 Lv**에 도달

風の工具箱,바람의 공구함
獲得条件：風属性強化スキルLv**に到達,획득조건：풍속성 강화스킬 Lv**에 도달

光の工具箱,빛의 공구함
獲得条件：光属性強化スキルLv**に到達,획득조건：광속성 강화스킬 Lv**에 도달

闇の工具箱,어둠의 공구함
獲得条件：闇属性強化スキルLv**に到達,획득조건：암속성 강화스킬 Lv**에 도달
"<option data-category-id=""*"" value=""*"">戦力</option>",,,,,,,,"<option data-category-id=""*"" value=""*"" selected="""">強化</option>",,,,,,,,"<option data-category-id=""*"" value=""*"">Rank</option>",,,,,,,,"<option data-category-id=""*"" value=""*"">ジョブ</option>,"

手練れの騎空士,뛰어난 기공사
獲得条件：Rank**に到達,획득조건：Rank**에 도달

進撃の騎空士,진격의 기공사

豪傑の騎空士,호걸의 기공사

星翔の騎空士,성상의 기공사
獲得条件：Rank***に到達,획득조건：Rank***에 도달

限界突破,한계돌파

星の瞬き,별의 반짝임
獲得条件：クエスト『星の瞬き』をクリア,획득조건：퀘스트『별의 반짝임』을 클리어

星の囁き,별의 속삭임
獲得条件：クエスト『星の囁き』をクリア,획득조건：퀘스트『별의 속삭임』을 클리어

想い出を胸に,추억을 가슴에
獲得条件：クエスト『星の誘い』をクリア,획득조건：퀘스트『별의 권유』를 클리어

特異点せしめる力,특이점의 힘
獲得条件：クエスト『神撃の試練』をクリア,획득조건：퀘스트『신격의 시련』을 클리어

神話の始まり,신화의 시작
獲得条件：クエスト『神話の高みへ』をクリア,획득조건：퀘스트『신화의 정점으로』를 클리어

かけがえのないあなた,둘도 없는 당신
獲得条件：クエスト『オーバーカム・スカイ・オリジン』をクリア,획득조건：퀘스트『오버컴 스카이 오리진』을 클리어
"<option data-category-id=""*"" value=""*"">戦力</option>",,,,,,,,"<option data-category-id=""*"" value=""*"">強化</option>",,,,,,,,"<option data-category-id=""*"" value=""*"" selected="""">Rank</option>",,,,,,,,"<option data-category-id=""*"" value=""*"">ジョブ</option>,"

究竟の剣闘士,궁극의 검투사
獲得条件：ファイター系のジョブでクエスト「受け継がれる意思」をクリア,획득조건：파이터 계열의 직업으로 퀘스트「계승되는 의지」를 클리어

究竟の守護騎士,궁극의 수호기사
獲得条件：ナイト系のジョブでクエスト「受け継がれる意思」をクリア,획득조건：나이트 계열의 직업으로 퀘스트「계승되는 의지」를 클리어

究竟の聖職者,궁극의 성직자
獲得条件：プリースト系のジョブでクエスト「受け継がれる意思」をクリア,획득조건：프리스트 계열의 직업으로 퀘스트「계승되는 의지」를 클리어

究竟の魔導士,궁극의 마도사
獲得条件：ウィザード系のジョブでクエスト「受け継がれる意思」をクリア,획득조건：위자드 계열의 직업으로 퀘스트「계승되는 의지」를 클리어

究竟の盗賊,궁극의 도적
獲得条件：シーフ系のジョブでクエスト「受け継がれる意思」をクリア,획득조건：시프 계열의 직업으로 퀘스트「계승되는 의지」를 클리어

解き放て漢唄,벗어던진 사나이의 노래
獲得条件：クエスト『祭と喧嘩は海の華』をクリア,획득조건：퀘스트『축제와 싸움은 바다의 꽃』을 클리어

究竟の魔剣士,궁극의 마검사
獲得条件：エンハンサー系のジョブでクエスト「受け継がれる意思」をクリア,획득조건：인헨서 계열의 직업으로 퀘스트「계승되는 의지」를 클리어

究竟の格闘士,궁극의 격투가
獲得条件：グラップラー系のジョブでクエスト「受け継がれる意思」をクリア,획득조건：그래플러 계열의 직업으로 퀘스트「계승되는 의지」를 클리어

究竟の射手,궁극의 사수
獲得条件：レンジャー系のジョブでクエスト「受け継がれる意思」をクリア,획득조건：레인저 계열의 직업으로 퀘스트「계승되는 의지」를 클리어

究竟の吟遊詩人,궁극의 음유시인
獲得条件：ハーピスト系のジョブでクエスト「受け継がれる意思」をクリア,획득조건：하피스트 계열의 직업으로 퀘스트「계승되는 의지」를 클리어

究竟の槍騎兵,궁극의 창기병
獲得条件：ランサー系のジョブでクエスト「受け継がれる意思」をクリア,획득조건：랜서 계열의 직업으로 퀘스트「계승되는 의지」를 클리어
"<option data-category-id=""*"" value=""*"">戦力</option>",,,,,,,,"<option data-category-id=""*"" value=""*"">強化</option>",,,,,,,,"<option data-category-id=""*"" value=""*"">Rank</option>",,,,,,,,"<option data-category-id=""*"" value=""*"" selected="""">ジョブ</option>,"

蒼穹に舞いし者,창공에서 춤추는 자
獲得条件：クエスト『炎と剣のスパルタレッスン』をクリア,획득조건：퀘스트『불과 검의 스파르타 레슨』을 클리어

機巧の申し子,기교의 산물
獲得条件：クエスト『開催！ GBC！』をクリア,획득조건：퀘스트『개최！ GBC！』를 클리어

栄光帯びし剣の遣い手,영광의 검사
獲得条件：クエスト『グロウ・グローリー』をクリア,획득조건：퀘스트『글로 글로리』를 클리어

月夜に溶ける黒き術者,월야에 녹아든 검은 술사
獲得条件：クエスト『老猫の妙技』をクリア,획득조건：퀘스트『늙은 고양이의 묘기』를 클리어

刀によりて生きる者,검에 살고 검에 죽는 자
獲得条件：クエスト『誰が為に剣は在る』をクリア,획득조건：퀘스트『누구를 위해 검을 잡는가』를 클리어

マーシャル・マジック・アーティスト,마샬 매직 아티스트
獲得条件：クエスト『崩壊、危機、乗り越えて』をクリア,획득조건：퀘스트『붕괴와 위기를 넘어서』를 클리어

生老病死を乱す者,생로병사를 어지럽히는 자
獲得条件：クエスト『他人を救う覚悟』をクリア,획득조건：퀘스트『사람을 살릴 각오』를 클리어

グランブルーサバイバー,그랑블루 서바이버
獲得条件：クエスト『生き抜く意志と力』をクリア,획득조건：퀘스트『살아나갈 의지와 힘』을 클리어

ムッシュ・ド・シエル,무슈・드・시엘
獲得条件：クエスト『血塗られた洞窟』をクリア,획득조건：퀘스트『피로 물든 동굴』을 클리어

俺は音楽に感謝している,나는 음악에 감사한다
獲得条件：クエスト『ライト・マイ・ファイアー』をクリア,획득조건：퀘스트『라이트 마이 파이어』를 클리어

究竟の双剣士,궁극의 쌍검사
獲得条件：グラディエーター系のジョブでクエスト「受け継がれる意思」をクリア,획득조건：글래디에이터 계열의 직업으로 퀘스트「계승되는 의지」를 클리어

丸太は持ったな！！,통나무를 들었다！！
獲得条件：クエスト『森の担い手』をクリア,획득조건：퀘스트『숲지기』를 클리어

グランブルーダービー,그랑블루 더비
獲得条件：クエスト『騎乗の勇士』をクリア,획득조건：퀘스트『말을 탄 용사』를 클리어

精霊からの戦装束,정령에게 받은 옷
獲得条件：クエスト『歴史を継ぐもの』をクリア,획득조건：퀘스트『역사를 잇는 자』를 클리어



風に挑みし者,바람에 도전한 자
獲得条件：共闘クエストStage*を全てクリア,획득조건：공투 퀘스트 Stage* 전부 클리어

風を恐れぬ者,바람을 두려워하지 않는 자
獲得条件：「風の咆哮」を*回クリア,획득조건：「바람의 포효」를 *회 클리어

火に挑みし者,불에 도전한 자

火を恐れぬ者,불을 두려워하지 않는 자
獲得条件：「悲憤慷慨」を*回クリア,획득조건：「비분강개」를 *회 클리어

水に挑みし者,물에 도전한 자

水を恐れぬ者,물을 두려워하지 않는 자
獲得条件：「水竜の嘆き」を*回クリア,획득조건：「수룡의 탄식」을 *회 클리어

土に挑みし者,땅에 도전한 자

土を恐れぬ者,땅을 두려워하지 않는 자
獲得条件：「豊穣の大樹」を*回クリア,획득조건：「풍요의 거목」을 *회 클리어

疾風に挑みし者,질풍에 도전한 자
獲得条件：共闘クエストStage*HARDを全てクリア,획득조건：공투 퀘스트 Stage* HARD를 전부 클리어

疾風を恐れぬ者,질풍을 두려워하지 않는 자
獲得条件：「疾風の号哭」を*回クリア,획득조건：「질풍의 울음소리」를 *회 클리어

猛炎に挑みし者,맹염에 도전한 자

猛炎を恐れぬ者,맹염을 두려워하지 않는 자
獲得条件：「空を焼く猛火」を*回クリア,획득조건：「하늘을 태우는 맹화」를 *회 클리어

激流に挑みし者,격류에 도전한 자

激流を恐れぬ者,격류를 두려워하지 않는 자
獲得条件：「激流に忍びて」を*回クリア,획득조건：「격류의 인내」를 *회 클리어

巌壁に挑みし者,암벽에 도전한 자

巌壁を恐れぬ者,암벽을 두려워하지 않는 자
獲得条件：「無情なる巌壁」を*回クリア,획득조건：「무정한 암벽」을 *회 클리어

万魔に挑みし者,만마에 도전한 자
獲得条件：共闘クエスト パンデモニウム 第*階層を全てクリア,획득조건：공투 퀘스트 판데모니움  제*계층을 전부 클리어

光焔の裁きに挑みし者,광염의 심판에 도전한 자

氷獄の鏃に挑みし者,빙옥의 화살에 도전한 자

火風の鋒に挑みし者,염풍의 칼날에 도전한 자

幽世の軍勢に挑みし者,유세의 군세에 도전한 자

赤き地平の目撃者,붉은 지평의 목격자
獲得条件：共闘クエスト パンデモニウム 最終階層を全てクリア,획득조건：공투 퀘스트 판데모니움 마지막 계층을 전부 클리어

平原の警備員,평원의 경비원
獲得条件：「踊る兎」を*回クリア,획득조건：「춤추는 토끼」를 *회 클리어

風凪ぐ地の護り人,잔잔한 바람이 부는 땅의 수호자
獲得条件：「羽音のワルツ」を*回クリア,획득조건：「날개소리 왈츠」를 *회 클리어

荒れ地の見張り番,황무지의 파수꾼
獲得条件：「熱烈アタック」を*回クリア,획득조건：「얼렬한 어택」을 *회 클리어

火湧く地底の護り人,불길이 치솟는 지저의 수호자
獲得条件：「暴爪」を*回クリア,획득조건：「사나운 발톱」을 *회 클리어

水面の警守,수면의 수비자
獲得条件：「美食家のススメ」を*回クリア,획득조건：「미식가의 추천」을 *회 클리어

水簾の地の護り人,폭포의 수호자
獲得条件：「海の魔物」を*回クリア,획득조건：「바다의 마물」을 *회 클리어

緑道の巡警員,녹지의 순찰자
獲得条件：「目は口ほどに……」を*回クリア,획득조건：「눈은 입만큼……」을 *회 클리어

土香る遺跡の護り人,흙냄새 나는 유적의 수호자
獲得条件：「当たって砕け！」を*回クリア,획득조건：「일단 부딪쳐 봐！」를 *회 클리어

平原の追撃手,평원의 추격자
獲得条件：「暴風の大翅」を*回クリア,획득조건：「폭풍의 거대한 날개」를 *회 클리어

風凪ぐ地の掃討隊長,잔잔한 바람이 부는 땅의 소탕대장
獲得条件：「猛鳥迎撃」を*回クリア,획득조건：「맹조요격」를 *회 클리어

荒れ地の監視人,황무지의 감시자
獲得条件：「白熱のトレーロ」を*回クリア,획득조건：「백열의 투우사」를 *회 클리어

火湧く地底の索敵隊長,불길이 치솟는 지저의 색출대장
獲得条件：「熱情は潰えず」を*回クリア,획득조건：「열정은 꺼지지 않는다」를 *회 클리어

水面の守衛長,수면의 수비대장
獲得条件：「黄昏に眠りて」を*回クリア,획득조건：「황혼에 잠든」을 *회 클리어

水簾の地の警防隊長,폭포의 경비대장
獲得条件：「怒りの波涛」を*回クリア,획득조건：「분노의 파도」를 *회 클리어

緑道の不寝番,녹지의 불침번
獲得条件：「一念岩をも通す」を*回クリア,획득조건：「일념암(一念岩)조차도 꿰뚫는」을 *회 클리어

琥珀の探究者,호박의 탐구자
獲得条件：「五里霧中」を*回クリア,획득조건：「오리무중」을 *회 클리어

土香る遺跡の警衛隊長,흙냄새 나는 유적의 경비대장
獲得条件：共闘クエスト パンデモニウム第*階層を解放,획득조건：공투 퀘스트 판데모니움 제*계층을 해방

ルームメイト,룸메이트
獲得条件：ルームを作成し、自分で設定した共闘クエストに**回勝利,획득조건：룸을 만들고、자신이 설정한 공투 퀘스트에서 **회 승리

共闘初心者,공투 초보자
獲得条件：共闘クエストで**回勝利,획득조건：공투 퀘스트에서 **회 승리

かけだし剣闘士,풋내기 검투사
獲得条件：ファイター、ウォリアー、ウェポンマスター、ベルセルクで共闘クエストを***回勝利,획득조건：파이터、워리어、웨폰마스터、베르세르크로 공투 퀘스트를 ***회 승리

かけだし守護騎士,풋내기 수호기사
獲得条件：ナイト、フォートレス、ホーリーセイバー、スパルタで共闘クエストを***回勝利,획득조건：나이트、포트리스、홀리세이버、스파르타로 공투 퀘스트를 ***회 승리

かけだし聖職者,풋내기 성직자
獲得条件：プリースト、クレリック、ビショップ、セージで共闘クエストを***回勝利,획득조건：프리스트、클레릭、비숍、세이지로 공투 퀘스트를 ***회 승리

かけだし魔導士,풋내기 마도사
獲得条件：ウィザード、ソーサラー、ハーミット、ウォーロックで共闘クエストを***回勝利,획득조건：위자드、소서러、허밋、워록으로 공투 퀘스트를 ***회 승리

かけだし盗賊,풋내기 도적
獲得条件：シーフ、レイダー、ホークアイ、義賊で共闘クエストを***回勝利,획득조건：시프、레이더、호크아이、의적으로 공투 퀘스트를 ***회 승리

かけだし魔剣士,풋내기 마검사
獲得条件：エンハンサー、アルカナソード、ダークフェンサー、カオスルーダーで共闘クエストを***回勝利,획득조건：인핸서、아르카나소드、다크펜서、카오스루더로 공투 퀘스트를 ***회 승리

かけだし格闘士,풋내기 격투가
獲得条件：グラップラー、クンフー、オーガ、レスラーで共闘クエストを***回勝利,획득조건：그래플러、쿵푸、오거、레슬러로 공투 퀘스트를 ***회 승리

かけだし射手,풋내기 사수
獲得条件：レンジャー、マークスマン、サイドワインダー、ハウンドドッグで共闘クエストを***回勝利,획득조건：레인저、명사수、사이드와인더、하운드독으로 공투 퀘스트를 ***회 승리

かけだし吟遊詩人,풋내기 음유시인
獲得条件：ハーピスト、ミンストレル、スーパースター、エリュシオンで共闘クエストを***回勝利,획득조건：하피스트、민스트럴、슈퍼스타、엘리시온으로 공투 퀘스트를 ***회 승리

かけだし槍騎兵,풋내기 창기병
獲得条件：ランサー、ドラグーン、ヴァルキュリア、アプサラスで共闘クエストを***回勝利,획득조건：랜서、드라군、발큐리아、아프사라스로 공투 퀘스트를 ***회 승리

かけだし錬金術師,풋내기 연금술사
獲得条件：アルケミスト、ドクターで共闘クエストを***回勝利,획득조건：알케미스트、닥터로 공투 퀘스트를 ***회 승리

かけだし忍者,풋내기 닌자
獲得条件：忍者、魔法戦士で共闘クエストを***回勝利,획득조건：닌자、마법전사로 공투 퀘스트를 ***회 승리

かけだし侍,풋내기 사무라이
獲得条件：侍、剣豪で共闘クエストを***回勝利,획득조건：사무라이、검호로 공투 퀘스트를 ***회 승리

かけだし剣聖,풋내기 검성
獲得条件：剣聖、ザ・グローリーで共闘クエストを***回勝利,획득조건：검성、더・글로리로 공투 퀘스트를 ***회 승리

かけだし撃手,풋내기 총잡이
獲得条件：ガンスリンガー、ソルジャーで共闘クエストを***回勝利,획득조건：건슬링어、솔저로 공투 퀘스트를 ***회 승리

かけだし賢者,풋내기 현자
獲得条件：賢者、黒猫道士で共闘クエストを***回勝利,획득조건：현자、흑묘도사로 공투 퀘스트를 ***회 승리

かけだし暗殺者,풋내기 암살자
獲得条件：アサシン、トーメンターで共闘クエストを***回勝利,획득조건：어새신、토멘터로 공투 퀘스트를 ***회 승리

かけだし双剣士,풋내기 쌍검사
獲得条件：グラディエーター、クリュサオルで共闘クエストを***回勝利,획득조건：글래디에이터、크리사오르로 공투 퀘스트를 ***회 승리

コツコツ騎空士,꾸준한 기공사
獲得条件：デイリーミッションを**回達成,획득조건：데일리 미션을 **회 달성

暴虐を鎮めし者,포학을 진압한 자
獲得条件：剣傷の刻まれた磐戸を*回クリア,획득조건：칼자국이 새겨진 동굴을 *회 클리어

怪異を暴きし者,괴이를 파헤친 자
獲得条件：爪跡に抉られた道を*回クリア,획득조건：발톱자국이 파인 길을 *회 클리어

暴君を討ち破りし者,폭군을 무찌른 자
獲得条件：暴君の寝床を*回クリア,획득조건：폭군의 침소를 *회 클리어

審判を覆せし者,판결을 뒤엎은 자
獲得条件：裁考の間を*回クリア,獲得条件：재고의 틈을 *회 클리어

炎獄を焚きし者,염옥을 불사른 자
獲得条件：灼滅の間を*回クリア,획득조건：작멸의 틈을 *회 클리어

輪光を封ぜし者,광륜을 봉인한 자
獲得条件：妃光の間を*回クリア,획득조건：비광의 틈을 *회 클리어

氷獄を拉ぎし者,빙옥을 쳐부순 자
獲得条件：氷獄の間を*回クリア,획득조건：빙옥의 틈을 *회 클리어

強弓を貫きし者,강궁을 꿰뚫은 자
獲得条件：人馬の間を*回クリア,회득조건：인마의 틈을 *회 클리어

幻魔を斬り伏せし者,환마를 베어넘긴 자
獲得条件：幻魔の間を*回クリア,획득조건：환마의 틈을 *회 클리어

波濤を乗り越えし者,파도를 뛰어넘은 자
獲得条件：波濤の間を*回クリア,회득조건：파도의 틈을 *회 클리어

風に吹かれてなお立つ者,바람에 굴복하지 않는 자
獲得条件：花信風の間を*回クリア,획득조건：화신풍의 틈을 *회 클리어

巨巌をも穿つ者,거대한 바위도 꿰뚫는 자
獲得条件：巨巌の間を*回クリア,획득조건：거암의 틈을 *회 클리어

業火にも灼かれぬ者,업화를 버텨낸 자
獲得条件：揺炎の間を*回クリア,획득조건：요염(揺炎)의 틈을 *회 클리어



闇の力を…もっと蓄えねば…,어둠의 힘을…좀 더 모아야 해…
獲得条件：フェイトエピソード「白き恵みのグリモワール」をクリアする,회득조건：페이트 에피소드「하얀 은총의 그리모어」를 클리어

ラカムゥゥゥゥゥ,라카아아아아아암
獲得条件：[蒼穹の案内人]ラカムのLvを**にする,획득조건：[창공의 안내자] 라캄의 Lv을 **으로 올린다

