orig,kr
羅無,LAMU
卯月とルリア,우즈키와 루리아
素敵なステッキ,판타스틱 스틱
いいセンスの扇子,모자란게 없는 모자
ステッキと扇子,스틱과 모자
卯月と未央,우즈키와 미오
一同,일동
楓？,카에데?
卯月と凛と未央の声,우즈키와 린과 미오의 목소리

!로미오와 줄리엣3
サオウ,사오
ロミオ,로미오
パリス,파리스
ジュリエット,줄리엣
主演役者,주연배우
女の子,여자아이
男の子,남자아이
男性,남성
老婆,노파
演劇好きの女性１,연극 좋아하는 여자1
演劇好きの女性２,연극 좋아하는 여자2
店主,점장
買い物客,손님
カップルの女性,커플 여자
カップルの男性,커플 남자
聖王キャピュレット,성왕 캐퓰렛
ベンヴォーリオ,벤볼리오
ロザリンド,로잘린드
酔っ払い,주정뱅이
アントニー,안토니
マキューシオ,머큐시오
ヴェローナ議会員,베로나 의회 의원
怪しい男１,수상한 남자1
怪しい男２,수상한 남자2
神王モンタギュー,신왕 몬타규
地下組織構成員１,지하조직 조직원1
地下組織構成員２,지하조직 조직원2
国王の守護精霊,국왕의 수호정령
王妃の守護精霊,왕비의 수호정령

幼い妹,어린 여동생
幼い兄,어린 오빠
嘴平伊之助,하시비라 이노스케
竈門炭治郎,카마도 탄지로
我妻善逸,아가츠마 젠이츠
兄妹,남매
ライル,라일
異形の化け物,이형의 괴물
冨岡義勇,토미오카 기유
煉獄杏寿郎,렌고쿠 코쥬로
胡蝶しのぶ,코쵸 시노부
ナタク,나타쿠
メドゥーサ,메두사
ドラフの男,드라프 남성
メドゥシアナ,메두시아나
竈門禰豆子,카마도 네즈코
バルド,바르드
星晶獣リョウメンスクナ,성정수 료멘스쿠나
エリィ,에리

グラン,그랑
ジータ,지타
