orig,kr
クエスト開始からキュアポーション*個追加<br>						残り時間: **分,퀘스트 시작부터 큐어 포션 *개 추가<br>                                                남은시간 : **분
クエスト開始からキュアポーション*個追加<br>						残り時間: *分,퀘스트 시작부터 큐어 포션 *개 추가<br>                                                남은시간 : *분
バトルのアイテムドロップ率が**%UP<br>						残り時間: **時間 **分,배틀의 아이템 드롭률 **% UP<br>                                                남은시간 : **시간 **분
バトルのアイテムドロップ率が**%UP<br>						残り時間: **時間 *分,배틀의 아이템 드롭률 **% UP<br>                                                남은시간 : **시간 *분
バトルのアイテムドロップ率が**%UP<br>						残り時間: *時間 **分,배틀의 아이템 드롭률 **% UP<br>                                                남은시간 : *시간 **분
バトルのアイテムドロップ率が**%UP<br>						残り時間: *時間 *分,배틀의 아이템 드롭률 **% UP<br>                                                남은시간 : *시간 *분
バトルのアイテムドロップ率が**%UP<br>						残り時間: **分,배틀의 아이템 드롭률 **% UP<br>                                                남은시간 : **분
バトルのアイテムドロップ率が**%UP<br>						残り時間: *分,배틀의 아이템 드롭률 **% UP<br>                                                남은시간 : *분
奥義ゲージがバトル開始時に**%UP<br>                                                残り時間: **時間 **分,배틀 시작부터 오의 게이지가 **% UP<br>                                                남은시간 : **시간 **분
奥義ゲージがバトル開始時に**%UP<br>                                                残り時間: **時間 *分,오의ゲージがバトル開始時に**%UP<br>                                                残り時間: **時間 *分




獲得Rankポイントが**%UP<br>						残り時間: **時間 **分,획득Rank 포인트가 **% UP<br>                                                남은시간 : **시간 **분
獲得Rankポイントが**%UP<br>						残り時間: **時間 *分,획득Rank 포인트가 **% UP<br>                                                남은시간 : **시간 *분
獲得Rankポイントが**%UP<br>						残り時間: *時間 **分,획득Rank 포인트가 **% UP<br>                                                남은시간 : *시간 **분
獲得Rankポイントが**%UP<br>						残り時間: *時間 *分,획득Rank 포인트가 **% UP<br>                                                남은시간 : *시간 *분
獲得Rankポイントが**%UP<br>						残り時間: **分,획득Rank 포인트가 **% UP<br>                                                남은시간 : **분
獲得Rankポイントが**%UP<br>						残り時間: *分,획득Rank 포인트가 **% UP<br>                                                남은시간 : *분
獲得EXPが**%UP<br>                                                残り時間: **時間 **分,획득 EXP가 **% UP<br>                                                남은시간 : **시간 **분
獲得EXPが**%UP<br>                                                残り時間: **時間 *分,획득 EXP가 **% UP<br>                                                남은시간 : **시간 *분




!기공단UI
騎空団チャットログ,기공단 채팅 로그

スヴァット Lv*,스밧트 Lv*
スヴァット,스밧트
サポート効果詳細,서포트 효과 상세
解放される騎空団サポート,해방할 기공단 서포트
ルピを寄付する,루피를 기부한다
寄付をして騎空団を発展させよう!,기부를 통해 기공단을 발전시키자 !
現在の寄付総額,현재까지 기부 총액
次のRankまで,다음 Rank까지
所持ルピ :,소지 루피 :
使用ルピ :,사용 루피 :
発動中の騎空団サポート,발동중인 기공단 서포트
クエスト開始からキュアポーション*個追加,퀘스트 시작시 큐어 포션 *개 추가
バトルのアイテムドロップ率が**%UP,배틀 아이템 드롭률이 **% UP
奥義ゲージがバトル開始時に**%UP,배틀 시작부터 오의 게이지가 **% UP
獲得Rankポイントが**%UP,획득 Rank 포인트가 **% UP

騎空団サポート一覧,기공단 서포트 목록
以下の騎空団サポートが利用できます。,아래의 기공단 서포트를 이용할 수 있습니다
・闇属性攻撃力UP,・암속성 공격력 UP
・アイテムドロップ率UP,・아이템 드롭률 UP
・キュアポーション追加,・큐어 포션 추가
・バトル開始時に奥義ゲージUP,・배틀 시작부터 오의 게이지 UP
・獲得RankポイントUP,・획득 Rank 포인트 UP
・獲得EXPUP,・획득 EXP UP

バトル開始時に奥義ゲージUP,배틀 시작부터 오의 게이지 UP





所有中の騎空艇,소유한 기공정
購入可能な騎空艇はありません。,구입 가능한 기공정은 없습니다
グランサイファー Lv*,그랑사이퍼 Lv*
累計カスタムpt,누적 커스텀 pt






アヴニール Lv*,애브닐 Lv*

騎空艇を購入,기공정을 구입
騎空団資金,기공단 자금
利用できる役職,이용할 수 있는 직책
"<span class=""selected-num""></span>				素材決定","<span class=""selected-num""></span>				소재결정"
攻撃,공격


強化スキル,강화 스킬
属性攻撃力,속성 공격력
補助/回復,보조/회복
朱光の星晶炉 Lv*,주광색 성정로 Lv*
火属性攻撃力*%UP,화속성 공격력 *% UP
価格 : *****ルピ,가격 : ***** 루피
購入,구입
碧光の星晶炉 Lv*,벽광의 성정로 Lv*
水属性攻撃力*%UP,수속성 공격력 *% UP
橙光の星晶炉 Lv*,주황색 성정로 Lv*
土属性攻撃力*%UP,토속성 공격력 *% UP
翠光の星晶炉 Lv*,취광의 성정로 Lv*
風属性攻撃力*%UP,풍속성 공격력 *% UP
輝光の星晶炉 Lv*,휘광의 성정로 Lv*
光属性攻撃力*%UP,광속성 공격력 *% UP
レッドランプ Lv*,레드 램프 Lv*
火属性強化スキルの獲得経験値が*%UP<br>火属性強化時の獲得経験値が*%UP,화속성 강화 스킬 획득 경험치가 *% UP<br>화속성 강화시 획득 경험치가 *% UP
アクアリウム Lv*,아쿠아리움 Lv*
水属性強化スキルの獲得経験値が*%UP<br>水属性強化時の獲得経験値が*%UP,수속성 강화 스킬 획득 경험치가 *% UP <br>수속성 강화시 획득 경험치가 *% UP
若木の鉢台 Lv*,약목 화분 받침 Lv*
土属性強化スキルの獲得経験値が*%UP<br>土属性強化時の獲得経験値が*%UP,토속성 강화 스킬 획득 경험치가 *% UP<br>토속성 강화시 획득 경험치가 *% UP
シーリングファン Lv*,실링팬 Lv*
風属性強化スキルの獲得経験値が*%UP<br>風属性強化時の獲得経験値が*%UP,풍속성 강화 스킬 획득 경험치가 *% UP<br>풍속성 강화시 획득 경험치가 *% UP
天窓 Lv*,천창 Lv*
光属性強化スキルの獲得経験値が*%UP<br>光属性強化時の獲得経験値が*%UP,광속성 강화 스킬 획득 경험치가 *% UP<br>광속성 강화시 획득 경험치가 *% UP
小型ベッド（ペット用） Lv*,소형 침대(애완동물용) Lv*
闇属性強化スキルの獲得経験値が*%UP<br>闇属性強化時の獲得経験値が*%UP,암속성 강화 스킬 획득 경험치가 *% UP <br> 암속성 강화시 획득 경험치가 *% UP
購入できる騎空艇パーツがありません。,구입할 수 있는 기공정 부품이 없습니다
団員をスカウト,단원을 스카우트
ジュークボックス,쥬크박스
・一部端末ではBGMが再生されない場合があります。,"<span style=""font-size: 90%"">・일부 단말에서는 BGM이 재생되지 않는 경우가 있습니다</span>"
[AD]オリジナルサウンドトラック発売中！,[AD] 오리지널 사운드트랙 발매 중！
メインテーマ,메인 테마
パート*,파트*
始まりの風,시작의 바람
ポート・ブリーズ群島 -大いなる翼眠る地-,포트・브리즈 군도 -위대한 날개가 잠자는 땅-
常磐の風,상반의 바람
暗雲,먹구름
バトル*,배틀*
飛翔,비상
悲壮,비장
フレイメル島 -太古の工廠-,프레이멜 섬 -태초의 공창-
夕立,소나기
無限の空へ,무한한 하늘에
アウギュステ列島 -白沫の瀑布-,아우규스테 열도 - 백말의 폭포 -
パート**,파트**
危機,위기
大星晶獣との戦い,대성정수와의 싸움
ルーマシー群島 -神秘の森-,루마시 군도 - 신비의 숲 -
城塞都市アルビオン -矜持の街、盟約の楔-,"성채도시 알비온 - 긍지의 거리, 맹약의 쐐기-"
天に散りし覇者との邂逅,하늘에 흩어진 패자와의 만남
凱旋,개선
トラモント島 -理の歪曲-,트라몬트 섬 - 이치의 왜곡 -
カジノ艇 -ジュエル・リゾート-,카지노정 - 쥬얼 리조트 -
黒雲,먹구름
ガロンゾ -摂理の境界-,갈론조 -섭리의 경계 -
歓談,환담
アマルティア島 -秩序の象徴-,아말티아 섬 -질서의 상징 -
犠牲,희생.
ラビ島 -因果の黄風-,라비섬 - 인과의 황풍 -
碧空,벽공
我ら一つ、等しく空を漂う,"우리 다 함께, 한결같이 하늘을 유랑한다"
遥かなる旅路、天翔ける戦線,"아득한 여정, 하늘을 나는 전선"
バトル* -Dragonic Mix-,배틀* -Dragonic Mix-
バトル* -Imperial Side-,배틀* -Imperial Side-
星の古戦場,별의 고전장
満天に嘶く,온 하늘에 울리다
歴史の分水嶺,역사의 분수령
黒銀の翼,흑은의 날개
エルステ帝国,에르스테 제국
ディフェンド・オーダー -接敵行進-,디펜드 오더 -접적 행진 -
ディフェンド・オーダー -攻勢防禦-,디펜드 오더 -공세 방어 -
二十二の使徒,십이 사도
新世界秩序,신세계 질서
好日,좋은 날
ランナウェイ,런 어웨이
蒼天を焦がす錆びた血脈,창천을 태우는 녹슨 혈맥
星は空高く,별은 하늘 높이
人間との戦い,인간과의 전쟁
ローズクイーン -instrumental-,로즈퀸 -instrumental-
ダイダロイトベルト -原初への道標-,다이달로이트 벨트 -원초로 가는 길잡이 -
瘴流域,장류역
白き風、白き壁,"하얀 바람, 하얀 벽"
ナル・グランデ,나르 그랑데
グロース島 -勇士集いし大地-,그로스 섬 -용사가 모이는 대지 -
第五の天司,제5의 천사
七曜の騎士,칠요의 기사
クルーガー島 -星遊びの蔵-,크루거 섬 - 별놀이 곳간 -
大星晶獣との戦い -Destruction Mix-,대성정수와의 싸움 -Destruction Mix-
ジ・アルティメット,디・얼티밋
安息,안식
ベスティエ島 -無風の楽園-,베스티에 섬 -무풍의 낙원 -
ライヒェ島 -人住まう魔窟-,라이헤섬 -사람이 사는 마굴-
シュテルケ島 -苔の王国-,슈테르케 섬 - 이끼의 왕국 -
ナル・グランデの罪,나르・그랑데의 죄
赤き地平,붉은 지평
カロの歌,카로의 노래
霧雲,안개구름
哀・グランブルーファンタジー,애・그랑블루 판타지
刃闘流・参,칼싸움・참배
人魚の歌(Bonus Version),인어의 노래 (Bonus Version)
究極不変悪滅善護 -シヴァ-,궁극불변 악멸선호 -시바-
ラスト・グローミング -エウロペ-,라스트・글로밍 -에우로페-
不可侵神域 -ゴッドガード・ブローディア-,불가침신역 - 갓 가드 브로디어-
ダンシング・ウィンドストーム -グリームニル-,댄싱 윈드스톰 - 그림니르 -
セフィラへ,세피라로
覇空の記憶,패공의 기억
あの”景色”を見に行こう -Platinum Sky II-,그 '경치'를 보러 가자 - Platinum Sky II -
アウライ・グランデ,아우라이・그랑데
この狭い世界で、ただ小さく,"이 좁은 세상에서, 그냥 조그맣게"
燦然世界,찬연한 세계
リンドヴルム,린드블룸
理想郷の子供達,이상향의 아이들
創呪擦罪 骨肉相噛<br>（グラッジ・オブ・ザ・スケープドッグ）,창주찰죄 골육상쟁 <br>（그럿지・오브・더・스케이프도그）
アルバムを切り替えることで他の楽曲も確認できます。,앨범을 바꾸는 것으로 다른 악곡도 확인할 수 있습니다.
模様替え,재배치
"!나루메아(SSR,크리스마스)"
[想重の斬姫],[무거운 마음의 참희]
ナルメア,나루메아

心斎坐忘＋,심재좌망+
土属性ダメージ(特大)/自分にカウンター効果(回避・被ダメージ/*回),토속성 데미지(특대) / 자신에게 카운터 효과(회피・받는 데미지/*회)
至人己無＋,지인기무+
"<div class=""prt-text-small"">自分に弱点属性追撃効果/カウンター効果(回避・被ダメージ/*回)　<span class=""text-blue"">◆奥義ゲージを**％消費/奥義ゲージ***％消費で効果時間延長</span></div>","<div class=""prt-text-small"">자신에게 약점속성 추격 효과 / 카운터 효과(회피・받는 데미지/*회) <span class=""text-blue"">◆오의 게이지를 **％소비/오의 게이지를 ***% 소비하여 지속시간 연장</span></div>"
天香桂花＋,천향계화+
敵に*回土属性ダメージ/自分のHP回復/八双Lvが*上昇,적에게 *회 토속성 데미지 / 자신의 HP회복 / 팔쌍 Lv이 *상승
光風霽月,광풍제월
自分にかばう効果(全体)/被ダメージの**％を反射/攻撃大幅UP,자신에게 감싸기 효과(전체) / 받는 데미지의 **%를 반사 / 공격력을 대폭 UP
乱れ胡蝶,변화무쌍한 나비
"<div class=""prt-text-small"">カウンター発動時に八双Lvが上昇(最大*)/カウンター効果が付与されている時、自分が必ずトリプルアタック　<span class=""text-blue"">◆八双Lvに応じて攻防UP</span></div>","<div class=""prt-text-small"">카운터 발동시에 팔쌍 Lv이 상승(최대*) / 자신이 카운터 효과를 받고 있을 때 반드시 트리플 어택 <span class=""text-blue"">◆팔쌍 Lv에 따라 공격력 UP</span></div>"
捲土重来,권토중래
一度だけ戦闘不能にならずHP*で耐える/八双Lvが*の時、被ターゲット時に天香桂花が自動発動,한 번만 전투불능이 되지 않고 HP *로 버틴다 / 팔쌍 Lv이 *일 때 데미지를 받으면 천향계화가 자동발동


!네모네(SSR)
[揺雲の如く],[흔들리는 구름처럼]
ネモネ,네모네

ガイア・スィーモース,가이아 쉬모스
ガイア・スィーモース＋,가이아 쉬모스＋
土属性ダメージ(特大)/自分のダブルアタック確率UP,토속성 데미지 (특대) / 자신의 더블어택 확률 UP
ラニーニャ＋,라니냐＋
敵に土属性ダメージ/防御DOWN(累積)するヤツ！,적에게 토속성 데미지 / 방어 DOWN(누적)하는 녀석！
ローゼル＋,로젤＋
"<div class=""prt-text-small"">たまに敵の攻撃を回避するヤツ！　<span class=""text-blue"">◆回避時に奥義ゲージUP/敵対心DOWN(累積)</span></div>","<div class=""prt-text-small"">가끔 적의 공격을 회피하는 녀석!　<span class=""text-blue"">◆회피 시 오의 게이지 UP / 적대심 DOWN(누적)</span></div>"
スタンド・イン・ライン,스탠드 인 라인
溜まったパゥワーを解き放って会心の一撃的なヤツ！,모은 파워를 해방해 회심의 일격적인 녀석!
いたごちっ！,잘먹을게！
めっちゃ防御薄いけどめっちゃ奥義ゲージたまるヤツ！,방어력 엄청 약하지만 오의 게이지 엄청 쌓이는 녀석!
ネモ姉にまかせんしゃい！,네모네 언니한테 맡겨보시라！
"敵を攻撃した回数に応じてネモ姉のパゥワーが溜まっていくぜ！<br><span class=""text-blue"">◆被ダメージで減るけど！</span>","적을 공격한 횟수에 따라 네모네의 파워가 모이는거라구!<br><span class=""text-blue"">◆데미지를 받으면 줄어들지만！</span>"


!단토&플라이하이트(SSR)
[ねこと一緒],[고양이와 함께]
ダーント＆フライハイト,단토＆플라이하이트

カプリシュ・アバランチェ＋,카프리쉬・아발란체＋
"土属性ダメージ(特大)/自分の残りHPが多いほどダメージUP　<span class=""text-blue"">◆黒猫棒術を*消費して追加ダメージ</span>","토속성 데미지(특대) / 자신의 남은 HP가 많을수록 데미지 UP　<span class=""text-blue"">◆검은 고양이 봉술을 *소비해서 추가 데미지</span>"
アイディール＋,아이딜＋
"<div class=""prt-text-small"">黒猫棒術を回復する/効果中フライハイトのサポートが必ず発動　<span class=""text-blue"">◆奥義ゲージ**％消費</span></div>","<div class=""prt-text-small"">검은 고양이 봉술을 회복 / 효과 중 플라이하이트의 서포트가 반드시 발동　<span class=""text-blue"">◆오의 게이지 **％ 소비</span></div>"
インフリーダム＋,인프리덤＋
"<div class=""prt-text-small"">効果中必ずトリプルアタック　<span class=""text-blue"">◆黒猫棒術を*消費してフライハイトの追加攻撃性能UP</span></div>","<div class=""prt-text-small"">효과 중 반드시 트리플 어택　<span class=""text-blue"">◆검은 고양이 봉술을 *소비해서 플라이하이트의 추가 공격 성능 UP</span></div>"
ザ・バング,더 뱅
ターン経過なしで通常攻撃を実行,턴 경과 없이 일반공격을 실행
アイ・オブ・ザ・キャット,아이 오브 더 캣
"<div class=""prt-text-small"">*ターン毎に黒猫棒術付与/黒猫棒術時攻防UP　<span class=""text-blue"">◆黒猫棒術はバトル開始時*の状態(最大*)</span></div>","<div class=""prt-text-small"">*턴마다 검은 고양이 봉술 부여 / 검은 고양이 봉술 시 공방 UP　<span class=""text-blue"">◆검은 고양이 봉술은 배틀개시시 *인 상태(최대*)</span></div>"
アタック・アンド・サプライ,어택・앤드・서플라이
"<div class=""prt-text-small"">黒猫棒術時にフライハイトと一緒に戦う/確率で味方全体をランダムな強化効果でサポート　<span class=""text-blue"">◆黒猫棒術は通常攻撃で*消費</span></div>","<div class=""prt-text-small"">검은 고양이 봉술 시 플라이하이트와 함께 싸움 / 확률로 아군전체를 임의의 강화효과로 서포트　<span class=""text-blue"">◆검은 고양이 봉술은 일반공격으로 *소비</span></div>"


!라스티나(SSR)
[天穿の銃槍騎],[하늘을 뚫는 총창기]
ラスティナ,라스티나

ザイスミッシュ・シャル＋,자이스미쉬・샤르＋
土属性ダメージ(特大)/チャージLvが*上昇,토속성 데미지 (특대)/차지 Lv이 *상승
アブソルート・ユスティーツ＋,앱솔루트・유스티츠＋
"<div class=""prt-text-small"">自分にかばう効果/カウンター効果(被ダメージ/*回)/防御大幅UP　<span class=""text-blue"">◆奥義ゲージを**%消費</span></div>","<div class=""prt-text-small"">자신에게 감싸기 효과/카운터 효과 (데미지 받을 때/*회)/방어 대폭 UP　<span class=""text-blue"">◆오의 게이지를 **% 소비</span></div>"
アオス・ブルフ＋,아오스・불프＋
"<div class=""prt-text-small"">敵に土属性ダメージ/自分の防御DOWN/チャージLvリセット <span class=""text-blue"">◆チャージLvに応じてダメージUP/ダメージ上限UP</span></div>","<div class=""prt-text-small"">적에게 토속성 데미지 / 자신의 방어 DOWN / 차지 Lv리셋 <span class=""text-blue"">◆차지 Lv에 따라 데미지 UP / 데미지 상한 UP</span></div>"
ユーベル・ツアシュテールン,유벨・투어슈테른
自分が即座に奥義発動可能/クリティカル確率UP,자신이 즉시 오의 사용 가능 / 크리티컬 확률 UP
チャージ,차지
被ダメージでチャージLvが*上昇(最大**),데미지를 받을 때 차지 Lv이 *상승 (최대**)
鋼の決意,강철의 결의
防御力が高いが敵のターゲットにされやすい,방어력이 높지만 적의 타겟이 되기 쉬움


"!레피에(SSR,토속통상)"
[豪奢なる七宝石の姫],[호사스런 일곱 보석의 공주]
レ・フィーエ,레・피에

セブンスブライト＋,세븐스 브라이트＋
土属性ダメージ(特大)/自分の防御UP,토속성 데미지(특대) / 자신의 방어 UP
安らぎの煌めき＋,평온한 반짝임＋
味方全体に再生効果/バリア効果/土属性攻撃UP,아군 전체에 재생 효과 / 배리어 효과 / 토속성 공격 UP
インフルエンスライト＋,인플루언스 라이트＋
"<div class=""prt-text-small"">味方単体のHPを回復/特殊強化(連続攻撃確率UP/攻防UP)</div>","<div class=""prt-text-small"">아군 하나의 HP를 회복 / 특수 강화(연속공격 확률 UP / 공방 UP)</div>"
グリッターリフレクション,글리터 리플렉션
敵全体に土属性ダメージ/被ダメージの一部を反射(*回),적 전체에게 토속성 데미지 / 받는 데미지의 일부를 반사(*회)
王族のドレス,왕족의 드레스
防御力が低いが敵のターゲットにされにくい,방어력이 낮지만 적의 타겟이 되기 어렵다
こんなところにメダルが……,이런 곳에 메달이……
バトル終了時にカジノメダルを入手することがある,배틀 종료시 카지노 메달을 획득하는 경우가 있다
メダルゲット,메달 Get
あらっ、<br>メダルが……,"어머,<br>메달이……"
"カジノメダル ✕ <span class=""txt-emphasis"">***</span> を<br>ゲットしました！","카지노 메달 ✕ <span class=""txt-emphasis"">***</span> 개를<br>획득했습니다！"
これ、いただいて<br>しまっても<br>いいんですの？,"이거, 가져가도<br>되는 건가요?"
こんなところに<br>メダルが……,이런 곳에<br>메달이……
ふふっ、<br>いっぱいですわ。,"후훗, <br>가득이네요."
頂いてしまっても<br>いいんじゃ<br>ありませんこと？,받아가도<br>되지 않겠어요?
メダルゲット……<br>ですわ！,메달 겟……<br>이네요！

"!로제타(SSR,수영복)"
[潮騒の薔薇],[밀물소리의 장미]
ロゼッタ,로제타

シーサイドローズ＋,씨 사이드 로즈＋
土属性ダメージ(特大)/毒効果/魅了効果,토속성 데미지(특대) / 독 효과 / 매료 효과
蒼茨の結界＋,푸른가시의 결계＋
"<div class=""prt-text-small"">蒼茨の結界を展開/最大HPの**%分のバリア効果(最大****)　<span class=""text-blue"">◆バリア解除時蒼茨の結界を解除</span></div>","<div class=""prt-text-small"">푸른가시의 결계 전개 / 최대 HP의 **% 분의 배리어 효과(최대****)　<span class=""text-blue"">◆배리어 해제시 푸른가시의 결계를 해제</span></div>"
セレブレーション＋,세레브레이션＋
味方全体のHPを回復/弱体効果を*つ回復,아군 전체의 HP를 회복 / 약체 효과를 *개 회복
ロサ・キネンシス,로사・키넨시스
敵全体に土属性ダメージ/蒼茨の結界が即時使用可能になる,적 전체에 토속성 데미지 / 푸른가시의 결계가 즉시 사용 가능
プライベートローズガーデン,프라이빗 로즈 가든
蒼茨の結界展開中は敵対心UP/毎ターン結界密度に応じた強化効果を味方全体に付与,푸른가시의 결계 전개 중 적대심 UP / 매 턴 결계 밀도에 따라 강화 효과를 아군 전체에 부여
薔薇の棘,장미의 가시
毒状態の敵に対してクリティカル確率UP/魅了状態の敵に対してダメージ上限UP,독 상태의 적에게 크리티컬 확률 UP / 매료 상태의 적에게 데미지 상한 UP


"!마기사(SSR,크리스마스)"
[ホーリーナイト・ウィッチ],[홀리나이트 위치]
マギサ,마기사

マレウス・カエルム＋,마레우스・카엘름＋
土属性ダメージ(特大)/ホーリーナイトレイが発動,토속성 데미지(특대) / 홀리나이트 레이가 발동
セレナーデ＋,세레나데+
土属性キャラに荒土の刻印を付与/幻影効果(*回)/ブロック効果/再生効果,토속성 캐릭터에게 황토의 각인을 부여 / 환영효과(*회) / 블록 효과 / 재생 효과
ホーリーナイトレイ＋,홀리나이트 레이+
敵に土属性ダメージ/強化効果を*つ無効化/自分に荒土の刻印を付与,적에게 토속성 데미지 / 강화 효과를 *개 무효화 / 자신에게 황토의 각인을 부여
グラウンド・イラプト,그라운드 이럽트
"<div class=""prt-text-small"">敵全体に土属性ダメージ/味方全体の奥義ゲージUP(**%)　<span class=""text-blue"">◆**ターン目以降の時、自分の荒土の刻印を全て消費し発動回数UP</span></div>","<div class=""prt-text-small"">적 전체에게 토속성 데미지 / 아군 전체의 오의 게이지UP(**%) <span class=""text-blue"">◆**턴째 이후 자신의 황토의 각인을 모두 소비해 발동 횟수 UP</span></div>"
土の秘術,땅의 비술
